"Step","prime-snowball-26 - tok per sec","prime-snowball-26 - tok per sec__MIN","prime-snowball-26 - tok per sec__MAX"
"5067","1262735.3208152165","1262735.3208152165","1262735.3208152165"
"5068","1267572.7624908492","1267572.7624908492","1267572.7624908492"
"5069","1268478.6985811533","1268478.6985811533","1268478.6985811533"
"5070","1265515.6421327656","1265515.6421327656","1265515.6421327656"
"5073","1267411.306959853","1267411.306959853","1267411.306959853"
"5080","1276770.0877542263","1276770.0877542263","1276770.0877542263"
"5082","1275179.7529529175","1275179.7529529175","1275179.7529529175"
"5083","1270684.9639236764","1270684.9639236764","1270684.9639236764"
"5090","1275137.6052902285","1275137.6052902285","1275137.6052902285"
"5095","1276972.4954717024","1276972.4954717024","1276972.4954717024"
"5100","1269067.9954431765","1269067.9954431765","1269067.9954431765"
"5102","1263432.5217260409","1263432.5217260409","1263432.5217260409"
"5103","1273173.8084180274","1273173.8084180274","1273173.8084180274"
"5104","1268620.6654055591","1268620.6654055591","1268620.6654055591"
"5105","1275977.3863408617","1275977.3863408617","1275977.3863408617"
"5108","1276964.3386085706","1276964.3386085706","1276964.3386085706"
"5109","1271180.043523727","1271180.043523727","1271180.043523727"
"5111","1279096.8215169846","1279096.8215169846","1279096.8215169846"
"5112","1274621.7071473121","1274621.7071473121","1274621.7071473121"
"5119","1267544.2673492928","1267544.2673492928","1267544.2673492928"
"5124","1275286.9832515242","1275286.9832515242","1275286.9832515242"
"5126","1263908.888911113","1263908.888911113","1263908.888911113"
"5129","1269713.555623432","1269713.555623432","1269713.555623432"
"5130","1269470.9355722892","1269470.9355722892","1269470.9355722892"
"5132","1269766.3432628897","1269766.3432628897","1269766.3432628897"
"5135","1272681.594262518","1272681.594262518","1272681.594262518"
"5136","1272832.6075265922","1272832.6075265922","1272832.6075265922"
"5138","1264685.9342140225","1264685.9342140225","1264685.9342140225"
"5139","1270167.5260771473","1270167.5260771473","1270167.5260771473"
"5141","1270432.430955703","1270432.430955703","1270432.430955703"
"5142","1268085.1629561584","1268085.1629561584","1268085.1629561584"
"5143","1269145.6330955515","1269145.6330955515","1269145.6330955515"
"5144","1269338.3033946215","1269338.3033946215","1269338.3033946215"
"5147","1270180.732013761","1270180.732013761","1270180.732013761"
"5148","1272857.6570938055","1272857.6570938055","1272857.6570938055"
"5150","1269115.6023110473","1269115.6023110473","1269115.6023110473"
"5151","1267290.0597170268","1267290.0597170268","1267290.0597170268"
"5154","1271466.6901522216","1271466.6901522216","1271466.6901522216"
"5156","1273788.1360847794","1273788.1360847794","1273788.1360847794"
"5157","1273506.3420130454","1273506.3420130454","1273506.3420130454"
"5159","1270596.8596262438","1270596.8596262438","1270596.8596262438"
"5163","1270414.0821814612","1270414.0821814612","1270414.0821814612"
"5164","1274707.4148766464","1274707.4148766464","1274707.4148766464"
"5168","1268935.4474447581","1268935.4474447581","1268935.4474447581"
"5169","1274786.4830885332","1274786.4830885332","1274786.4830885332"
"5171","1271238.83229479","1271238.83229479","1271238.83229479"
"5172","1272557.1273452216","1272557.1273452216","1272557.1273452216"
"5175","1277209.8316540243","1277209.8316540243","1277209.8316540243"
"5178","1270051.6190832623","1270051.6190832623","1270051.6190832623"
"5181","1271060.2782268925","1271060.2782268925","1271060.2782268925"
"5182","1270726.8177453766","1270726.8177453766","1270726.8177453766"
"5183","1267743.0293906885","1267743.0293906885","1267743.0293906885"
"5185","1270839.1758484163","1270839.1758484163","1270839.1758484163"
"5186","1275039.2715781734","1275039.2715781734","1275039.2715781734"
"5188","1272727.9994027098","1272727.9994027098","1272727.9994027098"
"5192","1272762.6213145838","1272762.6213145838","1272762.6213145838"
"5194","1274138.7084646183","1274138.7084646183","1274138.7084646183"
"5196","1266451.459860421","1266451.459860421","1266451.459860421"
"5197","1281489.5515428411","1281489.5515428411","1281489.5515428411"
"5198","1278464.7280904625","1278464.7280904625","1278464.7280904625"
"5199","1276574.4138367826","1276574.4138367826","1276574.4138367826"
"5200","1274332.1593947248","1274332.1593947248","1274332.1593947248"
"5204","1275299.5562607616","1275299.5562607616","1275299.5562607616"
"5206","1267916.9973183176","1267916.9973183176","1267916.9973183176"
"5208","1264530.3032954496","1264530.3032954496","1264530.3032954496"
"5210","1279329.7381107658","1279329.7381107658","1279329.7381107658"
"5217","1276244.720414244","1276244.720414244","1276244.720414244"
"5219","1278704.8499860733","1278704.8499860733","1278704.8499860733"
"5221","1276289.9042717244","1276289.9042717244","1276289.9042717244"
"5222","1279390.7718164655","1279390.7718164655","1279390.7718164655"
"5224","1275165.7034224414","1275165.7034224414","1275165.7034224414"
"5225","1272088.2015512486","1272088.2015512486","1272088.2015512486"
"5226","1277024.4052241882","1277024.4052241882","1277024.4052241882"
"5230","1269129.5188393618","1269129.5188393618","1269129.5188393618"
"5231","534439.9669258313","534439.9669258313","534439.9669258313"
"5232","1272555.6545097125","1272555.6545097125","1272555.6545097125"
"5238","1269571.344104465","1269571.344104465","1269571.344104465"
"5240","1270649.7207385292","1270649.7207385292","1270649.7207385292"
"5241","1268316.2806784816","1268316.2806784816","1268316.2806784816"
"5243","1275337.276776","1275337.276776","1275337.276776"
"5247","1272600.5775265398","1272600.5775265398","1272600.5775265398"
"5248","1270839.1758484163","1270839.1758484163","1270839.1758484163"
"5252","1274756.9237304593","1274756.9237304593","1274756.9237304593"
"5255","1274473.2236250874","1274473.2236250874","1274473.2236250874"
"5257","1273537.3185066355","1273537.3185066355","1273537.3185066355"
"5259","1270795.1114791632","1270795.1114791632","1270795.1114791632"
"5261","1275802.6799996984","1275802.6799996984","1275802.6799996984"
"5263","1269084.1081370574","1269084.1081370574","1269084.1081370574"
"5267","1275207.8529426602","1275207.8529426602","1275207.8529426602"
"5273","1273048.5082229148","1273048.5082229148","1273048.5082229148"
"5278","1267758.3775816108","1267758.3775816108","1267758.3775816108"
"5279","1272410.5969168528","1272410.5969168528","1272410.5969168528"
"5280","1265836.9001956587","1265836.9001956587","1265836.9001956587"
"5281","1272705.901294859","1272705.901294859","1272705.901294859"
"5282","1279048.4628908283","1279048.4628908283","1279048.4628908283"
"5283","1274625.401208302","1274625.401208302","1274625.401208302"
"5285","1273538.7936153468","1273538.7936153468","1273538.7936153468"
"5291","1282125.3878268758","1282125.3878268758","1282125.3878268758"
"5292","1273386.1379875038","1273386.1379875038","1273386.1379875038"
"5293","1274744.3614183771","1274744.3614183771","1274744.3614183771"
"5294","1273934.2459634554","1273934.2459634554","1273934.2459634554"
"5295","1271797.5969421659","1271797.5969421659","1271797.5969421659"
"5296","1278137.0292271217","1278137.0292271217","1278137.0292271217"
"5297","1275882.6244216089","1275882.6244216089","1275882.6244216089"
"5299","1276919.848462167","1276919.848462167","1276919.848462167"
"5300","1270036.948820189","1270036.948820189","1270036.948820189"
"5301","1278114.7428900898","1278114.7428900898","1278114.7428900898"
"5305","1277703.3281826766","1277703.3281826766","1277703.3281826766"
"5311","1281058.050454162","1281058.050454162","1281058.050454162"
"5312","1273496.7543561351","1273496.7543561351","1273496.7543561351"
"5313","1274991.9585049297","1274991.9585049297","1274991.9585049297"
"5314","1271319.6757342387","1271319.6757342387","1271319.6757342387"
"5315","1277849.5951206302","1277849.5951206302","1277849.5951206302"
"5319","1274501.2924848108","1274501.2924848108","1274501.2924848108"
"5320","1272480.54441917","1272480.54441917","1272480.54441917"
"5325","1269017.4628298385","1269017.4628298385","1269017.4628298385"
"5326","1267338.9940650663","1267338.9940650663","1267338.9940650663"
"5328","1274395.6713612303","1274395.6713612303","1274395.6713612303"
"5329","1265046.0684475305","1265046.0684475305","1265046.0684475305"
"5330","1258216.0844843972","1258216.0844843972","1258216.0844843972"
"5331","1272627.827459187","1272627.827459187","1272627.827459187"
"5334","1268233.6244753236","1268233.6244753236","1268233.6244753236"
"5336","1265163.2472248976","1265163.2472248976","1265163.2472248976"
"5337","1260844.2094389733","1260844.2094389733","1260844.2094389733"
"5339","1264312.920492864","1264312.920492864","1264312.920492864"
"5341","1258872.268208516","1258872.268208516","1258872.268208516"
"5343","1260287.8031060407","1260287.8031060407","1260287.8031060407"
"5347","1265680.9858923245","1265680.9858923245","1265680.9858923245"
"5349","1267460.9812038504","1267460.9812038504","1267460.9812038504"
"5352","1264109.4190688229","1264109.4190688229","1264109.4190688229"
"5353","1258705.8165743302","1258705.8165743302","1258705.8165743302"
"5356","1260466.2331900923","1260466.2331900923","1260466.2331900923"
"5358","1258731.0336894454","1258731.0336894454","1258731.0336894454"
"5359","1255666.2872596043","1255666.2872596043","1255666.2872596043"
"5360","1264579.0247444273","1264579.0247444273","1264579.0247444273"
"5362","1255466.2763583756","1255466.2763583756","1255466.2763583756"
"5363","1258267.920430702","1258267.920430702","1258267.920430702"
"5369","1253875.6295979943","1253875.6295979943","1253875.6295979943"
"5370","1253219.6436836175","1253219.6436836175","1253219.6436836175"
"5371","1254616.7614524646","1254616.7614524646","1254616.7614524646"
"5372","1248440.6043501366","1248440.6043501366","1248440.6043501366"
"5374","1236718.7737728409","1236718.7737728409","1236718.7737728409"
"5375","1252214.845423428","1252214.845423428","1252214.845423428"
"5376","1249441.4820139715","1249441.4820139715","1249441.4820139715"
"5378","1248606.47880344","1248606.47880344","1248606.47880344"
"5379","1260552.938107448","1260552.938107448","1260552.938107448"
"5381","1254163.8229474763","1254163.8229474763","1254163.8229474763"
"5382","1255492.0806361092","1255492.0806361092","1255492.0806361092"
"5383","1255656.9663397272","1255656.9663397272","1255656.9663397272"
"5384","1250297.5071366841","1250297.5071366841","1250297.5071366841"
"5386","1260430.832111701","1260430.832111701","1260430.832111701"
"5387","1261385.1890922023","1261385.1890922023","1261385.1890922023"
"5389","1254858.7488819663","1254858.7488819663","1254858.7488819663"
"5390","1262891.2354621163","1262891.2354621163","1262891.2354621163"
"5391","1257546.2013539495","1257546.2013539495","1257546.2013539495"
"5392","1268586.268464398","1268586.268464398","1268586.268464398"
"5393","1270162.39050929","1270162.39050929","1270162.39050929"
"5396","1259169.2522892703","1259169.2522892703","1259169.2522892703"
"5399","1264294.0211725326","1264294.0211725326","1264294.0211725326"
"5401","1267007.483015711","1267007.483015711","1267007.483015711"
"5403","1265447.1864394294","1265447.1864394294","1265447.1864394294"
"5410","1267027.1935800025","1267027.1935800025","1267027.1935800025"
"5412","1261328.755096024","1261328.755096024","1261328.755096024"
"5413","1248630.583887328","1248630.583887328","1248630.583887328"
"5414","1250746.9454295607","1250746.9454295607","1250746.9454295607"
"5416","1254905.295628365","1254905.295628365","1254905.295628365"
"5418","1264992.217159878","1264992.217159878","1264992.217159878"
"5420","1269811.0695588102","1269811.0695588102","1269811.0695588102"
"5421","715744.7053034527","715744.7053034527","715744.7053034527"
"5422","1267435.4130919678","1267435.4130919678","1267435.4130919678"
"5425","1266196.961246952","1266196.961246952","1266196.961246952"
"5426","1267862.9013354797","1267862.9013354797","1267862.9013354797"
"5427","1265113.0250908553","1265113.0250908553","1265113.0250908553"
"5429","1266440.5194205649","1266440.5194205649","1266440.5194205649"
"5430","1262067.8614299726","1262067.8614299726","1262067.8614299726"
"5432","1269510.5107615713","1269510.5107615713","1269510.5107615713"
"5433","1272211.1047130323","1272211.1047130323","1272211.1047130323"
"5434","1264051.2878367822","1264051.2878367822","1264051.2878367822"
"5435","1274930.6045924847","1274930.6045924847","1274930.6045924847"
"5440","1274558.1726495111","1274558.1726495111","1274558.1726495111"
"5441","1274592.8942064308","1274592.8942064308","1274592.8942064308"
"5442","1272420.1682261701","1272420.1682261701","1272420.1682261701"
"5443","1277387.8916944526","1277387.8916944526","1277387.8916944526"
"5444","1277810.9833357546","1277810.9833357546","1277810.9833357546"
"5445","1279891.914912242","1279891.914912242","1279891.914912242"
"5446","1272661.7073811863","1272661.7073811863","1272661.7073811863"
"5447","1271159.4687384209","1271159.4687384209","1271159.4687384209"
"5451","1273598.5383899892","1273598.5383899892","1273598.5383899892"
"5452","1272339.9209363952","1272339.9209363952","1272339.9209363952"
"5453","1277791.67831833","1277791.67831833","1277791.67831833"
"5454","1274247.978870538","1274247.978870538","1274247.978870538"
"5455","1280994.6189194904","1280994.6189194904","1280994.6189194904"
"5458","1280055.820991995","1280055.820991995","1280055.820991995"
"5460","1278385.9461304673","1278385.9461304673","1278385.9461304673"
"5461","1279988.0183864639","1279988.0183864639","1279988.0183864639"
"5462","1276905.0191022737","1276905.0191022737","1276905.0191022737"
"5464","1267433.9520881604","1267433.9520881604","1267433.9520881604"
"5465","1274115.0848949142","1274115.0848949142","1274115.0848949142"
"5468","1275191.5843766038","1275191.5843766038","1275191.5843766038"
"5470","1273063.248142239","1273063.248142239","1273063.248142239"
"5474","1273077.9884028975","1273077.9884028975","1273077.9884028975"
"5475","1277249.890834914","1277249.890834914","1277249.890834914"
"5478","1274473.2236250874","1274473.2236250874","1274473.2236250874"
"5480","1278730.8748031624","1278730.8748031624","1278730.8748031624"
"5481","1273883.3250795372","1273883.3250795372","1273883.3250795372"
"5482","1272783.9847105474","1272783.9847105474","1272783.9847105474"
"5483","1269233.5362423235","1269233.5362423235","1269233.5362423235"
"5484","1267268.880350106","1267268.880350106","1267268.880350106"
"5485","1274215.4911165116","1274215.4911165116","1274215.4911165116"
"5495","1270806.8616788457","1270806.8616788457","1270806.8616788457"
"5496","1275388.3139660794","1275388.3139660794","1275388.3139660794"
"5499","1277082.994157073","1277082.994157073","1277082.994157073"
"5500","1275508.8963061096","1275508.8963061096","1275508.8963061096"
"5504","1275377.2185772764","1275377.2185772764","1275377.2185772764"
"5506","1272215.5208374434","1272215.5208374434","1272215.5208374434"
"5510","1274511.63395532","1274511.63395532","1274511.63395532"
"5512","1270070.6909319414","1270070.6909319414","1270070.6909319414"
"5513","1276035.8792380306","1276035.8792380306","1276035.8792380306"
"5514","1275989.9729671704","1275989.9729671704","1275989.9729671704"
"5515","1275704.2436888404","1275704.2436888404","1275704.2436888404"
"5518","1271516.6828001288","1271516.6828001288","1271516.6828001288"
"5520","1277312.9520440567","1277312.9520440567","1277312.9520440567"
"5527","1280685.013961008","1280685.013961008","1280685.013961008"
"5529","1280817.044035993","1280817.044035993","1280817.044035993"
"5530","1277178.6762505358","1277178.6762505358","1277178.6762505358"
"5532","1278788.1331297995","1278788.1331297995","1278788.1331297995"
"5533","1280686.505674214","1280686.505674214","1280686.505674214"
"5540","1276506.2385328982","1276506.2385328982","1276506.2385328982"
"5541","1275673.901723679","1275673.901723679","1275673.901723679"
"5544","1272112.485922162","1272112.485922162","1272112.485922162"
"5546","1276372.1322862434","1276372.1322862434","1276372.1322862434"
"5549","1270190.2698054302","1270190.2698054302","1270190.2698054302"
"5550","1272470.2358830497","1272470.2358830497","1272470.2358830497"
"5552","1268919.3385255185","1268919.3385255185","1268919.3385255185"
"5553","1274474.7009026709","1274474.7009026709","1274474.7009026709"
"5556","1272508.5255734473","1272508.5255734473","1272508.5255734473"
"5558","1276298.7932760252","1276298.7932760252","1276298.7932760252"
"5559","1272736.8388607188","1272736.8388607188","1272736.8388607188"
"5562","1281002.0811269437","1281002.0811269437","1281002.0811269437"
"5563","1275318.7860485427","1275318.7860485427","1275318.7860485427"
"5564","1272939.4434274414","1272939.4434274414","1272939.4434274414"
"5565","1272815.6627901862","1272815.6627901862","1272815.6627901862"
"5566","1275534.7911932766","1275534.7911932766","1275534.7911932766"
"5567","1277847.3674542285","1277847.3674542285","1277847.3674542285"
"5570","1276750.0728953297","1276750.0728953297","1276750.0728953297"
"5571","1274730.321480225","1274730.321480225","1274730.321480225"
"5572","1271306.446104172","1271306.446104172","1271306.446104172"
"5575","1276157.3246547042","1276157.3246547042","1276157.3246547042"
"5576","1273830.9324772477","1273830.9324772477","1273830.9324772477"
"5578","1275167.1823058072","1275167.1823058072","1275167.1823058072"
"5579","1277147.5223669782","1277147.5223669782","1277147.5223669782"
"5582","1276567.0031249148","1276567.0031249148","1276567.0031249148"
"5583","1273968.1954810815","1273968.1954810815","1273968.1954810815"
"5585","1275210.0714156479","1275210.0714156479","1275210.0714156479"
"5586","1267194.3930277962","1267194.3930277962","1267194.3930277962"
"5587","1273264.4821747753","1273264.4821747753","1273264.4821747753"
"5589","1267373.3234003976","1267373.3234003976","1267373.3234003976"
"5593","1267548.651133836","1267548.651133836","1267548.651133836"
"5594","1274677.8591852349","1274677.8591852349","1274677.8591852349"
"5597","1268089.5504828666","1268089.5504828666","1268089.5504828666"
"5601","1267845.3576837017","1267845.3576837017","1267845.3576837017"
"5602","1268873.2107011215","1268873.2107011215","1268873.2107011215"
"5604","1263908.888911113","1263908.888911113","1263908.888911113"
"5605","1263281.5534418745","1263281.5534418745","1263281.5534418745"
"5606","1261560.3113261561","1261560.3113261561","1261560.3113261561"
"5607","1266876.0949242532","1266876.0949242532","1266876.0949242532"
"5609","406881.2072183922","406881.2072183922","406881.2072183922"
"5610","1271351.2809650835","1271351.2809650835","1271351.2809650835"
"5611","1262699.067112406","1262699.067112406","1262699.067112406"
"5612","533055.0654244846","533055.0654244846","533055.0654244846"
"5615","1259976.5743965614","1259976.5743965614","1259976.5743965614"
"5616","1261136.3386668686","1261136.3386668686","1261136.3386668686"
"5618","1263904.5302664288","1263904.5302664288","1263904.5302664288"
"5621","1253379.6466475728","1253379.6466475728","1253379.6466475728"
"5622","1259265.8744000082","1259265.8744000082","1259265.8744000082"
"5625","1264380.526533311","1264380.526533311","1264380.526533311"
"5626","1248571.0318413475","1248571.0318413475","1248571.0318413475"
"5628","1258829.029785675","1258829.029785675","1258829.029785675"
"5630","1257180.2617079748","1257180.2617079748","1257180.2617079748"
"5631","1243730.9359114885","1243730.9359114885","1243730.9359114885"
"5632","1250756.9049992207","1250756.9049992207","1250756.9049992207"
"5634","1259324.287493994","1259324.287493994","1259324.287493994"
"5635","1237402.1556971949","1237402.1556971949","1237402.1556971949"
"5636","1235540.9834285309","1235540.9834285309","1235540.9834285309"
"5637","1250961.8227737495","1250961.8227737495","1250961.8227737495"
"5640","1251435.9523969952","1251435.9523969952","1251435.9523969952"
"5641","1248789.4171196485","1248789.4171196485","1248789.4171196485"
"5642","1245276.1865119725","1245276.1865119725","1245276.1865119725"
"5643","1253292.4971101626","1253292.4971101626","1253292.4971101626"
"5644","1251953.91876334","1251953.91876334","1251953.91876334"
"5646","1255143.8123616944","1255143.8123616944","1255143.8123616944"
"5647","1239589.5900107836","1239589.5900107836","1239589.5900107836"
"5648","1238687.45331144","1238687.45331144","1238687.45331144"
"5650","1245246.5695501643","1245246.5695501643","1245246.5695501643"
"5652","1253188.219330124","1253188.219330124","1253188.219330124"
"5654","1249407.407363301","1249407.407363301","1249407.407363301"
"5657","1252179.193290805","1252179.193290805","1252179.193290805"
"5658","1256179.8686320523","1256179.8686320523","1256179.8686320523"
"5660","1265123.9426068987","1265123.9426068987","1265123.9426068987"
"5661","1257961.2865232525","1257961.2865232525","1257961.2865232525"
"5663","1250520.7636296223","1250520.7636296223","1250520.7636296223"
"5664","1249617.5639886644","1249617.5639886644","1249617.5639886644"
"5666","1246524.9053223613","1246524.9053223613","1246524.9053223613"
"5667","1252757.0079032807","1252757.0079032807","1252757.0079032807"
"5670","1254928.9283750753","1254928.9283750753","1254928.9283750753"
"5674","1250860.7785357062","1250860.7785357062","1250860.7785357062"
"5675","1253920.6734218386","1253920.6734218386","1253920.6734218386"
"5677","1260498.0236081504","1260498.0236081504","1260498.0236081504"
"5678","1260877.4648500436","1260877.4648500436","1260877.4648500436"
"5679","1262699.067112406","1262699.067112406","1262699.067112406"
"5680","1265701.3837106703","1265701.3837106703","1265701.3837106703"
"5682","1260958.441882415","1260958.441882415","1260958.441882415"
"5683","1257645.4515648626","1257645.4515648626","1257645.4515648626"
"5686","1265643.834412486","1265643.834412486","1265643.834412486"
"5687","1257459.9095553362","1257459.9095553362","1257459.9095553362"
"5688","1268044.2141709218","1268044.2141709218","1268044.2141709218"
"5692","1277229.860930364","1277229.860930364","1277229.860930364"
"5693","1272870.9190285534","1272870.9190285534","1272870.9190285534"
"5695","1279040.2794850855","1279040.2794850855","1279040.2794850855"
"5696","1280649.21388654","1280649.21388654","1280649.21388654"
"5699","1269460.6757407996","1269460.6757407996","1269460.6757407996"
"5701","1276079.5673050866","1276079.5673050866","1276079.5673050866"
"5703","1273819.1262886494","1273819.1262886494","1273819.1262886494"
"5705","1277188.3194272867","1277188.3194272867","1277188.3194272867"
"5708","1279678.155066954","1279678.155066954","1279678.155066954"
"5709","1272409.860668254","1272409.860668254","1272409.860668254"
"5710","1275206.3739649567","1275206.3739649567","1275206.3739649567"
"5711","1277298.8554686864","1277298.8554686864","1277298.8554686864"
"5713","1275892.2480368642","1275892.2480368642","1275892.2480368642"
"5714","1277324.823085703","1277324.823085703","1277324.823085703"
"5715","1270658.5313515353","1270658.5313515353","1270658.5313515353"
"5716","1273474.6295449939","1273474.6295449939","1273474.6295449939"
"5717","1272633.7194899565","1272633.7194899565","1272633.7194899565"
"5721","1275307.691869434","1275307.691869434","1275307.691869434"
"5723","1277470.2612553001","1277470.2612553001","1277470.2612553001"
"5724","1277108.2113019687","1277108.2113019687","1277108.2113019687"
"5726","1274341.021149549","1274341.021149549","1274341.021149549"
"5727","1274095.8913895437","1274095.8913895437","1274095.8913895437"
"5728","1281075.9616718243","1281075.9616718243","1281075.9616718243"
"5729","1276481.0451546765","1276481.0451546765","1276481.0451546765"
"5733","1272672.7555718634","1272672.7555718634","1272672.7555718634"
"5738","1278907.8716569329","1278907.8716569329","1278907.8716569329"
"5740","1273455.4553305043","1273455.4553305043","1273455.4553305043"
"5741","1277784.2534669482","1277784.2534669482","1277784.2534669482"
"5748","1276621.1033001381","1276621.1033001381","1276621.1033001381"
"5753","1274348.4060393856","1274348.4060393856","1274348.4060393856"
"5754","1276289.9042717244","1276289.9042717244","1276289.9042717244"
"5757","1281123.727367636","1281123.727367636","1281123.727367636"
"5760","1276970.270862332","1276970.270862332","1276970.270862332"
"5761","1277551.8992284227","1277551.8992284227","1277551.8992284227"
"5763","1275984.7902086175","1275984.7902086175","1275984.7902086175"
"5769","1275511.8556685722","1275511.8556685722","1275511.8556685722"
"5770","1273198.8714169587","1273198.8714169587","1273198.8714169587"
"5772","1277524.4380183534","1277524.4380183534","1277524.4380183534"
"5773","1275964.059595421","1275964.059595421","1275964.059595421"
"5775","1282017.751911492","1282017.751911492","1282017.751911492"
"5776","1276844.963716851","1276844.963716851","1276844.963716851"
"5778","1271371.1269131794","1271371.1269131794","1271371.1269131794"
"5779","1279430.2235296308","1279430.2235296308","1279430.2235296308"
"5780","1273159.065938405","1273159.065938405","1273159.065938405"
"5781","1275528.1324075847","1275528.1324075847","1275528.1324075847"
"5782","1277266.9538417216","1277266.9538417216","1277266.9538417216"
"5783","1273209.9289360675","1273209.9289360675","1273209.9289360675"
"5784","1281481.3368710158","1281481.3368710158","1281481.3368710158"
"5790","1268172.919259358","1268172.919259358","1268172.919259358"
"5791","1274345.45207318","1274345.45207318","1274345.45207318"
"5794","1278863.989718019","1278863.989718019","1278863.989718019"
"5795","1273072.0922576732","1273072.0922576732","1273072.0922576732"
"5798","1276965.8216668437","1276965.8216668437","1276965.8216668437"
"5803","1277699.616259558","1277699.616259558","1277699.616259558"
"5804","1283924.2332455206","1283924.2332455206","1283924.2332455206"
"5805","1272664.6535466108","1272664.6535466108","1272664.6535466108"
"5810","1277060.0029222819","1277060.0029222819","1277060.0029222819"
"5811","1281214.0441201404","1281214.0441201404","1281214.0441201404"
"5813","1277456.1612075695","1277456.1612075695","1277456.1612075695"
"5817","1272621.9354829749","1272621.9354829749","1272621.9354829749"
"5818","1280643.993209572","1280643.993209572","1280643.993209572"
"5819","1281279.7370298747","1281279.7370298747","1281279.7370298747"
"5821","1271230.0136324826","1271230.0136324826","1271230.0136324826"
"5823","1268928.8573829066","1268928.8573829066","1268928.8573829066"
"5824","1278927.9542266116","1278927.9542266116","1278927.9542266116"
"5826","1278176.4036553483","1278176.4036553483","1278176.4036553483"
"5829","1278448.3763191309","1278448.3763191309","1278448.3763191309"
"5831","1276510.6845264044","1276510.6845264044","1276510.6845264044"
"5832","1274653.4767715845","1274653.4767715845","1274653.4767715845"
"5833","1274104.0116481655","1274104.0116481655","1274104.0116481655"
"5834","1278371.0826985147","1278371.0826985147","1278371.0826985147"
"5838","1272417.223192582","1272417.223192582","1272417.223192582"
"5839","1273024.1881022414","1273024.1881022414","1273024.1881022414"
"5840","1273172.3341547013","1273172.3341547013","1273172.3341547013"
"5842","1275555.507860042","1275555.507860042","1275555.507860042"
"5847","1275415.6834172194","1275415.6834172194","1275415.6834172194"
"5848","288373.611739921","288373.611739921","288373.611739921"
"5851","1278669.9040408798","1278669.9040408798","1278669.9040408798"
"5852","1278177.8895303283","1278177.8895303283","1278177.8895303283"
"5854","1275090.2849190712","1275090.2849190712","1275090.2849190712"
"5855","1271815.9857030655","1271815.9857030655","1271815.9857030655"
"5858","1275911.4957029102","1275911.4957029102","1275911.4957029102"
"5861","1272663.917003976","1272663.917003976","1272663.917003976"
"5862","1276343.2401548775","1276343.2401548775","1276343.2401548775"
"5864","1274592.8942064308","1274592.8942064308","1274592.8942064308"
"5866","1274918.03885705","1274918.03885705","1274918.03885705"
"5868","1276750.8141752097","1276750.8141752097","1276750.8141752097"
"5869","1272003.5814429424","1272003.5814429424","1272003.5814429424"
"5873","1277158.6485794883","1277158.6485794883","1277158.6485794883"
"5874","1273854.5455109992","1273854.5455109992","1273854.5455109992"
"5877","1279346.8567332844","1279346.8567332844","1279346.8567332844"
"5880","1276740.4363352188","1276740.4363352188","1276740.4363352188"
"5883","1276949.5082153033","1276949.5082153033","1276949.5082153033"
"5884","1279078.2216126453","1279078.2216126453","1279078.2216126453"
"5885","1262862.2251707201","1262862.2251707201","1262862.2251707201"
"5887","1276389.17184869","1276389.17184869","1276389.17184869"
"5889","1269043.094811925","1269043.094811925","1269043.094811925"
"5890","1270210.0795227434","1270210.0795227434","1270210.0795227434"
"5893","1261542.9416598494","1261542.9416598494","1261542.9416598494"
"5894","1268593.5868063048","1268593.5868063048","1268593.5868063048"
"5898","1268154.635694571","1268154.635694571","1268154.635694571"
"5901","1261418.4730470018","1261418.4730470018","1261418.4730470018"
"5902","1264300.5631810133","1264300.5631810133","1264300.5631810133"
"5903","1260063.2119594149","1260063.2119594149","1260063.2119594149"
"5908","1262506.9572365456","1262506.9572365456","1262506.9572365456"
"5909","1259854.5800311437","1259854.5800311437","1259854.5800311437"
"5911","1262267.807776842","1262267.807776842","1262267.807776842"
"5915","1263680.826878707","1263680.826878707","1263680.826878707"
"5916","1268910.5520146843","1268910.5520146843","1268910.5520146843"
"5917","1264206.8008616522","1264206.8008616522","1264206.8008616522"
"5918","1263656.1372020685","1263656.1372020685","1263656.1372020685"
"5919","1263636.531381412","1263636.531381412","1263636.531381412"
"5920","1264154.4744513","1264154.4744513","1264154.4744513"
"5922","1262227.958341752","1262227.958341752","1262227.958341752"
"5923","1267177.5980767226","1267177.5980767226","1267177.5980767226"
"5924","1269192.5132585638","1269192.5132585638","1269192.5132585638"
"5925","1267458.0590817106","1267458.0590817106","1267458.0590817106"
"5927","1262251.1431615297","1262251.1431615297","1262251.1431615297"
"5928","1257713.7850905012","1257713.7850905012","1257713.7850905012"
"5935","1267550.1124020887","1267550.1124020887","1267550.1124020887"
"5936","1262384.4724057957","1262384.4724057957","1262384.4724057957"
"5937","1258986.1435996203","1258986.1435996203","1258986.1435996203"
"5938","1262245.3468767363","1262245.3468767363","1262245.3468767363"
"5939","1266808.9515334044","1266808.9515334044","1266808.9515334044"
"5941","1263494.951849228","1263494.951849228","1263494.951849228"
"5945","1268003.2680302218","1268003.2680302218","1268003.2680302218"
"5947","1269377.1375715497","1269377.1375715497","1269377.1375715497"
"5948","1258590.5511995975","1258590.5511995975","1258590.5511995975"
"5950","1261992.5357586595","1261992.5357586595","1261992.5357586595"
