"Step","sleek-thunder-73 - tok per sec","sleek-thunder-73 - tok per sec__MIN","sleek-thunder-73 - tok per sec__MAX"
"4194","937432.2671616558","937432.2671616558","937432.2671616558"
"4195","935127.4445529296","935127.4445529296","935127.4445529296"
"4198","937791.3798957395","937791.3798957395","937791.3798957395"
"4199","940468.2379419964","940468.2379419964","940468.2379419964"
"4200","934104.6470661912","934104.6470661912","934104.6470661912"
"4201","934937.5153278812","934937.5153278812","934937.5153278812"
"4202","937758.0155966035","937758.0155966035","937758.0155966035"
"4203","934086.0549680741","934086.0549680741","934086.0549680741"
"4204","936242.6751395743","936242.6751395743","936242.6751395743"
"4206","936816.5680379801","936816.5680379801","936816.5680379801"
"4207","938803.4909766527","938803.4909766527","938803.4909766527"
"4208","935654.4703341163","935654.4703341163","935654.4703341163"
"4212","938689.9086788108","938689.9086788108","938689.9086788108"
"4213","937280.2069108965","937280.2069108965","937280.2069108965"
"4214","937631.8925761634","937631.8925761634","937631.8925761634"
"4215","937378.3783059091","937378.3783059091","937378.3783059091"
"4216","939937.6134754596","939937.6134754596","939937.6134754596"
"4217","937815.1476937534","937815.1476937534","937815.1476937534"
"4219","937278.8372229416","937278.8372229416","937278.8372229416"
"4220","938742.5744719362","938742.5744719362","938742.5744719362"
"4222","936924.6789950927","936924.6789950927","936924.6789950927"
"4223","940136.4700483616","940136.4700483616","940136.4700483616"
"4224","937349.1530433291","937349.1530433291","937349.1530433291"
"4226","936343.363198354","936343.363198354","936343.363198354"
"4227","938063.8676747329","938063.8676747329","938063.8676747329"
"4228","939932.5627875396","939932.5627875396","939932.5627875396"
"4230","938699.0675226852","938699.0675226852","938699.0675226852"
"4234","936820.2169461092","936820.2169461092","936820.2169461092"
"4235","936830.7077153184","936830.7077153184","936830.7077153184"
"4238","939304.8637124733","939304.8637124733","939304.8637124733"
"4240","937526.8159716385","937526.8159716385","937526.8159716385"
"4241","939605.7609538329","939605.7609538329","939605.7609538329"
"4242","938245.4616818584","938245.4616818584","938245.4616818584"
"4243","938873.1195206449","938873.1195206449","938873.1195206449"
"4246","935903.8662984296","935903.8662984296","935903.8662984296"
"4248","936335.6171941835","936335.6171941835","936335.6171941835"
"4250","936865.8306962033","936865.8306962033","936865.8306962033"
"4253","940082.7291452001","940082.7291452001","940082.7291452001"
"4254","938050.605376223","938050.605376223","938050.605376223"
"4255","940306.9198761664","940306.9198761664","940306.9198761664"
"4256","938160.8310423915","938160.8310423915","938160.8310423915"
"4257","940192.0547107442","940192.0547107442","940192.0547107442"
"4259","938626.7175268957","938626.7175268957","938626.7175268957"
"4260","937898.8016411015","937898.8016411015","937898.8016411015"
"4261","937965.5526525017","937965.5526525017","937965.5526525017"
"4262","939145.3196162095","939145.3196162095","939145.3196162095"
"4263","938942.3002094893","938942.3002094893","938942.3002094893"
"4264","939558.962445872","939558.962445872","939558.962445872"
"4265","937631.8925761634","937631.8925761634","937631.8925761634"
"4266","939719.5650110814","939719.5650110814","939719.5650110814"
"4267","936899.5877310483","936899.5877310483","936899.5877310483"
"4269","934878.9163842159","934878.9163842159","934878.9163842159"
"4270","938645.9487159473","938645.9487159473","938645.9487159473"
"4272","938179.1282653384","938179.1282653384","938179.1282653384"
"4276","936113.7713671045","936113.7713671045","936113.7713671045"
"4278","937177.034958836","937177.034958836","937177.034958836"
"4280","940287.6205668959","940287.6205668959","940287.6205668959"
"4284","938800.7426933739","938800.7426933739","938800.7426933739"
"4285","939583.7375458403","939583.7375458403","939583.7375458403"
"4287","939002.326152753","939002.326152753","939002.326152753"
"4289","939811.8215918643","939811.8215918643","939811.8215918643"
"4293","937485.7054500151","937485.7054500151","937485.7054500151"
"4295","935661.2950966591","935661.2950966591","935661.2950966591"
"4298","937723.2826841812","937723.2826841812","937723.2826841812"
"4299","940199.405240776","940199.405240776","940199.405240776"
"4300","939656.2351580691","939656.2351580691","939656.2351580691"
"4302","934009.4270585973","934009.4270585973","934009.4270585973"
"4303","931808.9183493893","931808.9183493893","931808.9183493893"
"4307","933710.743611431","933710.743611431","933710.743611431"
"4308","939058.2350786914","939058.2350786914","939058.2350786914"
"4309","938096.7963820671","938096.7963820671","938096.7963820671"
"4311","938746.6963920504","938746.6963920504","938746.6963920504"
"4312","940005.5734641425","940005.5734641425","940005.5734641425"
"4313","939934.8585480471","939934.8585480471","939934.8585480471"
"4314","938847.4656975734","938847.4656975734","938847.4656975734"
"4316","940613.0576991234","940613.0576991234","940613.0576991234"
"4320","939332.3767941894","939332.3767941894","939332.3767941894"
"4321","941189.5603391939","941189.5603391939","941189.5603391939"
"4322","938357.1059858662","938357.1059858662","938357.1059858662"
"4324","939833.855693649","939833.855693649","939833.855693649"
"4327","939614.9376785451","939614.9376785451","939614.9376785451"
"4328","939624.5734324129","939624.5734324129","939624.5734324129"
"4329","940391.0189706135","940391.0189706135","940391.0189706135"
"4332","941757.0903509493","941757.0903509493","941757.0903509493"
"4333","940415.3783483272","940415.3783483272","940415.3783483272"
"4334","940987.0367837497","940987.0367837497","940987.0367837497"
"4335","938659.6857620375","938659.6857620375","938659.6857620375"
"4339","939921.5432932089","939921.5432932089","939921.5432932089"
"4341","939160.9048688202","939160.9048688202","939160.9048688202"
"4343","936264.9977728892","936264.9977728892","936264.9977728892"
"4344","936729.458796267","936729.458796267","936729.458796267"
"4346","933115.3069824147","933115.3069824147","933115.3069824147"
"4351","933066.8904151106","933066.8904151106","933066.8904151106"
"4352","938430.3297904249","938430.3297904249","938430.3297904249"
"4353","937689.923230244","937689.923230244","937689.923230244"
"4354","936147.0187662864","936147.0187662864","936147.0187662864"
"4355","939520.884746976","939520.884746976","939520.884746976"
"4357","937102.6374271171","937102.6374271171","937102.6374271171"
"4358","358805.4152789958","358805.4152789958","358805.4152789958"
"4359","936239.4862788508","936239.4862788508","936239.4862788508"
"4361","938938.1765714559","938938.1765714559","938938.1765714559"
"4362","938300.3653964971","938300.3653964971","938300.3653964971"
"4363","936984.903512454","936984.903512454","936984.903512454"
"4364","937140.5193567728","937140.5193567728","937140.5193567728"
"4365","937979.7270353695","937979.7270353695","937979.7270353695"
"4366","939820.0842589585","939820.0842589585","939820.0842589585"
"4367","939440.1518848657","939440.1518848657","939440.1518848657"
"4369","933900.6279609306","933900.6279609306","933900.6279609306"
"4372","935113.8106984685","935113.8106984685","935113.8106984685"
"4376","936034.0783134757","936034.0783134757","936034.0783134757"
"4378","937817.4331224378","937817.4331224378","937817.4331224378"
"4379","934359.1157512597","934359.1157512597","934359.1157512597"
"4382","936898.67534677","936898.67534677","936898.67534677"
"4383","940725.2662007397","940725.2662007397","940725.2662007397"
"4384","938915.2681308214","938915.2681308214","938915.2681308214"
"4385","940540.8721185891","940540.8721185891","940540.8721185891"
"4387","940616.2764225258","940616.2764225258","940616.2764225258"
"4388","938302.1956309825","938302.1956309825","938302.1956309825"
"4391","938605.655700184","938605.655700184","938605.655700184"
"4393","939143.4860910862","939143.4860910862","939143.4860910862"
"4394","937741.5628436765","937741.5628436765","937741.5628436765"
"4395","938854.7952182526","938854.7952182526","938854.7952182526"
"4396","939920.6250136776","939920.6250136776","939920.6250136776"
"4399","938770.5126392681","938770.5126392681","938770.5126392681"
"4400","940108.9098433303","940108.9098433303","940108.9098433303"
"4401","937915.7170945137","937915.7170945137","937915.7170945137"
"4402","939039.4452706781","939039.4452706781","939039.4452706781"
"4404","940128.6611595445","940128.6611595445","940128.6611595445"
"4406","938413.8534380466","938413.8534380466","938413.8534380466"
"4407","938010.8207306182","938010.8207306182","938010.8207306182"
"4409","939341.0896060778","939341.0896060778","939341.0896060778"
"4411","940056.5499052197","940056.5499052197","940056.5499052197"
"4412","938924.4313729317","938924.4313729317","938924.4313729317"
"4413","939366.3118148124","939366.3118148124","939366.3118148124"
"4415","940915.2539046989","940915.2539046989","940915.2539046989"
"4416","938437.6527994202","938437.6527994202","938437.6527994202"
"4418","938847.4656975734","938847.4656975734","938847.4656975734"
"4419","940600.6428294884","940600.6428294884","940600.6428294884"
"4420","938054.721221836","938054.721221836","938054.721221836"
"4422","935824.6641246324","935824.6641246324","935824.6641246324"
"4426","940369.4183140215","940369.4183140215","940369.4183140215"
"4429","937357.3724642355","937357.3724642355","937357.3724642355"
"4430","939379.1527322932","939379.1527322932","939379.1527322932"
"4431","936877.6909988144","936877.6909988144","936877.6909988144"
"4433","939384.1974744973","939384.1974744973","939384.1974744973"
"4434","936778.2562187104","936778.2562187104","936778.2562187104"
"4435","937482.9648767649","937482.9648767649","937482.9648767649"
"4436","937458.7571755975","937458.7571755975","937458.7571755975"
"4441","935252.4400798307","935252.4400798307","935252.4400798307"
"4442","934615.0850284905","934615.0850284905","934615.0850284905"
"4443","937902.00181522","937902.00181522","937902.00181522"
"4447","937905.6591838107","937905.6591838107","937905.6591838107"
"4450","939451.1600945044","939451.1600945044","939451.1600945044"
"4451","938605.655700184","938605.655700184","938605.655700184"
"4453","935792.3498470698","935792.3498470698","935792.3498470698"
"4454","937897.430144593","937897.430144593","937897.430144593"
"4455","937762.5859082085","937762.5859082085","937762.5859082085"
"4457","939021.114475303","939021.114475303","939021.114475303"
"4458","937480.2243195378","937480.2243195378","937480.2243195378"
"4459","938699.9834169026","938699.9834169026","938699.9834169026"
"4462","936963.9153017439","936963.9153017439","936963.9153017439"
"4467","936176.6246025563","936176.6246025563","936176.6246025563"
"4469","935899.3140862635","935899.3140862635","935899.3140862635"
"4472","936507.426326428","936507.426326428","936507.426326428"
"4475","939160.4464716543","939160.4464716543","939160.4464716543"
"4477","939657.6118032397","939657.6118032397","939657.6118032397"
"4483","937654.7384330946","937654.7384330946","937654.7384330946"
"4484","937785.4381344743","937785.4381344743","937785.4381344743"
"4486","936720.338346648","936720.338346648","936720.338346648"
"4487","938416.1417857237","938416.1417857237","938416.1417857237"
"4488","938404.2424996733","938404.2424996733","938404.2424996733"
"4491","940162.653739918","940162.653739918","940162.653739918"
"4492","938531.9467496518","938531.9467496518","938531.9467496518"
"4495","938892.360808011","938892.360808011","938892.360808011"
"4496","937544.1748300098","937544.1748300098","937544.1748300098"
"4497","938253.6968294395","938253.6968294395","938253.6968294395"
"4498","939247.0914866904","939247.0914866904","939247.0914866904"
"4499","938960.1697261898","938960.1697261898","938960.1697261898"
"4501","939150.8202345357","939150.8202345357","939150.8202345357"
"4505","937497.1246776988","937497.1246776988","937497.1246776988"
"4506","937473.37299657","937473.37299657","937473.37299657"
"4507","940165.4100028193","940165.4100028193","940165.4100028193"
"4510","202837.20282567566","202837.20282567566","202837.20282567566"
"4511","937796.4075986963","937796.4075986963","937796.4075986963"
"4513","938699.0675226852","938699.0675226852","938699.0675226852"
"4514","939332.3767941894","939332.3767941894","939332.3767941894"
"4516","939514.0035644148","939514.0035644148","939514.0035644148"
"4517","938349.7842338909","938349.7842338909","938349.7842338909"
"4518","939842.5778110356","939842.5778110356","939842.5778110356"
"4520","936465.9493840428","936465.9493840428","936465.9493840428"
"4522","940127.742475271","940127.742475271","940127.742475271"
"4525","940317.948408593","940317.948408593","940317.948408593"
"4529","937799.607074101","937799.607074101","937799.607074101"
"4530","937532.7544561112","937532.7544561112","937532.7544561112"
"4531","940140.1448644571","940140.1448644571","940140.1448644571"
"4534","940793.3401400425","940793.3401400425","940793.3401400425"
"4537","937912.5168268001","937912.5168268001","937912.5168268001"
"4540","940658.5816917865","940658.5816917865","940658.5816917865"
"4541","938364.8854725363","938364.8854725363","938364.8854725363"
"4542","940854.9831514598","940854.9831514598","940854.9831514598"
"4543","938423.0068957176","938423.0068957176","938423.0068957176"
"4547","940616.736241953","940616.736241953","940616.736241953"
"4548","941602.24157222","941602.24157222","941602.24157222"
"4553","937292.5342826357","937292.5342826357","937292.5342826357"
"4555","939900.8824377351","939900.8824377351","939900.8824377351"
"4558","939223.2510523973","939223.2510523973","939223.2510523973"
"4559","939022.9475226356","939022.9475226356","939022.9475226356"
"4560","938818.1487592338","938818.1487592338","938818.1487592338"
"4562","937839.3738045767","937839.3738045767","937839.3738045767"
"4563","936641.9098107289","936641.9098107289","936641.9098107289"
"4567","938297.6200581564","938297.6200581564","938297.6200581564"
"4571","938822.2713430536","938822.2713430536","938822.2713430536"
"4574","939181.0747871383","939181.0747871383","939181.0747871383"
"4576","940207.6747244457","940207.6747244457","940207.6747244457"
"4577","318930.13133459026","318930.13133459026","318930.13133459026"
"4578","938616.6443614084","938616.6443614084","938616.6443614084"
"4580","935693.1453049891","935693.1453049891","935693.1453049891"
"4583","932933.4315043918","932933.4315043918","932933.4315043918"
"4584","937063.8458539274","937063.8458539274","937063.8458539274"
"4585","941066.6549651944","941066.6549651944","941066.6549651944"
"4588","935885.2025099674","935885.2025099674","935885.2025099674"
"4590","934615.0850284905","934615.0850284905","934615.0850284905"
"4591","935453.866797348","935453.866797348","935453.866797348"
"4592","937391.6216030037","937391.6216030037","937391.6216030037"
"4594","939486.9385576058","939486.9385576058","939486.9385576058"
"4600","936680.2104781478","936680.2104781478","936680.2104781478"
"4601","936101.0195666335","936101.0195666335","936101.0195666335"
"4602","935297.4466500264","935297.4466500264","935297.4466500264"
"4603","935950.3013921452","935950.3013921452","935950.3013921452"
"4604","937258.2923839877","937258.2923839877","937258.2923839877"
"4605","935265.6233740415","935265.6233740415","935265.6233740415"
"4607","939252.59329725","939252.59329725","939252.59329725"
"4609","937771.7266650648","937771.7266650648","937771.7266650648"
"4610","935812.830468231","935812.830468231","935812.830468231"
"4611","936213.9761750569","936213.9761750569","936213.9761750569"
"4612","936608.1713415656","936608.1713415656","936608.1713415656"
"4614","936189.8339643866","936189.8339643866","936189.8339643866"
"4616","936821.5852939859","936821.5852939859","936821.5852939859"
"4617","935031.5615441434","935031.5615441434","935031.5615441434"
"4618","938254.1543418771","938254.1543418771","938254.1543418771"
"4619","936628.6876885955","936628.6876885955","936628.6876885955"
"4621","928858.101868341","928858.101868341","928858.101868341"
"4622","936633.2469988867","936633.2469988867","936633.2469988867"
"4628","938931.3039218892","938931.3039218892","938931.3039218892"
"4629","939300.736889226","939300.736889226","939300.736889226"
"4630","938828.2262502696","938828.2262502696","938828.2262502696"
"4631","938648.2381957071","938648.2381957071","938648.2381957071"
"4633","937189.8160918532","937189.8160918532","937189.8160918532"
"4635","935476.6066389513","935476.6066389513","935476.6066389513"
"4637","935810.0996669468","935810.0996669468","935810.0996669468"
"4639","941215.8027235476","941215.8027235476","941215.8027235476"
"4640","937605.8496571955","937605.8496571955","937605.8496571955"
"4641","937456.9302300201","937456.9302300201","937456.9302300201"
"4643","937133.6729981726","937133.6729981726","937133.6729981726"
"4644","939233.3372422794","939233.3372422794","939233.3372422794"
"4645","939094.9002838547","939094.9002838547","939094.9002838547"
"4647","937053.3498626668","937053.3498626668","937053.3498626668"
"4648","940319.3269933362","940319.3269933362","940319.3269933362"
"4649","938427.1260099278","938427.1260099278","938427.1260099278"
"4652","939202.6208841603","939202.6208841603","939202.6208841603"
"4654","937704.5462603327","937704.5462603327","937704.5462603327"
"4655","939132.4850906897","939132.4850906897","939132.4850906897"
"4656","938272.9127359951","938272.9127359951","938272.9127359951"
"4658","937239.1180135539","937239.1180135539","937239.1180135539"
"4659","937605.3927767932","937605.3927767932","937605.3927767932"
"4660","936903.2372859321","936903.2372859321","936903.2372859321"
"4661","937490.2731077063","937490.2731077063","937490.2731077063"
"4662","938632.2120719277","938632.2120719277","938632.2120719277"
"4663","936961.1777783621","936961.1777783621","936961.1777783621"
"4669","936336.9841267833","936336.9841267833","936336.9841267833"
"4670","934813.966449321","934813.966449321","934813.966449321"
"4671","936585.3764545425","936585.3764545425","936585.3764545425"
"4672","934059.3017841903","934059.3017841903","934059.3017841903"
"4673","932771.522468691","932771.522468691","932771.522468691"
"4674","935454.3215833459","935454.3215833459","935454.3215833459"
"4676","934779.4512753868","934779.4512753868","934779.4512753868"
"4677","936761.8378268378","936761.8378268378","936761.8378268378"
"4678","935478.8806839176","935478.8806839176","935478.8806839176"
"4679","936256.3419315787","936256.3419315787","936256.3419315787"
"4680","936295.9778848414","936295.9778848414","936295.9778848414"
"4681","937302.1224626191","937302.1224626191","937302.1224626191"
"4682","937118.6113613639","937118.6113613639","937118.6113613639"
"4683","938868.996490242","938868.996490242","938868.996490242"
"4685","938406.0731394237","938406.0731394237","938406.0731394237"
"4686","930922.6074740085","930922.6074740085","930922.6074740085"
"4689","931227.1711020028","931227.1711020028","931227.1711020028"
"4690","931999.835608423","931999.835608423","931999.835608423"
"4691","932992.2392003639","932992.2392003639","932992.2392003639"
"4692","908114.3366489903","908114.3366489903","908114.3366489903"
"4694","881726.2513738127","881726.2513738127","881726.2513738127"
"4696","920460.9365164334","920460.9365164334","920460.9365164334"
"4697","898236.3633175656","898236.3633175656","898236.3633175656"
"4699","931486.3872909155","931486.3872909155","931486.3872909155"
"4704","936900.0439238539","936900.0439238539","936900.0439238539"
"4707","936723.5304838123","936723.5304838123","936723.5304838123"
"4711","939552.9982650833","939552.9982650833","939552.9982650833"
"4713","936418.0959386177","936418.0959386177","936418.0959386177"
"4714","935782.7925306441","935782.7925306441","935782.7925306441"
"4715","937252.8139123793","937252.8139123793","937252.8139123793"
"4718","940803.9200826907","940803.9200826907","940803.9200826907"
"4719","937069.3221166232","937069.3221166232","937069.3221166232"
"4721","936384.8292822987","936384.8292822987","936384.8292822987"
"4723","939359.8914877184","939359.8914877184","939359.8914877184"
"4724","936267.2756524667","936267.2756524667","936267.2756524667"
"4725","938361.6821388738","938361.6821388738","938361.6821388738"
"4727","936474.153322918","936474.153322918","936474.153322918"
"4729","935731.8234732286","935731.8234732286","935731.8234732286"
"4731","934497.0675851632","934497.0675851632","934497.0675851632"
"4732","934520.2148107351","934520.2148107351","934520.2148107351"
"4734","937632.349482392","937632.349482392","937632.349482392"
"4735","936807.9019950943","936807.9019950943","936807.9019950943"
"4737","931985.8413796611","931985.8413796611","931985.8413796611"
"4738","937636.9185691689","937636.9185691689","937636.9185691689"
"4739","932707.317131434","932707.317131434","932707.317131434"
"4740","934867.5608494992","934867.5608494992","934867.5608494992"
"4741","939061.4431698446","939061.4431698446","939061.4431698446"
"4742","936160.227292653","936160.227292653","936160.227292653"
"4744","935507.5345977937","935507.5345977937","935507.5345977937"
"4745","937059.73869891","937059.73869891","937059.73869891"
"4746","935631.7218446697","935631.7218446697","935631.7218446697"
"4748","935790.9845041996","935790.9845041996","935790.9845041996"
"4749","937720.9977143559","937720.9977143559","937720.9977143559"
"4752","937384.7715750284","937384.7715750284","937384.7715750284"
"4753","936346.552766734","936346.552766734","936346.552766734"
"4755","936956.1590270416","936956.1590270416","936956.1590270416"
"4757","933712.102890795","933712.102890795","933712.102890795"
"4758","937344.1301348475","937344.1301348475","937344.1301348475"
"4759","934595.564701768","934595.564701768","934595.564701768"
"4760","939212.7066309558","939212.7066309558","939212.7066309558"
"4761","935361.0996993362","935361.0996993362","935361.0996993362"
"4762","937958.2370096017","937958.2370096017","937958.2370096017"
"4763","937967.3815810576","937967.3815810576","937967.3815810576"
"4765","935575.7652679634","935575.7652679634","935575.7652679634"
"4767","934947.9639732093","934947.9639732093","934947.9639732093"
"4769","934431.2631099448","934431.2631099448","934431.2631099448"
"4770","937651.5399461037","937651.5399461037","937651.5399461037"
"4771","937247.7920363336","937247.7920363336","937247.7920363336"
"4774","683720.7334760132","683720.7334760132","683720.7334760132"
"4778","935557.5694494485","935557.5694494485","935557.5694494485"
"4781","937624.582137067","937624.582137067","937624.582137067"
"4783","932607.4095044128","932607.4095044128","932607.4095044128"
"4786","937069.7784747371","937069.7784747371","937069.7784747371"
"4787","934298.7746305574","934298.7746305574","934298.7746305574"
"4788","937583.9199001285","937583.9199001285","937583.9199001285"
"4791","938713.2640839041","938713.2640839041","938713.2640839041"
"4792","936403.5130037838","936403.5130037838","936403.5130037838"
"4793","936978.059427386","936978.059427386","936978.059427386"
"4795","937013.6497616007","937013.6497616007","937013.6497616007"
"4796","936471.418660655","936471.418660655","936471.418660655"
"4797","939130.6516156805","939130.6516156805","939130.6516156805"
"4798","935390.2011218973","935390.2011218973","935390.2011218973"
"4800","935419.3043553508","935419.3043553508","935419.3043553508"
"4804","938936.3438550673","938936.3438550673","938936.3438550673"
"4806","937689.923230244","937689.923230244","937689.923230244"
"4808","940263.7272815676","940263.7272815676","940263.7272815676"
"4810","935541.1938179206","935541.1938179206","935541.1938179206"
"4812","938558.4989505425","938558.4989505425","938558.4989505425"
"4815","937874.5724599606","937874.5724599606","937874.5724599606"
"4816","935444.7711702532","935444.7711702532","935444.7711702532"
"4819","938764.5584641723","938764.5584641723","938764.5584641723"
"4823","939364.0188307754","939364.0188307754","939364.0188307754"
"4825","938927.1803804417","938927.1803804417","938927.1803804417"
"4826","937808.7485526961","937808.7485526961","937808.7485526961"
"4827","933435.7974733161","933435.7974733161","933435.7974733161"
"4829","939030.7380536398","939030.7380536398","939030.7380536398"
"4831","938451.841454588","938451.841454588","938451.841454588"
"4833","936593.1265916378","936593.1265916378","936593.1265916378"
"4835","936328.3269543891","936328.3269543891","936328.3269543891"
"4836","936436.3252459054","936436.3252459054","936436.3252459054"
"4839","937366.5053231965","937366.5053231965","937366.5053231965"
"4840","938883.1981918593","938883.1981918593","938883.1981918593"
"4841","936535.6874465512","936535.6874465512","936535.6874465512"
"4844","936465.4936138754","936465.4936138754","936465.4936138754"
"4845","939235.1711182595","939235.1711182595","939235.1711182595"
"4846","938500.3607432127","938500.3607432127","938500.3607432127"
"4848","937374.2683932408","937374.2683932408","937374.2683932408"
"4849","938742.1164830468","938742.1164830468","938742.1164830468"
"4851","938231.7367571329","938231.7367571329","938231.7367571329"
"4852","938194.2240115695","938194.2240115695","938194.2240115695"
"4853","918449.9743235296","918449.9743235296","918449.9743235296"
"4855","936501.0450192274","936501.0450192274","936501.0450192274"
"4858","937765.7851528384","937765.7851528384","937765.7851528384"
"4859","934151.357309692","934151.357309692","934151.357309692"
"4861","912700.5921233817","912700.5921233817","912700.5921233817"
"4862","933427.6466826042","933427.6466826042","933427.6466826042"
"4863","935905.6871956956","935905.6871956956","935905.6871956956"
"4867","935866.5394658765","935866.5394658765","935866.5394658765"
"4868","937841.6593513394","937841.6593513394","937841.6593513394"
"4874","939635.1271038863","939635.1271038863","939635.1271038863"
"4875","937328.605121695","937328.605121695","937328.605121695"
"4876","938441.3143467767","938441.3143467767","938441.3143467767"
"4877","938228.5343324745","938228.5343324745","938228.5343324745"
"4878","939305.3222506281","939305.3222506281","939305.3222506281"
"4880","938921.2242178484","938921.2242178484","938921.2242178484"
"4881","935754.5768306383","935754.5768306383","935754.5768306383"
"4882","937693.5789450087","937693.5789450087","937693.5789450087"
"4883","936850.777667632","936850.777667632","936850.777667632"
"4884","938371.2922054741","938371.2922054741","938371.2922054741"
"4885","930473.334623518","930473.334623518","930473.334623518"
"4891","934100.565810521","934100.565810521","934100.565810521"
"4892","936656.9561279463","936656.9561279463","936656.9561279463"
"4894","936942.9280312732","936942.9280312732","936942.9280312732"
"4895","939092.1502941519","939092.1502941519","939092.1502941519"
"4898","938327.3620792232","938327.3620792232","938327.3620792232"
"4899","938683.0396631924","938683.0396631924","938683.0396631924"
"4902","936450.909202758","936450.909202758","936450.909202758"
"4904","937812.4051940355","937812.4051940355","937812.4051940355"
"4905","936376.6269083802","936376.6269083802","936376.6269083802"
"4906","936568.5089524611","936568.5089524611","936568.5089524611"
"4918","936127.889837163","936127.889837163","936127.889837163"
"4919","936507.8821374129","936507.8821374129","936507.8821374129"
"4920","936793.3069168489","936793.3069168489","936793.3069168489"
"4922","941772.7624102471","941772.7624102471","941772.7624102471"
"4923","940811.2801831412","940811.2801831412","940811.2801831412"
"4924","940104.775951943","940104.775951943","940104.775951943"
"4925","940864.1842937426","940864.1842937426","940864.1842937426"
"4928","933440.7785821601","933440.7785821601","933440.7785821601"
"4929","934847.1215821627","934847.1215821627","934847.1215821627"
"4932","936786.0095482637","936786.0095482637","936786.0095482637"
"4933","936560.7592227717","936560.7592227717","936560.7592227717"
"4935","938529.2000559954","938529.2000559954","938529.2000559954"
"4938","940314.7317265787","940314.7317265787","940314.7317265787"
"4939","938498.9874868125","938498.9874868125","938498.9874868125"
"4942","937927.1468003453","937927.1468003453","937927.1468003453"
"4944","936546.6276929157","936546.6276929157","936546.6276929157"
"4946","941678.2770194513","941678.2770194513","941678.2770194513"
"4949","939795.2966935283","939795.2966935283","939795.2966935283"
"4951","939715.4345430686","939715.4345430686","939715.4345430686"
"4957","940999.9220496208","940999.9220496208","940999.9220496208"
"4958","940781.840472272","940781.840472272","940781.840472272"
"4960","940070.3282708214","940070.3282708214","940070.3282708214"
"4961","941352.1024998251","941352.1024998251","941352.1024998251"
"4964","938477.9313919103","938477.9313919103","938477.9313919103"
"4965","939041.278389578","939041.278389578","939041.278389578"
"4966","940780.0005515175","940780.0005515175","940780.0005515175"
"4967","939261.3046291248","939261.3046291248","939261.3046291248"
"4969","940157.6006332391","940157.6006332391","940157.6006332391"
"4971","938525.0800456546","938525.0800456546","938525.0800456546"
"4972","935621.7128597422","935621.7128597422","935621.7128597422"
"4974","939470.8837819733","939470.8837819733","939470.8837819733"
"4976","937453.7330923941","937453.7330923941","937453.7330923941"
"4977","938104.571553104","938104.571553104","938104.571553104"
"4980","938446.3490210462","938446.3490210462","938446.3490210462"
"4981","940670.9980909341","940670.9980909341","940670.9980909341"
"4982","936928.7849662531","936928.7849662531","936928.7849662531"
"4983","934251.5960259434","934251.5960259434","934251.5960259434"
"4986","937479.7675615577","937479.7675615577","937479.7675615577"
"4987","938207.4903714221","938207.4903714221","938207.4903714221"
"4991","936545.2601481421","936545.2601481421","936545.2601481421"
"4993","935991.7326690435","935991.7326690435","935991.7326690435"
"4994","939187.9510936759","939187.9510936759","939187.9510936759"
"4996","936121.9691365802","936121.9691365802","936121.9691365802"
"4997","935922.9860731171","935922.9860731171","935922.9860731171"
"4999","938048.3188109332","938048.3188109332","938048.3188109332"
"5000","936207.1433475927","936207.1433475927","936207.1433475927"
"5002","938047.8614992129","938047.8614992129","938047.8614992129"
"5003","937251.9008400046","937251.9008400046","937251.9008400046"
"5004","935409.2999145847","935409.2999145847","935409.2999145847"
"5006","936861.2691213109","936861.2691213109","936861.2691213109"
"5008","940009.7064831343","940009.7064831343","940009.7064831343"
"5009","939357.13994583","939357.13994583","939357.13994583"
"5012","938418.8878176679","938418.8878176679","938418.8878176679"
"5013","318177.8169769107","318177.8169769107","318177.8169769107"
"5016","939344.7582068072","939344.7582068072","939344.7582068072"
"5018","937129.5652310284","937129.5652310284","937129.5652310284"
"5023","934973.4051297202","934973.4051297202","934973.4051297202"
"5024","934675.0129858522","934675.0129858522","934675.0129858522"
"5026","934749.0255384846","934749.0255384846","934749.0255384846"
"5028","933246.1020799049","933246.1020799049","933246.1020799049"
"5031","933268.7347102696","933268.7347102696","933268.7347102696"
"5032","932816.7427995768","932816.7427995768","932816.7427995768"
"5033","937464.2380550548","937464.2380550548","937464.2380550548"
"5035","937551.4840153212","937551.4840153212","937551.4840153212"
"5036","936193.9334973008","936193.9334973008","936193.9334973008"
"5038","939318.1615007257","939318.1615007257","939318.1615007257"
"5039","935347.9137133813","935347.9137133813","935347.9137133813"
"5042","938785.6274229598","938785.6274229598","938785.6274229598"
"5046","936408.9815511192","936408.9815511192","936408.9815511192"
"5049","936602.2445641989","936602.2445641989","936602.2445641989"
"5050","938702.7311102785","938702.7311102785","938702.7311102785"
"5051","935818.7472590217","935818.7472590217","935818.7472590217"
"5054","935955.7646472822","935955.7646472822","935955.7646472822"
"5055","938030.0266899109","938030.0266899109","938030.0266899109"
"5057","939175.5738144048","939175.5738144048","939175.5738144048"
"5058","935640.8211077072","935640.8211077072","935640.8211077072"
"5060","938024.0819041815","938024.0819041815","938024.0819041815"
"5061","936530.6732523877","936530.6732523877","936530.6732523877"
