"Step","sleek-thunder-73 - tok per sec","sleek-thunder-73 - tok per sec__MIN","sleek-thunder-73 - tok per sec__MAX"
"5065","937711.8579464102","937711.8579464102","937711.8579464102"
"5066","938339.2594156011","938339.2594156011","938339.2594156011"
"5068","938300.3653964971","938300.3653964971","938300.3653964971"
"5072","937370.1585166118","937370.1585166118","937370.1585166118"
"5074","937439.5746021785","937439.5746021785","937439.5746021785"
"5075","937006.8052565812","937006.8052565812","937006.8052565812"
"5078","938284.3511493115","938284.3511493115","938284.3511493115"
"5079","936926.9600857389","936926.9600857389","936926.9600857389"
"5081","934548.810025533","934548.810025533","934548.810025533"
"5082","939032.1128666475","939032.1128666475","939032.1128666475"
"5083","938919.3915676378","938919.3915676378","938919.3915676378"
"5084","936408.5258364017","936408.5258364017","936408.5258364017"
"5085","939747.1023924623","939747.1023924623","939747.1023924623"
"5086","936011.7666899355","936011.7666899355","936011.7666899355"
"5087","938722.88135322","938722.88135322","938722.88135322"
"5088","937308.0581009157","937308.0581009157","937308.0581009157"
"5090","938854.3371198573","938854.3371198573","938854.3371198573"
"5091","937574.3259539853","937574.3259539853","937574.3259539853"
"5093","936262.7199043955","936262.7199043955","936262.7199043955"
"5094","939367.6876106078","939367.6876106078","939367.6876106078"
"5095","936614.0981939414","936614.0981939414","936614.0981939414"
"5097","936415.3616037384","936415.3616037384","936415.3616037384"
"5100","939619.0672631463","939619.0672631463","939619.0672631463"
"5103","938361.6821388738","938361.6821388738","938361.6821388738"
"5110","936428.1219697961","936428.1219697961","936428.1219697961"
"5111","936219.8980395362","936219.8980395362","936219.8980395362"
"5113","936708.0260213801","936708.0260213801","936708.0260213801"
"5114","932786.8968892647","932786.8968892647","932786.8968892647"
"5115","934285.6185790318","934285.6185790318","934285.6185790318"
"5119","934315.5604756103","934315.5604756103","934315.5604756103"
"5120","930126.9975109864","930126.9975109864","930126.9975109864"
"5121","931096.9412620927","931096.9412620927","931096.9412620927"
"5122","933722.5241640685","933722.5241640685","933722.5241640685"
"5124","933685.37112306","933685.37112306","933685.37112306"
"5131","934401.7675603515","934401.7675603515","934401.7675603515"
"5132","934245.2454238065","934245.2454238065","934245.2454238065"
"5133","933035.2187438628","933035.2187438628","933035.2187438628"
"5135","931205.0880454688","931205.0880454688","931205.0880454688"
"5136","932710.4819761498","932710.4819761498","932710.4819761498"
"5137","933763.3052956976","933763.3052956976","933763.3052956976"
"5138","934195.3508395957","934195.3508395957","934195.3508395957"
"5139","935657.6552109132","935657.6552109132","935657.6552109132"
"5140","934941.149612811","934941.149612811","934941.149612811"
"5141","936025.426741355","936025.426741355","936025.426741355"
"5142","936618.2014433735","936618.2014433735","936618.2014433735"
"5144","934319.1899268188","934319.1899268188","934319.1899268188"
"5145","937213.0969085019","937213.0969085019","937213.0969085019"
"5146","934528.3846935425","934528.3846935425","934528.3846935425"
"5147","933168.7067801903","933168.7067801903","933168.7067801903"
"5148","934290.1551066705","934290.1551066705","934290.1551066705"
"5150","935413.3926144871","935413.3926144871","935413.3926144871"
"5151","934981.582938361","934981.582938361","934981.582938361"
"5155","935779.606801884","935779.606801884","935779.606801884"
"5158","936747.7002283272","936747.7002283272","936747.7002283272"
"5161","931283.510174133","931283.510174133","931283.510174133"
"5162","936269.0979641092","936269.0979641092","936269.0979641092"
"5164","933929.1852704671","933929.1852704671","933929.1852704671"
"5165","934884.3671388675","934884.3671388675","934884.3671388675"
"5169","934904.3537830642","934904.3537830642","934904.3537830642"
"5173","933484.2523341408","933484.2523341408","933484.2523341408"
"5176","939432.8132217622","939432.8132217622","939432.8132217622"
"5179","938112.3468530269","938112.3468530269","938112.3468530269"
"5182","935832.4016771729","935832.4016771729","935832.4016771729"
"5185","935666.2999858008","935666.2999858008","935666.2999858008"
"5186","938305.3985585129","938305.3985585129","938305.3985585129"
"5190","938313.6347582855","938313.6347582855","938313.6347582855"
"5192","934381.8023990043","934381.8023990043","934381.8023990043"
"5193","933161.4657714684","933161.4657714684","933161.4657714684"
"5194","934478.0060250823","934478.0060250823","934478.0060250823"
"5197","934234.358878149","934234.358878149","934234.358878149"
"5198","936899.131538687","936899.131538687","936899.131538687"
"5201","932495.3214505701","932495.3214505701","932495.3214505701"
"5203","935821.0229677098","935821.0229677098","935821.0229677098"
"5209","937906.5735304153","937906.5735304153","937906.5735304153"
"5210","938019.0517597253","938019.0517597253","938019.0517597253"
"5212","935287.8994398419","935287.8994398419","935287.8994398419"
"5214","935382.0161637748","935382.0161637748","935382.0161637748"
"5217","935394.7483827497","935394.7483827497","935394.7483827497"
"5219","935583.0437935513","935583.0437935513","935583.0437935513"
"5226","938719.2176083397","938719.2176083397","938719.2176083397"
"5228","939386.9491749008","939386.9491749008","939386.9491749008"
"5229","940743.2036476958","940743.2036476958","940743.2036476958"
"5231","934698.6230791913","934698.6230791913","934698.6230791913"
"5233","935713.166545821","935713.166545821","935713.166545821"
"5234","937255.5531401779","937255.5531401779","937255.5531401779"
"5235","936716.2342022619","936716.2342022619","936716.2342022619"
"5238","938087.6492870293","938087.6492870293","938087.6492870293"
"5239","935027.0178137376","935027.0178137376","935027.0178137376"
"5240","940098.3455264911","940098.3455264911","940098.3455264911"
"5242","936281.8543442338","936281.8543442338","936281.8543442338"
"5244","941246.6509060527","941246.6509060527","941246.6509060527"
"5245","938002.5898459627","938002.5898459627","938002.5898459627"
"5247","936663.3395600838","936663.3395600838","936663.3395600838"
"5248","936811.0947290829","936811.0947290829","936811.0947290829"
"5250","925379.9704073913","925379.9704073913","925379.9704073913"
"5254","927051.8982690396","927051.8982690396","927051.8982690396"
"5257","937819.2614734055","937819.2614734055","937819.2614734055"
"5259","936675.650710632","936675.650710632","936675.650710632"
"5260","935684.0450242049","935684.0450242049","935684.0450242049"
"5261","936613.6422795571","936613.6422795571","936613.6422795571"
"5263","938785.6274229598","938785.6274229598","938785.6274229598"
"5265","936298.2559151673","936298.2559151673","936298.2559151673"
"5266","938886.8632168596","938886.8632168596","938886.8632168596"
"5267","934641.4160632516","934641.4160632516","934641.4160632516"
"5268","938733.4147790557","938733.4147790557","938733.4147790557"
"5269","936989.9225717165","936989.9225717165","936989.9225717165"
"5270","937349.1530433291","937349.1530433291","937349.1530433291"
"5271","937907.0307043862","937907.0307043862","937907.0307043862"
"5273","935367.9201827816","935367.9201827816","935367.9201827816"
"5278","935018.3848476263","935018.3848476263","935018.3848476263"
"5279","933640.9725863152","933640.9725863152","933640.9725863152"
"5281","933433.5333505064","933433.5333505064","933433.5333505064"
"5289","937680.3271146043","937680.3271146043","937680.3271146043"
"5291","933328.0374079111","933328.0374079111","933328.0374079111"
"5292","932483.1199420005","932483.1199420005","932483.1199420005"
"5295","938262.3896420536","938262.3896420536","938262.3896420536"
"5298","934210.318655266","934210.318655266","934210.318655266"
"5300","934873.9199149542","934873.9199149542","934873.9199149542"
"5301","933734.758129527","933734.758129527","933734.758129527"
"5304","934169.0449318846","934169.0449318846","934169.0449318846"
"5305","939343.3824781756","939343.3824781756","939343.3824781756"
"5307","937900.173141621","937900.173141621","937900.173141621"
"5308","940112.5844439733","940112.5844439733","940112.5844439733"
"5310","937401.2118103631","937401.2118103631","937401.2118103631"
"5311","936401.6901688656","936401.6901688656","936401.6901688656"
"5312","936980.3407779661","936980.3407779661","936980.3407779661"
"5313","934869.3777165159","934869.3777165159","934869.3777165159"
"5314","938025.9110609959","938025.9110609959","938025.9110609959"
"5316","937319.9296030429","937319.9296030429","937319.9296030429"
"5318","936085.0803045841","936085.0803045841","936085.0803045841"
"5320","939458.0403565374","939458.0403565374","939458.0403565374"
"5322","939215.9157776354","939215.9157776354","939215.9157776354"
"5326","939398.4147667744","939398.4147667744","939398.4147667744"
"5327","936754.9970000789","936754.9970000789","936754.9970000789"
"5328","936159.3163478338","936159.3163478338","936159.3163478338"
"5330","937854.0014963588","937854.0014963588","937854.0014963588"
"5331","936715.778188439","936715.778188439","936715.778188439"
"5332","937514.9392283822","937514.9392283822","937514.9392283822"
"5333","938019.0517597253","938019.0517597253","938019.0517597253"
"5335","936401.234461245","936401.234461245","936401.234461245"
"5336","939048.6109367474","939048.6109367474","939048.6109367474"
"5339","937655.6522905285","937655.6522905285","937655.6522905285"
"5341","938795.7042158209","938795.7042158209","938795.7042158209"
"5342","935352.0058761336","935352.0058761336","935352.0058761336"
"5343","935896.5827802201","935896.5827802201","935896.5827802201"
"5344","935269.7148167806","935269.7148167806","935269.7148167806"
"5346","937050.6118166597","937050.6118166597","937050.6118166597"
"5349","936827.5148476431","936827.5148476431","936827.5148476431"
"5350","937472.9162452661","937472.9162452661","937472.9162452661"
"5353","936108.7616897725","936108.7616897725","936108.7616897725"
"5355","935912.5156235484","935912.5156235484","935912.5156235484"
"5357","932232.3818763297","932232.3818763297","932232.3818763297"
"5358","930674.9585643924","930674.9585643924","930674.9585643924"
"5363","934983.8545772603","934983.8545772603","934983.8545772603"
"5364","936883.1650859175","936883.1650859175","936883.1650859175"
"5365","937667.5325992724","937667.5325992724","937667.5325992724"
"5366","936723.9865051833","936723.9865051833","936723.9865051833"
"5368","935151.5320007621","935151.5320007621","935151.5320007621"
"5370","934983.4002485974","934983.4002485974","934983.4002485974"
"5372","937823.3752891485","937823.3752891485","937823.3752891485"
"5373","935738.6493642662","935738.6493642662","935738.6493642662"
"5375","935451.5928739919","935451.5928739919","935451.5928739919"
"5377","937671.6450839796","937671.6450839796","937671.6450839796"
"5379","937498.9517799441","937498.9517799441","937498.9517799441"
"5381","934691.358308045","934691.358308045","934691.358308045"
"5383","937228.6180955239","937228.6180955239","937228.6180955239"
"5384","937661.1354725402","937661.1354725402","937661.1354725402"
"5385","936330.6051421299","936330.6051421299","936330.6051421299"
"5386","937508.0873979976","937508.0873979976","937508.0873979976"
"5388","937437.7477313674","937437.7477313674","937437.7477313674"
"5389","936978.9719662849","936978.9719662849","936978.9719662849"
"5390","932859.7061752684","932859.7061752684","932859.7061752684"
"5391","936817.4802623475","936817.4802623475","936817.4802623475"
"5393","932470.4668629682","932470.4668629682","932470.4668629682"
"5395","934658.6682353239","934658.6682353239","934658.6682353239"
"5397","936107.3954234422","936107.3954234422","936107.3954234422"
"5399","937865.8868319246","937865.8868319246","937865.8868319246"
"5400","938875.4101087383","938875.4101087383","938875.4101087383"
"5401","935565.7574801925","935565.7574801925","935565.7574801925"
"5402","936539.7900089851","936539.7900089851","936539.7900089851"
"5404","936532.9524248969","936532.9524248969","936532.9524248969"
"5405","938237.6841752129","938237.6841752129","938237.6841752129"
"5407","937892.4013583789","937892.4013583789","937892.4013583789"
"5411","939057.3184852451","939057.3184852451","939057.3184852451"
"5412","938733.4147790557","938733.4147790557","938733.4147790557"
"5415","936522.4683232063","936522.4683232063","936522.4683232063"
"5417","936105.1183217545","936105.1183217545","936105.1183217545"
"5418","938456.418531651","938456.418531651","938456.418531651"
"5419","938526.9111568958","938526.9111568958","938526.9111568958"
