"Step","lemon-disco-5 - train/loss","lemon-disco-5 - train/loss__MIN","lemon-disco-5 - train/loss__MAX"
"729","1.5997","1.5997","1.5997"
"730","1.5533","1.5533","1.5533"
"731","1.5533","1.5533","1.5533"
"732","1.5158","1.5158","1.5158"
"733","1.5158","1.5158","1.5158"
"734","1.5835","1.5835","1.5835"
"735","1.5835","1.5835","1.5835"
"736","1.5593","1.5593","1.5593"
"737","1.5593","1.5593","1.5593"
"738","1.6204","1.6204","1.6204"
"739","1.6204","1.6204","1.6204"
"740","1.4276","1.4276","1.4276"
"741","1.4276","1.4276","1.4276"
"742","1.5788","1.5788","1.5788"
"743","1.5788","1.5788","1.5788"
"744","1.5529","1.5529","1.5529"
"745","1.5529","1.5529","1.5529"
"746","1.5178","1.5178","1.5178"
"747","1.5178","1.5178","1.5178"
"748","1.5986","1.5986","1.5986"
"749","1.5986","1.5986","1.5986"
"750","1.524","1.524","1.524"
"751","1.524","1.524","1.524"
"752","1.5239","1.5239","1.5239"
"753","1.5239","1.5239","1.5239"
"754","1.5052","1.5052","1.5052"
"755","1.5052","1.5052","1.5052"
"756","1.5865","1.5865","1.5865"
"757","1.5865","1.5865","1.5865"
"758","1.5589","1.5589","1.5589"
"759","1.5589","1.5589","1.5589"
"760","1.6318","1.6318","1.6318"
"761","1.6318","1.6318","1.6318"
"762","1.4517","1.4517","1.4517"
"763","1.4517","1.4517","1.4517"
"764","1.5515","1.5515","1.5515"
"765","1.5515","1.5515","1.5515"
"766","1.5138","1.5138","1.5138"
"767","1.5138","1.5138","1.5138"
"768","1.6208","1.6208","1.6208"
"769","1.6208","1.6208","1.6208"
"770","1.6232","1.6232","1.6232"
"771","1.6232","1.6232","1.6232"
"772","1.5665","1.5665","1.5665"
"773","1.5665","1.5665","1.5665"
"774","1.6553","1.6553","1.6553"
"775","1.6553","1.6553","1.6553"
"776","1.6502","1.6502","1.6502"
"777","1.6502","1.6502","1.6502"
"778","1.561","1.561","1.561"
"779","1.561","1.561","1.561"
"780","1.5945","1.5945","1.5945"
"781","1.5945","1.5945","1.5945"
"782","1.5345","1.5345","1.5345"
"783","1.5345","1.5345","1.5345"
"784","1.4952","1.4952","1.4952"
"785","1.4952","1.4952","1.4952"
"786","1.4263","1.4263","1.4263"
"787","1.4263","1.4263","1.4263"
"788","1.6172","1.6172","1.6172"
"789","1.6172","1.6172","1.6172"
"790","1.6634","1.6634","1.6634"
"791","1.6634","1.6634","1.6634"
"792","1.6434","1.6434","1.6434"
"793","1.6434","1.6434","1.6434"
"794","1.5539","1.5539","1.5539"
"795","1.5539","1.5539","1.5539"
"796","1.6199","1.6199","1.6199"
"797","1.6199","1.6199","1.6199"
"798","1.5226","1.5226","1.5226"
"799","1.5226","1.5226","1.5226"
"800","1.3662","1.3662","1.3662"
"801","1.3662","1.3662","1.3662"
"802","1.5043","1.5043","1.5043"
"803","1.5043","1.5043","1.5043"
"804","1.6413","1.6413","1.6413"
"805","1.6413","1.6413","1.6413"
"806","1.5704","1.5704","1.5704"
"807","1.5704","1.5704","1.5704"
"808","1.5096","1.5096","1.5096"
"809","1.5096","1.5096","1.5096"
"810","1.5263","1.5263","1.5263"
"811","1.5263","1.5263","1.5263"
"812","1.543","1.543","1.543"
"813","1.543","1.543","1.543"
"814","1.535","1.535","1.535"
"815","1.535","1.535","1.535"
"816","1.5635","1.5635","1.5635"
"817","1.5635","1.5635","1.5635"
"818","1.5112","1.5112","1.5112"
"819","1.5112","1.5112","1.5112"
"820","1.6643","1.6643","1.6643"
"821","1.6643","1.6643","1.6643"
"822","1.5152","1.5152","1.5152"
"823","1.5152","1.5152","1.5152"
"824","1.5906","1.5906","1.5906"
"825","1.5906","1.5906","1.5906"
"826","1.5924","1.5924","1.5924"
"827","1.5924","1.5924","1.5924"
"828","1.7443","1.7443","1.7443"
"829","1.7443","1.7443","1.7443"
"830","1.4426","1.4426","1.4426"
"831","1.4426","1.4426","1.4426"
"832","1.5891","1.5891","1.5891"
"833","1.5891","1.5891","1.5891"
"834","1.6109","1.6109","1.6109"
"835","1.6109","1.6109","1.6109"
"836","1.6113","1.6113","1.6113"
"837","1.6113","1.6113","1.6113"
"838","1.5591","1.5591","1.5591"
"839","1.5591","1.5591","1.5591"
"840","1.4922","1.4922","1.4922"
"841","1.4922","1.4922","1.4922"
"842","1.3864","1.3864","1.3864"
"843","1.3864","1.3864","1.3864"
"844","1.5641","1.5641","1.5641"
"845","1.5641","1.5641","1.5641"
"846","1.3345","1.3345","1.3345"
"847","1.3345","1.3345","1.3345"
"848","1.5844","1.5844","1.5844"
"849","1.5844","1.5844","1.5844"
"850","1.5221","1.5221","1.5221"
"851","1.5221","1.5221","1.5221"
"852","1.5059","1.5059","1.5059"
"853","1.5059","1.5059","1.5059"
"854","1.6328","1.6328","1.6328"
"855","1.6328","1.6328","1.6328"
"856","1.4825","1.4825","1.4825"
"857","1.4825","1.4825","1.4825"
"858","1.5745","1.5745","1.5745"
"859","1.5745","1.5745","1.5745"
"860","1.5275","1.5275","1.5275"
"861","1.5275","1.5275","1.5275"
"862","1.5303","1.5303","1.5303"
"863","1.5303","1.5303","1.5303"
"864","1.4553","1.4553","1.4553"
"865","1.4553","1.4553","1.4553"
"866","1.4419","1.4419","1.4419"
"867","1.4419","1.4419","1.4419"
"868","1.6082","1.6082","1.6082"
"869","1.6082","1.6082","1.6082"
"870","1.5403","1.5403","1.5403"
"871","1.5403","1.5403","1.5403"
"872","1.4434","1.4434","1.4434"
"873","1.4434","1.4434","1.4434"
"874","1.528","1.528","1.528"
"875","1.528","1.528","1.528"
"876","1.5365","1.5365","1.5365"
"877","1.5365","1.5365","1.5365"
"878","1.3997","1.3997","1.3997"
"879","1.3997","1.3997","1.3997"
"880","1.5416","1.5416","1.5416"
"881","1.5416","1.5416","1.5416"
"882","1.4565","1.4565","1.4565"
"883","1.4565","1.4565","1.4565"
"884","1.5513","1.5513","1.5513"
"885","1.5513","1.5513","1.5513"
"886","1.5877","1.5877","1.5877"
"887","1.5877","1.5877","1.5877"
"888","1.4513","1.4513","1.4513"
"889","1.4513","1.4513","1.4513"
"890","1.5294","1.5294","1.5294"
"891","1.5294","1.5294","1.5294"
"892","1.5444","1.5444","1.5444"
"893","1.5444","1.5444","1.5444"
"894","1.602","1.602","1.602"
"895","1.602","1.602","1.602"
"896","1.4992","1.4992","1.4992"
"897","1.4992","1.4992","1.4992"
"898","1.5476","1.5476","1.5476"
"899","1.5476","1.5476","1.5476"
"900","1.4795","1.4795","1.4795"
"901","1.4795","1.4795","1.4795"
"902","1.5651","1.5651","1.5651"
"903","1.5651","1.5651","1.5651"
"904","1.5176","1.5176","1.5176"
"905","1.5176","1.5176","1.5176"
"906","1.4277","1.4277","1.4277"
"907","1.4277","1.4277","1.4277"
"908","1.4973","1.4973","1.4973"
"909","1.4973","1.4973","1.4973"
"910","1.4461","1.4461","1.4461"
"911","1.4461","1.4461","1.4461"
"912","1.6495","1.6495","1.6495"
"913","1.6495","1.6495","1.6495"
"914","1.5087","1.5087","1.5087"
"915","1.5087","1.5087","1.5087"
"916","1.4643","1.4643","1.4643"
"917","1.4643","1.4643","1.4643"
"918","1.4482","1.4482","1.4482"
"919","1.4482","1.4482","1.4482"
"920","1.5299","1.5299","1.5299"
"921","1.5299","1.5299","1.5299"
"922","1.442","1.442","1.442"
"923","1.442","1.442","1.442"
"924","1.4879","1.4879","1.4879"
"925","1.4879","1.4879","1.4879"
"926","1.5616","1.5616","1.5616"
"927","1.5616","1.5616","1.5616"
"928","1.4633","1.4633","1.4633"
"929","1.4633","1.4633","1.4633"
"930","1.5559","1.5559","1.5559"
"931","1.5559","1.5559","1.5559"
"932","1.4143","1.4143","1.4143"
"933","1.4143","1.4143","1.4143"
"934","1.4894","1.4894","1.4894"
"935","1.4894","1.4894","1.4894"
"936","1.5111","1.5111","1.5111"
"937","1.5111","1.5111","1.5111"
"938","1.5686","1.5686","1.5686"
"939","1.5686","1.5686","1.5686"
"940","1.5369","1.5369","1.5369"
"941","1.5369","1.5369","1.5369"
"942","1.5533","1.5533","1.5533"
"943","1.5533","1.5533","1.5533"
"944","1.5472","1.5472","1.5472"
"945","1.5472","1.5472","1.5472"
"946","1.4861","1.4861","1.4861"
"947","1.4861","1.4861","1.4861"
"948","1.4362","1.4362","1.4362"
"949","1.4362","1.4362","1.4362"
"950","1.4807","1.4807","1.4807"
"951","1.4807","1.4807","1.4807"
"952","1.5431","1.5431","1.5431"
"953","1.5431","1.5431","1.5431"
"954","1.5094","1.5094","1.5094"
"955","1.5094","1.5094","1.5094"
"956","1.4565","1.4565","1.4565"
"957","1.4565","1.4565","1.4565"
"958","1.5086","1.5086","1.5086"
"959","1.5086","1.5086","1.5086"
"960","1.4732","1.4732","1.4732"
"961","1.4732","1.4732","1.4732"
"962","1.5475","1.5475","1.5475"
"963","1.5475","1.5475","1.5475"
"964","1.4723","1.4723","1.4723"
"965","1.4723","1.4723","1.4723"
"966","1.4645","1.4645","1.4645"
"967","1.4645","1.4645","1.4645"
"968","1.4939","1.4939","1.4939"
"969","1.4939","1.4939","1.4939"
"970","1.4664","1.4664","1.4664"
"971","1.4664","1.4664","1.4664"
"972","1.5751","1.5751","1.5751"
"973","1.5751","1.5751","1.5751"
"974","1.5766","1.5766","1.5766"
"975","1.5766","1.5766","1.5766"
"976","1.4871","1.4871","1.4871"
"977","1.4871","1.4871","1.4871"
"978","1.5446","1.5446","1.5446"
"979","1.5446","1.5446","1.5446"
"980","1.4493","1.4493","1.4493"
"981","1.4493","1.4493","1.4493"
"982","1.3707","1.3707","1.3707"
"983","1.3707","1.3707","1.3707"
"984","1.546","1.546","1.546"
"985","1.546","1.546","1.546"
"986","1.5156","1.5156","1.5156"
"987","1.5156","1.5156","1.5156"
"988","1.42","1.42","1.42"
"989","1.42","1.42","1.42"
"990","1.615","1.615","1.615"
"991","1.615","1.615","1.615"
"992","1.514","1.514","1.514"
"993","1.514","1.514","1.514"
"994","1.4453","1.4453","1.4453"
"995","1.4453","1.4453","1.4453"
"996","1.6532","1.6532","1.6532"
"997","1.6532","1.6532","1.6532"
"998","1.4711","1.4711","1.4711"
"999","1.4711","1.4711","1.4711"
"1002","1.408","1.408","1.408"
"1003","1.408","1.408","1.408"
"1004","1.518","1.518","1.518"
"1005","1.518","1.518","1.518"
"1006","1.3668","1.3668","1.3668"
"1007","1.3668","1.3668","1.3668"
"1008","1.5188","1.5188","1.5188"
"1009","1.5188","1.5188","1.5188"
"1010","1.459","1.459","1.459"
"1011","1.459","1.459","1.459"
"1012","1.5205","1.5205","1.5205"
"1013","1.5205","1.5205","1.5205"
"1014","1.5055","1.5055","1.5055"
"1015","1.5055","1.5055","1.5055"
"1016","1.4457","1.4457","1.4457"
"1017","1.4457","1.4457","1.4457"
"1018","1.5029","1.5029","1.5029"
"1019","1.5029","1.5029","1.5029"
"1020","1.6353","1.6353","1.6353"
"1021","1.6353","1.6353","1.6353"
"1022","1.4392","1.4392","1.4392"
"1023","1.4392","1.4392","1.4392"
"1024","1.4492","1.4492","1.4492"
"1025","1.4492","1.4492","1.4492"
"1026","1.4665","1.4665","1.4665"
"1027","1.4665","1.4665","1.4665"
"1028","1.5616","1.5616","1.5616"
"1029","1.5616","1.5616","1.5616"
"1030","1.4509","1.4509","1.4509"
"1031","1.4509","1.4509","1.4509"
"1032","1.4644","1.4644","1.4644"
"1033","1.4644","1.4644","1.4644"
"1034","1.4326","1.4326","1.4326"
"1035","1.4326","1.4326","1.4326"
"1036","1.3704","1.3704","1.3704"
"1037","1.3704","1.3704","1.3704"
"1038","1.4886","1.4886","1.4886"
"1039","1.4886","1.4886","1.4886"
"1040","1.484","1.484","1.484"
"1041","1.484","1.484","1.484"
"1042","1.5453","1.5453","1.5453"
"1043","1.5453","1.5453","1.5453"
"1044","1.5462","1.5462","1.5462"
"1045","1.5462","1.5462","1.5462"
"1046","1.3834","1.3834","1.3834"
"1047","1.3834","1.3834","1.3834"
"1048","1.4467","1.4467","1.4467"
"1049","1.4467","1.4467","1.4467"
"1050","1.4133","1.4133","1.4133"
"1051","1.4133","1.4133","1.4133"
"1052","1.5104","1.5104","1.5104"
"1053","1.5104","1.5104","1.5104"
"1054","1.4806","1.4806","1.4806"
"1055","1.4806","1.4806","1.4806"
"1056","1.4387","1.4387","1.4387"
"1057","1.4387","1.4387","1.4387"
"1058","1.3824","1.3824","1.3824"
"1059","1.3824","1.3824","1.3824"
"1060","1.3357","1.3357","1.3357"
"1061","1.3357","1.3357","1.3357"
"1062","1.3893","1.3893","1.3893"
"1063","1.3893","1.3893","1.3893"
"1064","1.513","1.513","1.513"
"1065","1.513","1.513","1.513"
"1066","1.5237","1.5237","1.5237"
"1067","1.5237","1.5237","1.5237"
"1068","1.4575","1.4575","1.4575"
"1069","1.4575","1.4575","1.4575"
"1070","1.4218","1.4218","1.4218"
"1071","1.4218","1.4218","1.4218"
"1072","1.5415","1.5415","1.5415"
"1073","1.5415","1.5415","1.5415"
"1074","1.4234","1.4234","1.4234"
"1075","1.4234","1.4234","1.4234"
"1076","1.5553","1.5553","1.5553"
"1077","1.5553","1.5553","1.5553"
"1078","1.4719","1.4719","1.4719"
"1079","1.4719","1.4719","1.4719"
"1080","1.3684","1.3684","1.3684"
"1081","1.3684","1.3684","1.3684"
"1082","1.4583","1.4583","1.4583"
"1083","1.4583","1.4583","1.4583"
"1084","1.4606","1.4606","1.4606"
"1085","1.4606","1.4606","1.4606"
"1086","1.4807","1.4807","1.4807"
"1087","1.4807","1.4807","1.4807"
"1088","1.5055","1.5055","1.5055"
"1089","1.5055","1.5055","1.5055"
"1090","1.4167","1.4167","1.4167"
"1091","1.4167","1.4167","1.4167"
"1092","1.6168","1.6168","1.6168"
"1093","1.6168","1.6168","1.6168"
"1094","1.5284","1.5284","1.5284"
"1095","1.5284","1.5284","1.5284"
"1096","1.6089","1.6089","1.6089"
"1097","1.6089","1.6089","1.6089"
"1098","1.444","1.444","1.444"
"1099","1.444","1.444","1.444"
"1100","1.4932","1.4932","1.4932"
"1101","1.4932","1.4932","1.4932"
"1102","1.4519","1.4519","1.4519"
"1103","1.4519","1.4519","1.4519"
"1104","1.4773","1.4773","1.4773"
"1105","1.4773","1.4773","1.4773"
"1106","1.4004","1.4004","1.4004"
"1107","1.4004","1.4004","1.4004"
"1108","1.4602","1.4602","1.4602"
"1109","1.4602","1.4602","1.4602"
"1110","1.5012","1.5012","1.5012"
"1111","1.5012","1.5012","1.5012"
"1112","1.4151","1.4151","1.4151"
"1113","1.4151","1.4151","1.4151"
"1114","1.52","1.52","1.52"
"1115","1.52","1.52","1.52"
"1116","1.4459","1.4459","1.4459"
"1117","1.4459","1.4459","1.4459"
"1118","1.3759","1.3759","1.3759"
"1119","1.3759","1.3759","1.3759"
"1120","1.5088","1.5088","1.5088"
"1121","1.5088","1.5088","1.5088"
"1122","1.4135","1.4135","1.4135"
"1123","1.4135","1.4135","1.4135"
"1124","1.4852","1.4852","1.4852"
"1125","1.4852","1.4852","1.4852"
"1126","1.4539","1.4539","1.4539"
"1127","1.4539","1.4539","1.4539"
"1128","1.4094","1.4094","1.4094"
"1129","1.4094","1.4094","1.4094"
"1130","1.3407","1.3407","1.3407"
"1131","1.3407","1.3407","1.3407"
"1132","1.519","1.519","1.519"
"1133","1.519","1.519","1.519"
"1134","1.3454","1.3454","1.3454"
"1135","1.3454","1.3454","1.3454"
"1136","1.5097","1.5097","1.5097"
"1137","1.5097","1.5097","1.5097"
"1138","1.501","1.501","1.501"
"1139","1.501","1.501","1.501"
"1140","1.3923","1.3923","1.3923"
"1141","1.3923","1.3923","1.3923"
"1142","1.4384","1.4384","1.4384"
"1143","1.4384","1.4384","1.4384"
"1144","1.5567","1.5567","1.5567"
"1145","1.5567","1.5567","1.5567"
"1146","1.5038","1.5038","1.5038"
"1147","1.5038","1.5038","1.5038"
"1148","1.522","1.522","1.522"
"1149","1.522","1.522","1.522"
"1150","1.4874","1.4874","1.4874"
"1151","1.4874","1.4874","1.4874"
"1152","1.4151","1.4151","1.4151"
"1153","1.4151","1.4151","1.4151"
"1154","1.4725","1.4725","1.4725"
"1155","1.4725","1.4725","1.4725"
"1156","1.3807","1.3807","1.3807"
"1157","1.3807","1.3807","1.3807"
"1158","1.4553","1.4553","1.4553"
"1159","1.4553","1.4553","1.4553"
"1160","1.5914","1.5914","1.5914"
"1161","1.5914","1.5914","1.5914"
"1162","1.3311","1.3311","1.3311"
"1163","1.3311","1.3311","1.3311"
"1164","1.581","1.581","1.581"
"1165","1.581","1.581","1.581"
"1166","1.5625","1.5625","1.5625"
"1167","1.5625","1.5625","1.5625"
"1168","1.4843","1.4843","1.4843"
"1169","1.4843","1.4843","1.4843"
"1170","1.4844","1.4844","1.4844"
"1171","1.4844","1.4844","1.4844"
"1172","1.3836","1.3836","1.3836"
"1173","1.3836","1.3836","1.3836"
"1174","1.5192","1.5192","1.5192"
"1175","1.5192","1.5192","1.5192"
"1176","1.3761","1.3761","1.3761"
"1177","1.3761","1.3761","1.3761"
"1178","1.397","1.397","1.397"
"1179","1.397","1.397","1.397"
"1180","1.3332","1.3332","1.3332"
"1181","1.3332","1.3332","1.3332"
"1182","1.4631","1.4631","1.4631"
"1183","1.4631","1.4631","1.4631"
"1184","1.4035","1.4035","1.4035"
"1185","1.4035","1.4035","1.4035"
"1186","1.4956","1.4956","1.4956"
"1187","1.4956","1.4956","1.4956"
"1188","1.4624","1.4624","1.4624"
"1189","1.4624","1.4624","1.4624"
"1190","1.2438","1.2438","1.2438"
"1191","1.2438","1.2438","1.2438"
"1192","1.4495","1.4495","1.4495"
"1193","1.4495","1.4495","1.4495"
"1194","1.4111","1.4111","1.4111"
"1195","1.4111","1.4111","1.4111"
"1196","1.4112","1.4112","1.4112"
"1197","1.4112","1.4112","1.4112"
"1198","1.5285","1.5285","1.5285"
"1199","1.5285","1.5285","1.5285"
"1200","1.4257","1.4257","1.4257"
"1201","1.4257","1.4257","1.4257"
"1202","1.5621","1.5621","1.5621"
"1203","1.5621","1.5621","1.5621"
"1204","1.3952","1.3952","1.3952"
"1205","1.3952","1.3952","1.3952"
"1206","1.4546","1.4546","1.4546"
"1207","1.4546","1.4546","1.4546"
"1208","1.4029","1.4029","1.4029"
"1209","1.4029","1.4029","1.4029"
"1210","1.3027","1.3027","1.3027"
"1211","1.3027","1.3027","1.3027"
"1212","1.3488","1.3488","1.3488"
"1213","1.3488","1.3488","1.3488"
"1214","1.3972","1.3972","1.3972"
"1215","1.3972","1.3972","1.3972"
"1216","1.3955","1.3955","1.3955"
"1217","1.3955","1.3955","1.3955"
"1218","1.3548","1.3548","1.3548"
"1219","1.3548","1.3548","1.3548"
"1220","1.522","1.522","1.522"
"1221","1.522","1.522","1.522"
"1222","1.6703","1.6703","1.6703"
"1223","1.6703","1.6703","1.6703"
"1224","1.4433","1.4433","1.4433"
"1225","1.4433","1.4433","1.4433"
"1226","1.4142","1.4142","1.4142"
"1227","1.4142","1.4142","1.4142"
"1228","1.3928","1.3928","1.3928"
"1229","1.3928","1.3928","1.3928"
"1230","1.4488","1.4488","1.4488"
"1231","1.4488","1.4488","1.4488"
"1232","1.3764","1.3764","1.3764"
"1233","1.3764","1.3764","1.3764"
"1234","1.4275","1.4275","1.4275"
"1235","1.4275","1.4275","1.4275"
"1236","1.4594","1.4594","1.4594"
"1237","1.4594","1.4594","1.4594"
"1238","1.288","1.288","1.288"
"1239","1.288","1.288","1.288"
"1240","1.388","1.388","1.388"
"1241","1.388","1.388","1.388"
"1242","1.4285","1.4285","1.4285"
"1243","1.4285","1.4285","1.4285"
"1244","1.4742","1.4742","1.4742"
"1245","1.4742","1.4742","1.4742"
"1246","1.4698","1.4698","1.4698"
"1247","1.4698","1.4698","1.4698"
"1248","1.5074","1.5074","1.5074"
"1249","1.5074","1.5074","1.5074"
"1250","1.4139","1.4139","1.4139"
"1251","1.4139","1.4139","1.4139"
"1252","1.3963","1.3963","1.3963"
"1253","1.3963","1.3963","1.3963"
"1254","1.4605","1.4605","1.4605"
"1255","1.4605","1.4605","1.4605"
"1256","1.4653","1.4653","1.4653"
"1257","1.4653","1.4653","1.4653"
"1258","1.4526","1.4526","1.4526"
"1259","1.4526","1.4526","1.4526"
"1260","1.3533","1.3533","1.3533"
"1261","1.3533","1.3533","1.3533"
"1262","1.3896","1.3896","1.3896"
"1263","1.3896","1.3896","1.3896"
"1264","1.4009","1.4009","1.4009"
"1265","1.4009","1.4009","1.4009"
"1266","1.4414","1.4414","1.4414"
"1267","1.4414","1.4414","1.4414"
"1268","1.4648","1.4648","1.4648"
"1269","1.4648","1.4648","1.4648"
"1270","1.3839","1.3839","1.3839"
"1271","1.3839","1.3839","1.3839"
"1272","1.5285","1.5285","1.5285"
"1273","1.5285","1.5285","1.5285"
"1274","1.453","1.453","1.453"
"1275","1.453","1.453","1.453"
"1276","1.3472","1.3472","1.3472"
"1277","1.3472","1.3472","1.3472"
"1278","1.5299","1.5299","1.5299"
"1279","1.5299","1.5299","1.5299"
"1280","1.4613","1.4613","1.4613"
"1281","1.4613","1.4613","1.4613"
"1282","1.2714","1.2714","1.2714"
"1283","1.2714","1.2714","1.2714"
"1284","1.2903","1.2903","1.2903"
"1285","1.2903","1.2903","1.2903"
"1286","1.4152","1.4152","1.4152"
"1287","1.4152","1.4152","1.4152"
"1288","1.3351","1.3351","1.3351"
"1289","1.3351","1.3351","1.3351"
"1290","1.4531","1.4531","1.4531"
"1291","1.4531","1.4531","1.4531"
"1292","1.4341","1.4341","1.4341"
"1293","1.4341","1.4341","1.4341"
"1294","1.3079","1.3079","1.3079"
"1295","1.3079","1.3079","1.3079"
"1296","1.325","1.325","1.325"
"1297","1.325","1.325","1.325"
"1298","1.3978","1.3978","1.3978"
"1299","1.3978","1.3978","1.3978"
"1300","1.3515","1.3515","1.3515"
"1301","1.3515","1.3515","1.3515"
"1302","1.3149","1.3149","1.3149"
"1303","1.3149","1.3149","1.3149"
"1304","1.3683","1.3683","1.3683"
"1305","1.3683","1.3683","1.3683"
"1306","1.3386","1.3386","1.3386"
"1307","1.3386","1.3386","1.3386"
"1308","1.3506","1.3506","1.3506"
"1309","1.3506","1.3506","1.3506"
"1310","1.404","1.404","1.404"
"1311","1.404","1.404","1.404"
"1312","1.3974","1.3974","1.3974"
"1313","1.3974","1.3974","1.3974"
"1314","1.4962","1.4962","1.4962"
"1315","1.4962","1.4962","1.4962"
"1316","1.3714","1.3714","1.3714"
"1317","1.3714","1.3714","1.3714"
"1318","1.2827","1.2827","1.2827"
"1319","1.2827","1.2827","1.2827"
"1320","1.4665","1.4665","1.4665"
"1321","1.4665","1.4665","1.4665"
"1322","1.4321","1.4321","1.4321"
"1323","1.4321","1.4321","1.4321"
"1324","1.5296","1.5296","1.5296"
"1325","1.5296","1.5296","1.5296"
"1326","1.4683","1.4683","1.4683"
"1327","1.4683","1.4683","1.4683"
"1328","1.5938","1.5938","1.5938"
"1329","1.5938","1.5938","1.5938"
"1330","1.4227","1.4227","1.4227"
"1331","1.4227","1.4227","1.4227"
"1332","1.4612","1.4612","1.4612"
"1333","1.4612","1.4612","1.4612"
"1334","1.3599","1.3599","1.3599"
"1335","1.3599","1.3599","1.3599"
"1336","1.4608","1.4608","1.4608"
"1337","1.4608","1.4608","1.4608"
"1338","1.5864","1.5864","1.5864"
"1339","1.5864","1.5864","1.5864"
"1340","1.4299","1.4299","1.4299"
"1341","1.4299","1.4299","1.4299"
"1342","1.479","1.479","1.479"
"1343","1.479","1.479","1.479"
"1344","1.4189","1.4189","1.4189"
"1345","1.4189","1.4189","1.4189"
"1346","1.3484","1.3484","1.3484"
"1347","1.3484","1.3484","1.3484"
"1348","1.3814","1.3814","1.3814"
"1349","1.3814","1.3814","1.3814"
"1350","1.4744","1.4744","1.4744"
"1351","1.4744","1.4744","1.4744"
"1352","1.4834","1.4834","1.4834"
"1353","1.4834","1.4834","1.4834"
"1354","1.2787","1.2787","1.2787"
"1355","1.2787","1.2787","1.2787"
"1356","1.3981","1.3981","1.3981"
"1357","1.3981","1.3981","1.3981"
"1358","1.3918","1.3918","1.3918"
"1359","1.3918","1.3918","1.3918"
"1360","1.3834","1.3834","1.3834"
"1361","1.3834","1.3834","1.3834"
"1362","1.3203","1.3203","1.3203"
"1363","1.3203","1.3203","1.3203"
"1364","1.293","1.293","1.293"
"1365","1.293","1.293","1.293"
"1366","1.3644","1.3644","1.3644"
"1367","1.3644","1.3644","1.3644"
"1368","1.3286","1.3286","1.3286"
"1369","1.3286","1.3286","1.3286"
