"Step","lemon-disco-5 - train/loss","lemon-disco-5 - train/loss__MIN","lemon-disco-5 - train/loss__MAX"
"3483","1.258","1.258","1.258"
"3484","1.2022","1.2022","1.2022"
"3485","1.2022","1.2022","1.2022"
"3486","1.3177","1.3177","1.3177"
"3487","1.3177","1.3177","1.3177"
"3488","1.2692","1.2692","1.2692"
"3489","1.2692","1.2692","1.2692"
"3490","1.2699","1.2699","1.2699"
"3491","1.2699","1.2699","1.2699"
"3492","1.1891","1.1891","1.1891"
"3493","1.1891","1.1891","1.1891"
"3494","1.1533","1.1533","1.1533"
"3495","1.1533","1.1533","1.1533"
"3496","1.2222","1.2222","1.2222"
"3497","1.2222","1.2222","1.2222"
"3498","1.178","1.178","1.178"
"3499","1.178","1.178","1.178"
"3500","1.2587","1.2587","1.2587"
"3501","1.2587","1.2587","1.2587"
"3502","1.1387","1.1387","1.1387"
"3503","1.1387","1.1387","1.1387"
"3504","1.1618","1.1618","1.1618"
"3505","1.1618","1.1618","1.1618"
"3506","1.1875","1.1875","1.1875"
"3507","1.1875","1.1875","1.1875"
"3508","1.2258","1.2258","1.2258"
"3509","1.2258","1.2258","1.2258"
"3510","1.1939","1.1939","1.1939"
"3511","1.1939","1.1939","1.1939"
"3512","1.2505","1.2505","1.2505"
"3513","1.2505","1.2505","1.2505"
"3514","1.2762","1.2762","1.2762"
"3515","1.2762","1.2762","1.2762"
"3516","1.2636","1.2636","1.2636"
"3517","1.2636","1.2636","1.2636"
"3518","1.1597","1.1597","1.1597"
"3519","1.1597","1.1597","1.1597"
"3520","1.2334","1.2334","1.2334"
"3521","1.2334","1.2334","1.2334"
"3522","1.2964","1.2964","1.2964"
"3523","1.2964","1.2964","1.2964"
"3524","1.2483","1.2483","1.2483"
"3525","1.2483","1.2483","1.2483"
"3526","1.2783","1.2783","1.2783"
"3527","1.2783","1.2783","1.2783"
"3528","1.1106","1.1106","1.1106"
"3529","1.1106","1.1106","1.1106"
"3530","1.1876","1.1876","1.1876"
"3531","1.1876","1.1876","1.1876"
"3532","1.3129","1.3129","1.3129"
"3533","1.3129","1.3129","1.3129"
"3534","1.1918","1.1918","1.1918"
"3535","1.1918","1.1918","1.1918"
"3536","1.2935","1.2935","1.2935"
"3537","1.2935","1.2935","1.2935"
"3538","1.2279","1.2279","1.2279"
"3539","1.2279","1.2279","1.2279"
"3540","1.2014","1.2014","1.2014"
"3541","1.2014","1.2014","1.2014"
"3542","1.2121","1.2121","1.2121"
"3543","1.2121","1.2121","1.2121"
"3544","1.1374","1.1374","1.1374"
"3545","1.1374","1.1374","1.1374"
"3546","1.3758","1.3758","1.3758"
"3547","1.3758","1.3758","1.3758"
"3548","1.2437","1.2437","1.2437"
"3549","1.2437","1.2437","1.2437"
"3550","1.1709","1.1709","1.1709"
"3551","1.1709","1.1709","1.1709"
"3552","1.2412","1.2412","1.2412"
"3553","1.2412","1.2412","1.2412"
"3554","1.2505","1.2505","1.2505"
"3555","1.2505","1.2505","1.2505"
"3556","1.1827","1.1827","1.1827"
"3557","1.1827","1.1827","1.1827"
"3558","1.1811","1.1811","1.1811"
"3559","1.1811","1.1811","1.1811"
"3560","1.1371","1.1371","1.1371"
"3561","1.1371","1.1371","1.1371"
"3562","1.2815","1.2815","1.2815"
"3563","1.2815","1.2815","1.2815"
"3564","1.2829","1.2829","1.2829"
"3565","1.2829","1.2829","1.2829"
"3566","1.2188","1.2188","1.2188"
"3567","1.2188","1.2188","1.2188"
"3568","1.2921","1.2921","1.2921"
"3569","1.2921","1.2921","1.2921"
"3570","1.2075","1.2075","1.2075"
"3571","1.2075","1.2075","1.2075"
"3572","1.2606","1.2606","1.2606"
"3573","1.2606","1.2606","1.2606"
"3574","1.2803","1.2803","1.2803"
"3575","1.2803","1.2803","1.2803"
"3576","1.1999","1.1999","1.1999"
"3577","1.1999","1.1999","1.1999"
"3578","1.1781","1.1781","1.1781"
"3579","1.1781","1.1781","1.1781"
"3580","1.2301","1.2301","1.2301"
"3581","1.2301","1.2301","1.2301"
"3582","1.3195","1.3195","1.3195"
"3583","1.3195","1.3195","1.3195"
"3584","1.2245","1.2245","1.2245"
"3585","1.2245","1.2245","1.2245"
"3586","1.181","1.181","1.181"
"3587","1.181","1.181","1.181"
"3588","1.178","1.178","1.178"
"3589","1.178","1.178","1.178"
"3590","1.1675","1.1675","1.1675"
"3591","1.1675","1.1675","1.1675"
"3592","1.2125","1.2125","1.2125"
"3593","1.2125","1.2125","1.2125"
"3594","1.1958","1.1958","1.1958"
"3595","1.1958","1.1958","1.1958"
"3596","1.097","1.097","1.097"
"3597","1.097","1.097","1.097"
"3598","1.2272","1.2272","1.2272"
"3599","1.2272","1.2272","1.2272"
"3600","1.2402","1.2402","1.2402"
"3601","1.2402","1.2402","1.2402"
"3602","1.2643","1.2643","1.2643"
"3603","1.2643","1.2643","1.2643"
"3604","1.1795","1.1795","1.1795"
"3605","1.1795","1.1795","1.1795"
"3606","1.1671","1.1671","1.1671"
"3607","1.1671","1.1671","1.1671"
"3608","1.223","1.223","1.223"
"3609","1.223","1.223","1.223"
"3610","1.1264","1.1264","1.1264"
"3611","1.1264","1.1264","1.1264"
"3612","1.1895","1.1895","1.1895"
"3613","1.1895","1.1895","1.1895"
"3614","1.175","1.175","1.175"
"3615","1.175","1.175","1.175"
"3616","1.1697","1.1697","1.1697"
"3617","1.1697","1.1697","1.1697"
"3618","1.2549","1.2549","1.2549"
"3619","1.2549","1.2549","1.2549"
"3620","1.2517","1.2517","1.2517"
"3621","1.2517","1.2517","1.2517"
"3622","1.2718","1.2718","1.2718"
"3623","1.2718","1.2718","1.2718"
"3624","1.2279","1.2279","1.2279"
"3625","1.2279","1.2279","1.2279"
"3626","1.1871","1.1871","1.1871"
"3627","1.1871","1.1871","1.1871"
"3628","1.2764","1.2764","1.2764"
"3629","1.2764","1.2764","1.2764"
"3630","1.1902","1.1902","1.1902"
"3631","1.1902","1.1902","1.1902"
"3632","1.2224","1.2224","1.2224"
"3633","1.2224","1.2224","1.2224"
"3634","1.1728","1.1728","1.1728"
"3635","1.1728","1.1728","1.1728"
"3636","1.3124","1.3124","1.3124"
"3637","1.3124","1.3124","1.3124"
"3638","1.243","1.243","1.243"
"3639","1.243","1.243","1.243"
"3640","1.2351","1.2351","1.2351"
"3641","1.2351","1.2351","1.2351"
"3642","1.2542","1.2542","1.2542"
"3643","1.2542","1.2542","1.2542"
"3644","1.1487","1.1487","1.1487"
"3645","1.1487","1.1487","1.1487"
"3646","1.2058","1.2058","1.2058"
"3647","1.2058","1.2058","1.2058"
"3648","1.1644","1.1644","1.1644"
"3649","1.1644","1.1644","1.1644"
"3650","1.2341","1.2341","1.2341"
"3651","1.2341","1.2341","1.2341"
"3652","1.1769","1.1769","1.1769"
"3653","1.1769","1.1769","1.1769"
"3654","1.1561","1.1561","1.1561"
"3655","1.1561","1.1561","1.1561"
"3656","1.2599","1.2599","1.2599"
"3657","1.2599","1.2599","1.2599"
"3658","1.2347","1.2347","1.2347"
"3659","1.2347","1.2347","1.2347"
"3660","1.2378","1.2378","1.2378"
"3661","1.2378","1.2378","1.2378"
"3662","1.2598","1.2598","1.2598"
"3663","1.2598","1.2598","1.2598"
"3664","1.0922","1.0922","1.0922"
"3665","1.0922","1.0922","1.0922"
"3666","1.2442","1.2442","1.2442"
"3667","1.2442","1.2442","1.2442"
"3668","1.0317","1.0317","1.0317"
"3669","1.0317","1.0317","1.0317"
"3670","1.1366","1.1366","1.1366"
"3671","1.1366","1.1366","1.1366"
"3672","1.1109","1.1109","1.1109"
"3673","1.1109","1.1109","1.1109"
"3674","1.1578","1.1578","1.1578"
"3675","1.1578","1.1578","1.1578"
"3676","1.2409","1.2409","1.2409"
"3677","1.2409","1.2409","1.2409"
"3678","1.2575","1.2575","1.2575"
"3679","1.2575","1.2575","1.2575"
"3680","1.1345","1.1345","1.1345"
"3681","1.1345","1.1345","1.1345"
"3682","1.2659","1.2659","1.2659"
"3683","1.2659","1.2659","1.2659"
"3684","1.2181","1.2181","1.2181"
"3685","1.2181","1.2181","1.2181"
"3686","1.1593","1.1593","1.1593"
"3687","1.1593","1.1593","1.1593"
"3688","1.2452","1.2452","1.2452"
"3689","1.2452","1.2452","1.2452"
"3690","1.2287","1.2287","1.2287"
"3691","1.2287","1.2287","1.2287"
"3692","1.2482","1.2482","1.2482"
"3693","1.2482","1.2482","1.2482"
"3694","1.2372","1.2372","1.2372"
"3695","1.2372","1.2372","1.2372"
"3696","1.3894","1.3894","1.3894"
"3697","1.3894","1.3894","1.3894"
"3698","1.1824","1.1824","1.1824"
"3699","1.1824","1.1824","1.1824"
"3700","1.3222","1.3222","1.3222"
"3701","1.3222","1.3222","1.3222"
"3702","1.3353","1.3353","1.3353"
"3703","1.3353","1.3353","1.3353"
"3704","1.1319","1.1319","1.1319"
"3705","1.1319","1.1319","1.1319"
"3706","1.3735","1.3735","1.3735"
"3707","1.3735","1.3735","1.3735"
"3708","1.0877","1.0877","1.0877"
"3709","1.0877","1.0877","1.0877"
"3710","1.1287","1.1287","1.1287"
"3711","1.1287","1.1287","1.1287"
"3712","1.2442","1.2442","1.2442"
"3713","1.2442","1.2442","1.2442"
"3714","1.2058","1.2058","1.2058"
"3715","1.2058","1.2058","1.2058"
"3716","1.1437","1.1437","1.1437"
"3717","1.1437","1.1437","1.1437"
"3718","1.104","1.104","1.104"
"3719","1.104","1.104","1.104"
"3720","1.1869","1.1869","1.1869"
"3721","1.1869","1.1869","1.1869"
"3722","1.2788","1.2788","1.2788"
"3723","1.2788","1.2788","1.2788"
"3724","1.3161","1.3161","1.3161"
"3725","1.3161","1.3161","1.3161"
"3726","1.1823","1.1823","1.1823"
"3727","1.1823","1.1823","1.1823"
"3728","1.2248","1.2248","1.2248"
"3729","1.2248","1.2248","1.2248"
"3730","1.2009","1.2009","1.2009"
"3731","1.2009","1.2009","1.2009"
"3732","1.1603","1.1603","1.1603"
"3733","1.1603","1.1603","1.1603"
"3734","1.2842","1.2842","1.2842"
"3735","1.2842","1.2842","1.2842"
"3736","1.1216","1.1216","1.1216"
"3737","1.1216","1.1216","1.1216"
"3738","1.3232","1.3232","1.3232"
"3739","1.3232","1.3232","1.3232"
"3740","1.1429","1.1429","1.1429"
"3741","1.1429","1.1429","1.1429"
"3742","1.2319","1.2319","1.2319"
"3743","1.2319","1.2319","1.2319"
"3744","1.1784","1.1784","1.1784"
"3745","1.1784","1.1784","1.1784"
"3746","1.2346","1.2346","1.2346"
"3747","1.2346","1.2346","1.2346"
"3748","1.2098","1.2098","1.2098"
"3749","1.2098","1.2098","1.2098"
"3750","1.1995","1.1995","1.1995"
"3751","1.1995","1.1995","1.1995"
"3752","1.1365","1.1365","1.1365"
"3753","1.1365","1.1365","1.1365"
"3754","1.2722","1.2722","1.2722"
"3755","1.2722","1.2722","1.2722"
"3756","1.1417","1.1417","1.1417"
"3757","1.1417","1.1417","1.1417"
"3758","1.3148","1.3148","1.3148"
"3759","1.3148","1.3148","1.3148"
"3760","1.3347","1.3347","1.3347"
"3761","1.3347","1.3347","1.3347"
"3762","1.1164","1.1164","1.1164"
"3763","1.1164","1.1164","1.1164"
"3764","1.2976","1.2976","1.2976"
"3765","1.2976","1.2976","1.2976"
"3766","1.2084","1.2084","1.2084"
"3767","1.2084","1.2084","1.2084"
"3768","1.1771","1.1771","1.1771"
"3769","1.1771","1.1771","1.1771"
"3770","1.2301","1.2301","1.2301"
"3771","1.2301","1.2301","1.2301"
"3772","1.154","1.154","1.154"
"3773","1.154","1.154","1.154"
"3774","1.1624","1.1624","1.1624"
"3775","1.1624","1.1624","1.1624"
"3776","1.2873","1.2873","1.2873"
"3777","1.2873","1.2873","1.2873"
"3778","1.2243","1.2243","1.2243"
"3779","1.2243","1.2243","1.2243"
"3780","1.3161","1.3161","1.3161"
"3781","1.3161","1.3161","1.3161"
"3782","1.2427","1.2427","1.2427"
"3783","1.2427","1.2427","1.2427"
"3784","1.29","1.29","1.29"
"3785","1.29","1.29","1.29"
"3786","1.2178","1.2178","1.2178"
"3787","1.2178","1.2178","1.2178"
"3788","1.3825","1.3825","1.3825"
"3789","1.3825","1.3825","1.3825"
"3790","1.2002","1.2002","1.2002"
"3791","1.2002","1.2002","1.2002"
"3792","1.1784","1.1784","1.1784"
"3793","1.1784","1.1784","1.1784"
"3794","1.1969","1.1969","1.1969"
"3795","1.1969","1.1969","1.1969"
"3796","1.1997","1.1997","1.1997"
"3797","1.1997","1.1997","1.1997"
"3798","1.2717","1.2717","1.2717"
"3799","1.2717","1.2717","1.2717"
"3800","1.2306","1.2306","1.2306"
"3801","1.2306","1.2306","1.2306"
"3802","1.1459","1.1459","1.1459"
"3803","1.1459","1.1459","1.1459"
"3804","1.1747","1.1747","1.1747"
"3805","1.1747","1.1747","1.1747"
"3806","1.1747","1.1747","1.1747"
"3807","1.1747","1.1747","1.1747"
"3808","1.2032","1.2032","1.2032"
"3809","1.2032","1.2032","1.2032"
"3810","1.1741","1.1741","1.1741"
"3811","1.1741","1.1741","1.1741"
"3812","1.2133","1.2133","1.2133"
"3813","1.2133","1.2133","1.2133"
"3814","1.1527","1.1527","1.1527"
"3815","1.1527","1.1527","1.1527"
"3816","1.1809","1.1809","1.1809"
"3817","1.1809","1.1809","1.1809"
"3818","1.1686","1.1686","1.1686"
"3819","1.1686","1.1686","1.1686"
"3820","1.1586","1.1586","1.1586"
"3821","1.1586","1.1586","1.1586"
"3822","1.2118","1.2118","1.2118"
"3823","1.2118","1.2118","1.2118"
"3824","1.0906","1.0906","1.0906"
"3825","1.0906","1.0906","1.0906"
"3826","1.1875","1.1875","1.1875"
"3827","1.1875","1.1875","1.1875"
"3828","1.1595","1.1595","1.1595"
"3829","1.1595","1.1595","1.1595"
"3830","1.2325","1.2325","1.2325"
"3831","1.2325","1.2325","1.2325"
"3832","1.2707","1.2707","1.2707"
"3833","1.2707","1.2707","1.2707"
"3834","1.1846","1.1846","1.1846"
"3835","1.1846","1.1846","1.1846"
"3836","0.9969","0.9969","0.9969"
"3837","0.9969","0.9969","0.9969"
"3838","1.3118","1.3118","1.3118"
"3839","1.3118","1.3118","1.3118"
"3840","1.3703","1.3703","1.3703"
"3841","1.3703","1.3703","1.3703"
"3842","1.222","1.222","1.222"
"3843","1.222","1.222","1.222"
"3844","1.2408","1.2408","1.2408"
"3845","1.2408","1.2408","1.2408"
"3846","1.2342","1.2342","1.2342"
"3847","1.2342","1.2342","1.2342"
"3848","1.0993","1.0993","1.0993"
"3849","1.0993","1.0993","1.0993"
"3850","1.2202","1.2202","1.2202"
"3851","1.2202","1.2202","1.2202"
"3852","1.2397","1.2397","1.2397"
"3853","1.2397","1.2397","1.2397"
"3854","1.1383","1.1383","1.1383"
"3855","1.1383","1.1383","1.1383"
"3856","1.1274","1.1274","1.1274"
"3857","1.1274","1.1274","1.1274"
"3858","1.2096","1.2096","1.2096"
"3859","1.2096","1.2096","1.2096"
"3860","1.3798","1.3798","1.3798"
"3861","1.3798","1.3798","1.3798"
"3862","1.156","1.156","1.156"
"3863","1.156","1.156","1.156"
"3864","1.3257","1.3257","1.3257"
"3865","1.3257","1.3257","1.3257"
"3866","1.1836","1.1836","1.1836"
"3867","1.1836","1.1836","1.1836"
"3868","1.213","1.213","1.213"
"3869","1.213","1.213","1.213"
"3870","1.1147","1.1147","1.1147"
"3871","1.1147","1.1147","1.1147"
"3872","1.1811","1.1811","1.1811"
"3873","1.1811","1.1811","1.1811"
"3874","1.259","1.259","1.259"
"3875","1.259","1.259","1.259"
"3876","1.1003","1.1003","1.1003"
"3877","1.1003","1.1003","1.1003"
"3878","1.2098","1.2098","1.2098"
"3879","1.2098","1.2098","1.2098"
"3880","1.2175","1.2175","1.2175"
"3881","1.2175","1.2175","1.2175"
"3882","1.2049","1.2049","1.2049"
"3883","1.2049","1.2049","1.2049"
"3884","1.272","1.272","1.272"
"3885","1.272","1.272","1.272"
"3886","1.2065","1.2065","1.2065"
"3887","1.2065","1.2065","1.2065"
"3888","1.1873","1.1873","1.1873"
"3889","1.1873","1.1873","1.1873"
"3890","1.2603","1.2603","1.2603"
"3891","1.2603","1.2603","1.2603"
"3892","1.1751","1.1751","1.1751"
"3893","1.1751","1.1751","1.1751"
"3894","1.2045","1.2045","1.2045"
"3895","1.2045","1.2045","1.2045"
"3896","1.2289","1.2289","1.2289"
"3897","1.2289","1.2289","1.2289"
"3898","1.281","1.281","1.281"
"3899","1.281","1.281","1.281"
"3900","1.4126","1.4126","1.4126"
"3901","1.4126","1.4126","1.4126"
"3902","1.1656","1.1656","1.1656"
"3903","1.1656","1.1656","1.1656"
"3904","1.0689","1.0689","1.0689"
"3905","1.0689","1.0689","1.0689"
"3906","1.1591","1.1591","1.1591"
"3907","1.1591","1.1591","1.1591"
"3908","1.1843","1.1843","1.1843"
"3909","1.1843","1.1843","1.1843"
"3910","1.1579","1.1579","1.1579"
"3911","1.1579","1.1579","1.1579"
"3912","1.126","1.126","1.126"
"3913","1.126","1.126","1.126"
"3914","1.2094","1.2094","1.2094"
"3915","1.2094","1.2094","1.2094"
"3916","1.1456","1.1456","1.1456"
"3917","1.1456","1.1456","1.1456"
"3918","1.2246","1.2246","1.2246"
"3919","1.2246","1.2246","1.2246"
"3920","1.227","1.227","1.227"
"3921","1.227","1.227","1.227"
"3922","1.1591","1.1591","1.1591"
"3923","1.1591","1.1591","1.1591"
"3924","1.2661","1.2661","1.2661"
"3925","1.2661","1.2661","1.2661"
"3926","1.1505","1.1505","1.1505"
"3927","1.1505","1.1505","1.1505"
"3928","1.2376","1.2376","1.2376"
"3929","1.2376","1.2376","1.2376"
"3930","1.0693","1.0693","1.0693"
"3931","1.0693","1.0693","1.0693"
"3932","1.2055","1.2055","1.2055"
"3933","1.2055","1.2055","1.2055"
"3934","1.1732","1.1732","1.1732"
"3935","1.1732","1.1732","1.1732"
"3936","1.2903","1.2903","1.2903"
"3937","1.2903","1.2903","1.2903"
"3938","1.2237","1.2237","1.2237"
"3939","1.2237","1.2237","1.2237"
"3940","1.1561","1.1561","1.1561"
"3941","1.1561","1.1561","1.1561"
"3942","1.1102","1.1102","1.1102"
"3943","1.1102","1.1102","1.1102"
"3944","1.3131","1.3131","1.3131"
"3945","1.3131","1.3131","1.3131"
"3946","1.1329","1.1329","1.1329"
"3947","1.1329","1.1329","1.1329"
"3948","1.2382","1.2382","1.2382"
"3949","1.2382","1.2382","1.2382"
"3950","1.3687","1.3687","1.3687"
"3951","1.3687","1.3687","1.3687"
"3952","1.2028","1.2028","1.2028"
"3953","1.2028","1.2028","1.2028"
"3954","1.1448","1.1448","1.1448"
"3955","1.1448","1.1448","1.1448"
"3956","1.2485","1.2485","1.2485"
"3957","1.2485","1.2485","1.2485"
"3958","1.2846","1.2846","1.2846"
"3959","1.2846","1.2846","1.2846"
"3960","1.1874","1.1874","1.1874"
"3961","1.1874","1.1874","1.1874"
"3962","1.3171","1.3171","1.3171"
"3963","1.3171","1.3171","1.3171"
"3964","1.205","1.205","1.205"
"3965","1.205","1.205","1.205"
"3966","1.2398","1.2398","1.2398"
"3967","1.2398","1.2398","1.2398"
"3968","1.1846","1.1846","1.1846"
"3969","1.1846","1.1846","1.1846"
"3970","1.1869","1.1869","1.1869"
"3971","1.1869","1.1869","1.1869"
"3972","1.2525","1.2525","1.2525"
"3973","1.2525","1.2525","1.2525"
"3974","1.2331","1.2331","1.2331"
"3975","1.2331","1.2331","1.2331"
"3976","1.1368","1.1368","1.1368"
"3977","1.1368","1.1368","1.1368"
"3978","1.1779","1.1779","1.1779"
"3979","1.1779","1.1779","1.1779"
"3980","1.106","1.106","1.106"
"3981","1.106","1.106","1.106"
"3982","1.3828","1.3828","1.3828"
"3983","1.3828","1.3828","1.3828"
"3984","1.3247","1.3247","1.3247"
"3985","1.3247","1.3247","1.3247"
"3986","1.1648","1.1648","1.1648"
"3987","1.1648","1.1648","1.1648"
"3988","1.2369","1.2369","1.2369"
"3989","1.2369","1.2369","1.2369"
"3990","1.3408","1.3408","1.3408"
"3991","1.3408","1.3408","1.3408"
"3992","1.3713","1.3713","1.3713"
"3993","1.3713","1.3713","1.3713"
"3994","1.263","1.263","1.263"
"3995","1.263","1.263","1.263"
"3996","1.2375","1.2375","1.2375"
"3997","1.2375","1.2375","1.2375"
"3998","1.2483","1.2483","1.2483"
"3999","1.2483","1.2483","1.2483"
"4000","1.1783","1.1783","1.1783"
"4001","1.1783","1.1783","1.1783"
"4002","1.1995","1.1995","1.1995"
"4003","1.1995","1.1995","1.1995"
"4004","1.2091","1.2091","1.2091"
"4005","1.2091","1.2091","1.2091"
"4008","1.2544","1.2544","1.2544"
"4009","1.2544","1.2544","1.2544"
"4010","1.3392","1.3392","1.3392"
"4011","1.3392","1.3392","1.3392"
"4012","1.1402","1.1402","1.1402"
"4013","1.1402","1.1402","1.1402"
"4014","1.1775","1.1775","1.1775"
"4015","1.1775","1.1775","1.1775"
"4016","1.2115","1.2115","1.2115"
"4017","1.2115","1.2115","1.2115"
"4018","1.2316","1.2316","1.2316"
"4019","1.2316","1.2316","1.2316"
"4020","1.354","1.354","1.354"
"4021","1.354","1.354","1.354"
"4022","1.1681","1.1681","1.1681"
"4023","1.1681","1.1681","1.1681"
"4024","1.3878","1.3878","1.3878"
"4025","1.3878","1.3878","1.3878"
"4026","1.1842","1.1842","1.1842"
"4027","1.1842","1.1842","1.1842"
"4028","1.1941","1.1941","1.1941"
"4029","1.1941","1.1941","1.1941"
"4030","1.1379","1.1379","1.1379"
"4031","1.1379","1.1379","1.1379"
"4032","1.2323","1.2323","1.2323"
"4033","1.2323","1.2323","1.2323"
"4034","1.3174","1.3174","1.3174"
"4035","1.3174","1.3174","1.3174"
"4036","1.1417","1.1417","1.1417"
"4037","1.1417","1.1417","1.1417"
"4038","1.1687","1.1687","1.1687"
"4039","1.1687","1.1687","1.1687"
"4040","1.2417","1.2417","1.2417"
"4041","1.2417","1.2417","1.2417"
"4042","1.2827","1.2827","1.2827"
"4043","1.2827","1.2827","1.2827"
"4044","1.2478","1.2478","1.2478"
"4045","1.2478","1.2478","1.2478"
"4046","1.2071","1.2071","1.2071"
"4047","1.2071","1.2071","1.2071"
"4048","1.145","1.145","1.145"
"4049","1.145","1.145","1.145"
"4050","1.2315","1.2315","1.2315"
"4051","1.2315","1.2315","1.2315"
"4052","1.2568","1.2568","1.2568"
"4053","1.2568","1.2568","1.2568"
"4054","1.1644","1.1644","1.1644"
"4055","1.1644","1.1644","1.1644"
"4056","1.061","1.061","1.061"
"4057","1.061","1.061","1.061"
"4058","1.2291","1.2291","1.2291"
"4059","1.2291","1.2291","1.2291"
"4060","1.304","1.304","1.304"
"4061","1.304","1.304","1.304"
"4062","1.1585","1.1585","1.1585"
"4063","1.1585","1.1585","1.1585"
"4064","1.2797","1.2797","1.2797"
"4065","1.2797","1.2797","1.2797"
"4066","1.2197","1.2197","1.2197"
"4067","1.2197","1.2197","1.2197"
"4068","1.1454","1.1454","1.1454"
"4069","1.1454","1.1454","1.1454"
"4070","1.2287","1.2287","1.2287"
"4071","1.2287","1.2287","1.2287"
"4072","1.1828","1.1828","1.1828"
"4073","1.1828","1.1828","1.1828"
"4074","1.2237","1.2237","1.2237"
"4075","1.2237","1.2237","1.2237"
"4076","1.2482","1.2482","1.2482"
"4077","1.2482","1.2482","1.2482"
"4078","1.0823","1.0823","1.0823"
"4079","1.0823","1.0823","1.0823"
"4080","1.0939","1.0939","1.0939"
"4081","1.0939","1.0939","1.0939"
"4082","1.2295","1.2295","1.2295"
"4083","1.2295","1.2295","1.2295"
"4084","1.1277","1.1277","1.1277"
"4085","1.1277","1.1277","1.1277"
"4086","1.0803","1.0803","1.0803"
"4087","1.0803","1.0803","1.0803"
"4088","1.2453","1.2453","1.2453"
"4089","1.2453","1.2453","1.2453"
"4090","1.2431","1.2431","1.2431"
"4091","1.2431","1.2431","1.2431"
"4092","1.2579","1.2579","1.2579"
"4093","1.2579","1.2579","1.2579"
"4094","1.2072","1.2072","1.2072"
"4095","1.2072","1.2072","1.2072"
"4096","1.182","1.182","1.182"
"4097","1.182","1.182","1.182"
"4098","1.1913","1.1913","1.1913"
"4099","1.1913","1.1913","1.1913"
"4100","1.15","1.15","1.15"
"4101","1.15","1.15","1.15"
"4102","1.2087","1.2087","1.2087"
"4103","1.2087","1.2087","1.2087"
"4104","1.3441","1.3441","1.3441"
"4105","1.3441","1.3441","1.3441"
"4106","1.1207","1.1207","1.1207"
"4107","1.1207","1.1207","1.1207"
"4108","1.1609","1.1609","1.1609"
"4109","1.1609","1.1609","1.1609"
"4110","1.1844","1.1844","1.1844"
"4111","1.1844","1.1844","1.1844"
"4112","1.1639","1.1639","1.1639"
"4113","1.1639","1.1639","1.1639"
"4114","1.2075","1.2075","1.2075"
"4115","1.2075","1.2075","1.2075"
"4116","1.2725","1.2725","1.2725"
"4117","1.2725","1.2725","1.2725"
"4118","1.135","1.135","1.135"
"4119","1.135","1.135","1.135"
"4120","1.1601","1.1601","1.1601"
"4121","1.1601","1.1601","1.1601"
"4122","1.1884","1.1884","1.1884"
"4123","1.1884","1.1884","1.1884"
"4124","1.0957","1.0957","1.0957"
"4125","1.0957","1.0957","1.0957"
"4126","1.1772","1.1772","1.1772"
"4127","1.1772","1.1772","1.1772"
"4128","1.2359","1.2359","1.2359"
"4129","1.2359","1.2359","1.2359"
"4130","1.2143","1.2143","1.2143"
"4131","1.2143","1.2143","1.2143"
"4132","1.135","1.135","1.135"
"4133","1.135","1.135","1.135"
"4134","1.1224","1.1224","1.1224"
"4135","1.1224","1.1224","1.1224"
"4136","1.2641","1.2641","1.2641"
"4137","1.2641","1.2641","1.2641"
"4138","1.2777","1.2777","1.2777"
"4139","1.2777","1.2777","1.2777"
"4140","1.2023","1.2023","1.2023"
"4141","1.2023","1.2023","1.2023"
"4142","1.2887","1.2887","1.2887"
"4143","1.2887","1.2887","1.2887"
"4144","1.3298","1.3298","1.3298"
"4145","1.3298","1.3298","1.3298"
"4146","1.1771","1.1771","1.1771"
"4147","1.1771","1.1771","1.1771"
"4148","1.2492","1.2492","1.2492"
"4149","1.2492","1.2492","1.2492"
"4150","1.2222","1.2222","1.2222"
"4151","1.2222","1.2222","1.2222"
"4152","1.193","1.193","1.193"
"4153","1.193","1.193","1.193"
"4154","1.1897","1.1897","1.1897"
"4155","1.1897","1.1897","1.1897"
"4156","1.117","1.117","1.117"
"4157","1.117","1.117","1.117"
"4158","1.2434","1.2434","1.2434"
"4159","1.2434","1.2434","1.2434"
"4160","1.2197","1.2197","1.2197"
"4161","1.2197","1.2197","1.2197"
"4162","1.2029","1.2029","1.2029"
"4163","1.2029","1.2029","1.2029"
"4164","1.1099","1.1099","1.1099"
"4165","1.1099","1.1099","1.1099"
"4166","1.3395","1.3395","1.3395"
"4167","1.3395","1.3395","1.3395"
"4168","1.1403","1.1403","1.1403"
"4169","1.1403","1.1403","1.1403"
"4170","1.1595","1.1595","1.1595"
"4171","1.1595","1.1595","1.1595"
"4172","1.1616","1.1616","1.1616"
"4173","1.1616","1.1616","1.1616"
"4174","1.1909","1.1909","1.1909"
"4175","1.1909","1.1909","1.1909"
"4176","1.1974","1.1974","1.1974"
"4177","1.1974","1.1974","1.1974"
"4178","1.2248","1.2248","1.2248"
"4179","1.2248","1.2248","1.2248"
"4180","1.1873","1.1873","1.1873"
"4181","1.1873","1.1873","1.1873"
"4182","1.2239","1.2239","1.2239"
"4183","1.2239","1.2239","1.2239"
"4184","1.1814","1.1814","1.1814"
"4185","1.1814","1.1814","1.1814"
"4186","1.2324","1.2324","1.2324"
"4187","1.2324","1.2324","1.2324"
"4188","1.2977","1.2977","1.2977"
"4189","1.2977","1.2977","1.2977"
"4190","1.1584","1.1584","1.1584"
