"Step","autumn-energy-2 - tok per sec","autumn-energy-2 - tok per sec__MIN","autumn-energy-2 - tok per sec__MAX"
"4158","1173274.8296806049","1173274.8296806049","1173274.8296806049"
"4159","1161169.1278819686","1161169.1278819686","1161169.1278819686"
"4162","1155633.8290499833","1155633.8290499833","1155633.8290499833"
"4164","1161203.4648550886","1161203.4648550886","1161203.4648550886"
"4167","1158624.0473602987","1158624.0473602987","1158624.0473602987"
"4171","1158134.057498457","1158134.057498457","1158134.057498457"
"4172","1158882.9390689088","1158882.9390689088","1158882.9390689088"
"4173","1160015.7281234637","1160015.7281234637","1160015.7281234637"
"4174","1163346.7930015828","1163346.7930015828","1163346.7930015828"
"4176","1191243.9649163673","1191243.9649163673","1191243.9649163673"
"4177","1153245.970526722","1153245.970526722","1153245.970526722"
"4178","1167990.3160084153","1167990.3160084153","1167990.3160084153"
"4181","1165163.3386753309","1165163.3386753309","1165163.3386753309"
"4182","545986.8665482176","545986.8665482176","545986.8665482176"
"4187","1157938.9092594113","1157938.9092594113","1157938.9092594113"
"4188","1160648.1909079824","1160648.1909079824","1160648.1909079824"
"4189","1173308.634292797","1173308.634292797","1173308.634292797"
"4190","1149820.289826943","1149820.289826943","1149820.289826943"
"4191","1163307.4059164587","1163307.4059164587","1163307.4059164587"
"4192","1160410.5538471767","1160410.5538471767","1160410.5538471767"
"4193","675534.4101276867","675534.4101276867","675534.4101276867"
"4195","1155788.1064680351","1155788.1064680351","1155788.1064680351"
"4196","1162654.2155693562","1162654.2155693562","1162654.2155693562"
"4203","1166508.2811409063","1166508.2811409063","1166508.2811409063"
"4205","1179651.8672001776","1179651.8672001776","1179651.8672001776"
"4207","1167113.1559976987","1167113.1559976987","1167113.1559976987"
"4208","1159728.8064581286","1159728.8064581286","1159728.8064581286"
"4210","1164615.99089925","1164615.99089925","1164615.99089925"
"4212","1166586.2543491882","1166586.2543491882","1166586.2543491882"
"4214","1158948.9016727372","1158948.9016727372","1158948.9016727372"
"4218","1161194.8804214264","1161194.8804214264","1161194.8804214264"
"4219","1160966.826239579","1160966.826239579","1160966.826239579"
"4220","1187565.4493675295","1187565.4493675295","1187565.4493675295"
"4222","1193473.8217634351","1193473.8217634351","1193473.8217634351"
"4224","1194971.3136839885","1194971.3136839885","1194971.3136839885"
"4225","1191458.247958315","1191458.247958315","1191458.247958315"
"4226","1198336.65413776","1198336.65413776","1198336.65413776"
"4227","1195355.2083842491","1195355.2083842491","1195355.2083842491"
"4230","1196505.7697477136","1196505.7697477136","1196505.7697477136"
"4233","1198353.6329523602","1198353.6329523602","1198353.6329523602"
"4236","1200722.3125874663","1200722.3125874663","1200722.3125874663"
"4238","1198972.3816999167","1198972.3816999167","1198972.3816999167"
"4240","1200610.8667248676","1200610.8667248676","1200610.8667248676"
"4241","1197898.6364865499","1197898.6364865499","1197898.6364865499"
"4242","1204678.2302603864","1204678.2302603864","1204678.2302603864"
"4243","1206632.2123781927","1206632.2123781927","1206632.2123781927"
"4244","1194713.573602053","1194713.573602053","1194713.573602053"
"4248","1200959.0397846925","1200959.0397846925","1200959.0397846925"
"4249","1196792.2907320056","1196792.2907320056","1196792.2907320056"
"4250","1204800.3337420516","1204800.3337420516","1204800.3337420516"
"4251","1205344.4900344992","1205344.4900344992","1205344.4900344992"
"4253","1204367.4730852183","1204367.4730852183","1204367.4730852183"
"4256","1205189.9102458146","1205189.9102458146","1205189.9102458146"
"4259","1205692.1090517514","1205692.1090517514","1205692.1090517514"
"4260","1203073.388096757","1203073.388096757","1203073.388096757"
"4262","1206256.9215332412","1206256.9215332412","1206256.9215332412"
"4264","1202478.0166223466","1202478.0166223466","1202478.0166223466"
"4265","1205988.9995398754","1205988.9995398754","1205988.9995398754"
"4266","1200196.7316963747","1200196.7316963747","1200196.7316963747"
"4267","1201992.9452954144","1201992.9452954144","1201992.9452954144"
"4269","1202682.5474242412","1202682.5474242412","1202682.5474242412"
"4271","1206421.7030456476","1206421.7030456476","1206421.7030456476"
"4273","1203078.6536778584","1203078.6536778584","1203078.6536778584"
"4274","1198644.959858628","1198644.959858628","1198644.959858628"
"4276","1204911.89855834","1204911.89855834","1204911.89855834"
"4277","1206297.947259171","1206297.947259171","1206297.947259171"
"4283","1208644.357027239","1208644.357027239","1208644.357027239"
"4284","1207826.4876194976","1207826.4876194976","1207826.4876194976"
"4285","1206915.6554086427","1206915.6554086427","1206915.6554086427"
"4294","1203389.4045676873","1203389.4045676873","1203389.4045676873"
"4297","1193404.5183651561","1193404.5183651561","1193404.5183651561"
"4298","1196541.5773679193","1196541.5773679193","1196541.5773679193"
"4305","1196940.163178395","1196940.163178395","1196940.163178395"
"4306","1191333.0250123113","1191333.0250123113","1191333.0250123113"
"4308","1194202.9664969603","1194202.9664969603","1194202.9664969603"
"4310","1174402.0736079023","1174402.0736079023","1174402.0736079023"
"4311","1166265.1459338136","1166265.1459338136","1166265.1459338136"
"4312","1158947.6800747958","1158947.6800747958","1158947.6800747958"
"4314","1184607.9390797971","1184607.9390797971","1184607.9390797971"
"4316","1171527.7836953187","1171527.7836953187","1171527.7836953187"
"4317","1163850.4441807563","1163850.4441807563","1163850.4441807563"
"4319","1169279.6194707723","1169279.6194707723","1169279.6194707723"
"4323","1164079.632766669","1164079.632766669","1164079.632766669"
"4324","1168400.5225877753","1168400.5225877753","1168400.5225877753"
"4325","1143115.1849482588","1143115.1849482588","1143115.1849482588"
"4327","1160860.1864810577","1160860.1864810577","1160860.1864810577"
"4328","1157823.0711061175","1157823.0711061175","1157823.0711061175"
"4330","1194773.291884538","1194773.291884538","1194773.291884538"
"4332","1163690.3121832167","1163690.3121832167","1163690.3121832167"
"4333","1159882.3438933026","1159882.3438933026","1159882.3438933026"
"4336","1171195.8403824482","1171195.8403824482","1171195.8403824482"
"4339","1163255.099067131","1163255.099067131","1163255.099067131"
"4342","1162680.034024554","1162680.034024554","1162680.034024554"
"4344","1145158.8028150091","1145158.8028150091","1145158.8028150091"
"4345","1157808.4405669884","1157808.4405669884","1157808.4405669884"
"4347","1187495.5479118875","1187495.5479118875","1187495.5479118875"
"4350","1154687.8073041239","1154687.8073041239","1154687.8073041239"
"4351","1168028.7800267597","1168028.7800267597","1168028.7800267597"
"4354","1166161.2411939583","1166161.2411939583","1166161.2411939583"
"4356","1165949.159826663","1165949.159826663","1165949.159826663"
"4357","1184595.1763148112","1184595.1763148112","1184595.1763148112"
"4358","1167098.2897345265","1167098.2897345265","1167098.2897345265"
"4359","1159302.0514273392","1159302.0514273392","1159302.0514273392"
"4360","1164034.0342970875","1164034.0342970875","1164034.0342970875"
"4361","1160379.937592377","1160379.937592377","1160379.937592377"
"4363","1155454.093149948","1155454.093149948","1155454.093149948"
"4365","1162385.648707408","1162385.648707408","1162385.648707408"
"4366","1169349.8800096994","1169349.8800096994","1169349.8800096994"
"4367","1182267.3893629317","1182267.3893629317","1182267.3893629317"
"4369","1157534.7957133239","1157534.7957133239","1157534.7957133239"
"4370","1160367.6915428084","1160367.6915428084","1160367.6915428084"
"4373","1159300.2179145047","1159300.2179145047","1159300.2179145047"
"4375","1187112.8390655864","1187112.8390655864","1187112.8390655864"
"4376","1188912.4974802784","1188912.4974802784","1188912.4974802784"
"4377","1193859.3473485908","1193859.3473485908","1193859.3473485908"
"4383","1201895.058318895","1201895.058318895","1201895.058318895"
"4384","592192.7936236672","592192.7936236672","592192.7936236672"
"4386","1197355.31322952","1197355.31322952","1197355.31322952"
"4387","1190739.5424511214","1190739.5424511214","1190739.5424511214"
"4388","1197621.3691472253","1197621.3691472253","1197621.3691472253"
"4392","1204804.9543597973","1204804.9543597973","1204804.9543597973"
"4394","1180247.014957688","1180247.014957688","1180247.014957688"
"4395","1191845.056118561","1191845.056118561","1191845.056118561"
"4397","1153619.8600730042","1153619.8600730042","1153619.8600730042"
"4401","1176694.5536324107","1176694.5536324107","1176694.5536324107"
"4410","1152775.02124512","1152775.02124512","1152775.02124512"
"4412","1158838.3574875765","1158838.3574875765","1158838.3574875765"
"4416","1157784.6667294956","1157784.6667294956","1157784.6667294956"
"4417","1166385.7728706524","1166385.7728706524","1166385.7728706524"
"4421","1160695.3624149808","1160695.3624149808","1160695.3624149808"
"4423","1162507.3180896174","1162507.3180896174","1162507.3180896174"
"4425","1145096.1894330455","1145096.1894330455","1145096.1894330455"
"4431","1115832.3496379799","1115832.3496379799","1115832.3496379799"
"4432","1129216.2251876744","1129216.2251876744","1129216.2251876744"
"4433","1118396.877448597","1118396.877448597","1118396.877448597"
"4436","1157373.3510904142","1157373.3510904142","1157373.3510904142"
"4439","1126117.2745034178","1126117.2745034178","1126117.2745034178"
"4442","1145025.2358768696","1145025.2358768696","1145025.2358768696"
"4444","1119080.9971735743","1119080.9971735743","1119080.9971735743"
"4449","1126941.3809892791","1126941.3809892791","1126941.3809892791"
"4451","1145255.4197517233","1145255.4197517233","1145255.4197517233"
"4454","1192177.175254155","1192177.175254155","1192177.175254155"
"4457","1167739.7415238868","1167739.7415238868","1167739.7415238868"
"4459","1157266.1523765016","1157266.1523765016","1157266.1523765016"
"4460","1154418.0595230346","1154418.0595230346","1154418.0595230346"
"4461","1159250.7152601434","1159250.7152601434","1159250.7152601434"
"4462","1172552.877924086","1172552.877924086","1172552.877924086"
"4463","1163461.8924240333","1163461.8924240333","1163461.8924240333"
"4467","1153275.6066443496","1153275.6066443496","1153275.6066443496"
"4468","1191414.3523829388","1191414.3523829388","1191414.3523829388"
"4471","1157736.512460672","1157736.512460672","1157736.512460672"
"4472","1159860.9318516385","1159860.9318516385","1159860.9318516385"
"4473","1185997.532866454","1185997.532866454","1185997.532866454"
"4474","1161586.2142736781","1161586.2142736781","1161586.2142736781"
"4475","1160092.2237461351","1160092.2237461351","1160092.2237461351"
"4476","1166980.6118501143","1166980.6118501143","1166980.6118501143"
"4477","1186690.6712486078","1186690.6712486078","1186690.6712486078"
"4478","1160873.6685870062","1160873.6685870062","1160873.6685870062"
"4483","1159305.7184704074","1159305.7184704074","1159305.7184704074"
"4485","1160417.2896400476","1160417.2896400476","1160417.2896400476"
"4486","1172524.118364498","1172524.118364498","1172524.118364498"
"4487","1166817.7600371002","1166817.7600371002","1166817.7600371002"
"4488","1173209.7299896232","1173209.7299896232","1173209.7299896232"
"4490","1161894.9283754039","1161894.9283754039","1161894.9283754039"
"4492","1163756.2073231721","1163756.2073231721","1163756.2073231721"
"4494","1170059.1757166602","1170059.1757166602","1170059.1757166602"
"4496","1181950.2970979908","1181950.2970979908","1181950.2970979908"
"4498","1192356.8810312613","1192356.8810312613","1192356.8810312613"
"4499","1190637.0331046656","1190637.0331046656","1190637.0331046656"
"4500","1190607.3796042828","1190607.3796042828","1190607.3796042828"
"4501","1194391.0682609817","1194391.0682609817","1194391.0682609817"
"4503","271307.80149756867","271307.80149756867","271307.80149756867"
"4504","1194456.593478412","1194456.593478412","1194456.593478412"
"4505","1195078.4675940971","1195078.4675940971","1195078.4675940971"
"4506","1199538.112098624","1199538.112098624","1199538.112098624"
"4512","1191981.3705700256","1191981.3705700256","1191981.3705700256"
"4514","1194960.274676022","1194960.274676022","1194960.274676022"
"4515","1199122.7550369166","1199122.7550369166","1199122.7550369166"
"4518","1198273.9672976565","1198273.9672976565","1198273.9672976565"
"4519","1197631.8051219322","1197631.8051219322","1197631.8051219322"
"4520","1197925.391420025","1197925.391420025","1197925.391420025"
"4521","1197290.1214820107","1197290.1214820107","1197290.1214820107"
"4522","1201287.7272477474","1201287.7272477474","1201287.7272477474"
"4523","1195637.9281004565","1195637.9281004565","1195637.9281004565"
"4524","1195061.5814600575","1195061.5814600575","1195061.5814600575"
"4525","1194309.3340082369","1194309.3340082369","1194309.3340082369"
"4526","1200118.7857000183","1200118.7857000183","1200118.7857000183"
"4527","1191805.0075615677","1191805.0075615677","1191805.0075615677"
"4529","1201940.3865473738","1201940.3865473738","1201940.3865473738"
"4532","1202698.9918284058","1202698.9918284058","1202698.9918284058"
"4533","1206382.654360487","1206382.654360487","1206382.654360487"
"4534","1199839.8351080662","1199839.8351080662","1199839.8351080662"
"4536","1196706.3200292997","1196706.3200292997","1196706.3200292997"
"4537","1206237.0713773228","1206237.0713773228","1206237.0713773228"
"4540","1208145.0063878824","1208145.0063878824","1208145.0063878824"
"4541","1208647.6785591797","1208647.6785591797","1208647.6785591797"
"4542","1197110.2290882189","1197110.2290882189","1197110.2290882189"
"4544","1199172.4519092762","1199172.4519092762","1199172.4519092762"
"4545","1202858.1969089224","1202858.1969089224","1202858.1969089224"
"4551","1195430.5872345236","1195430.5872345236","1195430.5872345236"
"4553","1196524.6498621753","1196524.6498621753","1196524.6498621753"
"4557","1197362.4847551612","1197362.4847551612","1197362.4847551612"
"4558","1193906.6642806884","1193906.6642806884","1193906.6642806884"
"4561","1195615.1755899175","1195615.1755899175","1195615.1755899175"
"4563","1193605.3260353561","1193605.3260353561","1193605.3260353561"
"4566","1197627.8916101034","1197627.8916101034","1197627.8916101034"
"4568","1162163.8826919214","1162163.8826919214","1162163.8826919214"
"4569","1169195.0693092996","1169195.0693092996","1169195.0693092996"
"4571","1174287.9348941925","1174287.9348941925","1174287.9348941925"
"4572","1163226.1784758354","1163226.1784758354","1163226.1784758354"
"4573","1162806.0691341443","1162806.0691341443","1162806.0691341443"
"4575","1191828.9071830374","1191828.9071830374","1191828.9071830374"
"4578","1160021.8474020322","1160021.8474020322","1160021.8474020322"
"4580","1177187.144305879","1177187.144305879","1177187.144305879"
"4582","1152171.0285503808","1152171.0285503808","1152171.0285503808"
"4583","1159112.0081216048","1159112.0081216048","1159112.0081216048"
"4586","1166762.0417175363","1166762.0417175363","1166762.0417175363"
"4590","1158826.1439543008","1158826.1439543008","1158826.1439543008"
"4591","1159083.9041117262","1159083.9041117262","1159083.9041117262"
"4594","1186232.3283741183","1186232.3283741183","1186232.3283741183"
"4595","1161583.7599482338","1161583.7599482338","1161583.7599482338"
"4597","1162268.9192028157","1162268.9192028157","1162268.9192028157"
"4599","1175175.2887416298","1175175.2887416298","1175175.2887416298"
"4601","1160941.6967160322","1160941.6967160322","1160941.6967160322"
"4603","1181004.479902728","1181004.479902728","1181004.479902728"
"4607","1166022.1120588954","1166022.1120588954","1166022.1120588954"
"4608","1183662.9624267686","1183662.9624267686","1183662.9624267686"
"4610","1175944.4919171382","1175944.4919171382","1175944.4919171382"
"4611","1159418.1857232263","1159418.1857232263","1159418.1857232263"
"4613","1158183.464829042","1158183.464829042","1158183.464829042"
"4615","1164408.7871171895","1164408.7871171895","1164408.7871171895"
"4617","1172592.2683058968","1172592.2683058968","1172592.2683058968"
"4618","1140995.958847788","1140995.958847788","1140995.958847788"
"4620","1160274.6300124363","1160274.6300124363","1160274.6300124363"
"4621","1154783.6132487305","1154783.6132487305","1154783.6132487305"
"4622","1158055.3804516632","1158055.3804516632","1158055.3804516632"
"4624","1162281.2054150421","1162281.2054150421","1162281.2054150421"
"4628","1187608.4204013739","1187608.4204013739","1187608.4204013739"
"4632","1195270.093697531","1195270.093697531","1195270.093697531"
"4633","1202130.2767177324","1202130.2767177324","1202130.2767177324"
"4636","1198905.706464754","1198905.706464754","1198905.706464754"
"4637","1192486.1992748633","1192486.1992748633","1192486.1992748633"
"4638","1190225.2395185241","1190225.2395185241","1190225.2395185241"
"4640","1200095.862333706","1200095.862333706","1200095.862333706"
"4641","1202294.5899786882","1202294.5899786882","1202294.5899786882"
"4642","1192819.969923246","1192819.969923246","1192819.969923246"
"4644","1194247.0677998227","1194247.0677998227","1194247.0677998227"
"4646","1194905.08269536","1194905.08269536","1194905.08269536"
"4647","1189336.8911484308","1189336.8911484308","1189336.8911484308"
"4649","1190608.0242298895","1190608.0242298895","1190608.0242298895"
"4650","1191650.006260025","1191650.006260025","1191650.006260025"
"4651","1200934.1167367704","1200934.1167367704","1200934.1167367704"
"4653","1196486.8902290657","1196486.8902290657","1196486.8902290657"
"4655","1199133.8710849292","1199133.8710849292","1199133.8710849292"
"4656","1195255.1511484438","1195255.1511484438","1195255.1511484438"
"4657","1191930.3297541472","1191930.3297541472","1191930.3297541472"
"4661","1185997.532866454","1185997.532866454","1185997.532866454"
"4662","1203753.687751019","1203753.687751019","1203753.687751019"
"4666","1192291.58597611","1192291.58597611","1192291.58597611"
"4668","1187752.1073340622","1187752.1073340622","1187752.1073340622"
"4673","1151465.160065579","1151465.160065579","1151465.160065579"
"4676","1169728.6862165502","1169728.6862165502","1169728.6862165502"
"4678","1166090.1265992473","1166090.1265992473","1166090.1265992473"
"4679","1179473.4398971042","1179473.4398971042","1179473.4398971042"
"4685","1175373.7774969882","1175373.7774969882","1175373.7774969882"
"4686","1154047.2863392474","1154047.2863392474","1154047.2863392474"
"4687","1154385.3346590162","1154385.3346590162","1154385.3346590162"
"4689","1156079.1590688168","1156079.1590688168","1156079.1590688168"
"4692","1163569.01073975","1163569.01073975","1163569.01073975"
"4693","1163995.8329241658","1163995.8329241658","1163995.8329241658"
"4697","1170069.1368673765","1170069.1368673765","1170069.1368673765"
"4699","1149244.6138166068","1149244.6138166068","1149244.6138166068"
"4700","1162724.9116872447","1162724.9116872447","1162724.9116872447"
"4701","1175847.0289734413","1175847.0289734413","1175847.0289734413"
"4702","1162190.9078163514","1162190.9078163514","1162190.9078163514"
"4704","1154651.4294643556","1154651.4294643556","1154651.4294643556"
"4706","1159626.6745865676","1159626.6745865676","1159626.6745865676"
"4707","1169807.090558283","1169807.090558283","1169807.090558283"
"4708","1152212.07999694","1152212.07999694","1152212.07999694"
"4710","1131144.0717422727","1131144.0717422727","1131144.0717422727"
"4711","1185024.7944830917","1185024.7944830917","1185024.7944830917"
"4716","1150239.4897530908","1150239.4897530908","1150239.4897530908"
"4717","1125122.222362527","1125122.222362527","1125122.222362527"
"4720","1127861.555843687","1127861.555843687","1127861.555843687"
"4721","1122808.2140042675","1122808.2140042675","1122808.2140042675"
"4726","1121719.429031975","1121719.429031975","1121719.429031975"
"4727","1119731.7436019643","1119731.7436019643","1119731.7436019643"
"4728","1147225.9001908372","1147225.9001908372","1147225.9001908372"
"4729","1128527.7695220667","1128527.7695220667","1128527.7695220667"
"4732","1113591.3196256873","1113591.3196256873","1113591.3196256873"
"4736","1115449.1654519779","1115449.1654519779","1115449.1654519779"
"4738","1105808.6551628248","1105808.6551628248","1105808.6551628248"
"4739","1122770.95079262","1122770.95079262","1122770.95079262"
"4743","1139021.4337595338","1139021.4337595338","1139021.4337595338"
"4744","1155446.200625164","1155446.200625164","1155446.200625164"
"4746","1134400.6881400927","1134400.6881400927","1134400.6881400927"
"4748","1160779.3004211804","1160779.3004211804","1160779.3004211804"
"4752","518530.4299281564","518530.4299281564","518530.4299281564"
"4753","1124954.1533860557","1124954.1533860557","1124954.1533860557"
"4754","1120775.5417416943","1120775.5417416943","1120775.5417416943"
"4756","1119769.9457495275","1119769.9457495275","1119769.9457495275"
"4760","1123610.2588016484","1123610.2588016484","1123610.2588016484"
"4761","1125630.7640244227","1125630.7640244227","1125630.7640244227"
"4765","539027.1522072549","539027.1522072549","539027.1522072549"
"4766","1129685.5282351612","1129685.5282351612","1129685.5282351612"
"4767","1138234.949888688","1138234.949888688","1138234.949888688"
"4769","1135735.9251072973","1135735.9251072973","1135735.9251072973"
"4772","1127814.7016205178","1127814.7016205178","1127814.7016205178"
"4774","1143791.812093481","1143791.812093481","1143791.812093481"
"4775","1138339.8302147086","1138339.8302147086","1138339.8302147086"
"4781","1159361.3381345181","1159361.3381345181","1159361.3381345181"
"4783","1165155.3129524267","1165155.3129524267","1165155.3129524267"
"4786","1156958.0666598622","1156958.0666598622","1156958.0666598622"
"4794","1155961.2620671564","1155961.2620671564","1155961.2620671564"
"4796","1154710.2414479356","1154710.2414479356","1154710.2414479356"
"4797","1157060.946607911","1157060.946607911","1157060.946607911"
"4799","1157880.37761139","1157880.37761139","1157880.37761139"
"4801","1178099.0833275295","1178099.0833275295","1178099.0833275295"
"4803","1184093.817335941","1184093.817335941","1184093.817335941"
"4804","1190720.8444617717","1190720.8444617717","1190720.8444617717"
"4806","1196934.2996985107","1196934.2996985107","1196934.2996985107"
"4810","1194304.7935444138","1194304.7935444138","1194304.7935444138"
"4811","1193644.8477600534","1193644.8477600534","1193644.8477600534"
"4812","1198601.839772775","1198601.839772775","1198601.839772775"
"4813","1197169.5354617573","1197169.5354617573","1197169.5354617573"
"4817","1192360.7601704749","1192360.7601704749","1192360.7601704749"
"4820","1196488.8432550898","1196488.8432550898","1196488.8432550898"
"4823","1194042.8023991373","1194042.8023991373","1194042.8023991373"
"4824","1200671.1760348787","1200671.1760348787","1200671.1760348787"
"4825","1199182.2609892522","1199182.2609892522","1199182.2609892522"
"4826","1195608.6750316706","1195608.6750316706","1195608.6750316706"
"4827","1203743.1448138596","1203743.1448138596","1203743.1448138596"
"4828","1199141.0639317015","1199141.0639317015","1199141.0639317015"
"4834","1197296.6403373084","1197296.6403373084","1197296.6403373084"
"4835","1201475.4418896895","1201475.4418896895","1201475.4418896895"
"4837","1201439.3383641366","1201439.3383641366","1201439.3383641366"
"4839","1203336.7236272858","1203336.7236272858","1203336.7236272858"
"4840","1203193.8497976917","1203193.8497976917","1203193.8497976917"
"4841","1201317.9151547465","1201317.9151547465","1201317.9151547465"
"4842","1205431.045606911","1205431.045606911","1205431.045606911"
"4843","1210271.433411834","1210271.433411834","1210271.433411834"
"4844","1201998.858442217","1201998.858442217","1201998.858442217"
"4845","1201063.3342847796","1201063.3342847796","1201063.3342847796"
"4848","1206307.2115189875","1206307.2115189875","1206307.2115189875"
"4850","1200933.4608810574","1200933.4608810574","1200933.4608810574"
"4852","1203546.8163551472","1203546.8163551472","1203546.8163551472"
"4854","1196318.953839659","1196318.953839659","1196318.953839659"
"4855","1198490.7871706707","1198490.7871706707","1198490.7871706707"
"4856","1197785.1044562145","1197785.1044562145","1197785.1044562145"
"4857","1197071.1291990269","1197071.1291990269","1197071.1291990269"
"4860","1199647.3955281284","1199647.3955281284","1199647.3955281284"
"4861","1196843.7488037131","1196843.7488037131","1196843.7488037131"
"4862","1199233.27079208","1199233.27079208","1199233.27079208"
"4866","1204940.9484094565","1204940.9484094565","1204940.9484094565"
"4868","1200677.0761840385","1200677.0761840385","1200677.0761840385"
"4872","1200813.4513449077","1200813.4513449077","1200813.4513449077"
"4875","1201509.578127621","1201509.578127621","1201509.578127621"
"4877","1200390.0028341787","1200390.0028341787","1200390.0028341787"
"4878","1204149.8406267865","1204149.8406267865","1204149.8406267865"
"4879","1198915.5111813091","1198915.5111813091","1198915.5111813091"
"4881","1204011.3881912862","1204011.3881912862","1204011.3881912862"
"4882","1204777.891245702","1204777.891245702","1204777.891245702"
"4888","1202446.455364227","1202446.455364227","1202446.455364227"
"4889","1197178.6600407874","1197178.6600407874","1197178.6600407874"
"4890","1198692.0034908333","1198692.0034908333","1198692.0034908333"
"4891","1196994.240200836","1196994.240200836","1196994.240200836"
"4892","1199341.8445627957","1199341.8445627957","1199341.8445627957"
"4893","1202814.1152501432","1202814.1152501432","1202814.1152501432"
"4895","1200316.617987856","1200316.617987856","1200316.617987856"
"4899","1199591.115347185","1199591.115347185","1199591.115347185"
"4900","1198040.2554441064","1198040.2554441064","1198040.2554441064"
"4902","1200249.7931662353","1200249.7931662353","1200249.7931662353"
"4903","1198638.4263128603","1198638.4263128603","1198638.4263128603"
"4904","1200682.3208097504","1200682.3208097504","1200682.3208097504"
"4905","1197658.548137304","1197658.548137304","1197658.548137304"
"4906","1205947.3334817672","1205947.3334817672","1205947.3334817672"
"4907","1199393.522117368","1199393.522117368","1199393.522117368"
"4908","1198582.894049445","1198582.894049445","1198582.894049445"
"4912","1197238.6250205527","1197238.6250205527","1197238.6250205527"
"4917","1202881.883910818","1202881.883910818","1202881.883910818"
"4919","1199318.2967744188","1199318.2967744188","1199318.2967744188"
"4922","1200980.0284168858","1200980.0284168858","1200980.0284168858"
"4924","1197352.7054233134","1197352.7054233134","1197352.7054233134"
"4927","1205501.092039775","1205501.092039775","1205501.092039775"
"4929","1197624.6303697838","1197624.6303697838","1197624.6303697838"
"4933","1200403.1082152775","1200403.1082152775","1200403.1082152775"
"4935","1200374.9319996703","1200374.9319996703","1200374.9319996703"
"4937","1201027.9114798813","1201027.9114798813","1201027.9114798813"
"4938","1204945.5701058302","1204945.5701058302","1204945.5701058302"
"4940","1201089.5747466898","1201089.5747466898","1201089.5747466898"
"4941","1202549.693132688","1202549.693132688","1202549.693132688"
"4942","556937.2411439304","556937.2411439304","556937.2411439304"
"4943","1196158.8723436198","1196158.8723436198","1196158.8723436198"
"4946","1193188.88731945","1193188.88731945","1193188.88731945"
"4948","1193328.7472253637","1193328.7472253637","1193328.7472253637"
"4951","1199632.3433345282","1199632.3433345282","1199632.3433345282"
"4952","1202741.0915522962","1202741.0915522962","1202741.0915522962"
"4956","1199491.0020318585","1199491.0020318585","1199491.0020318585"
"4959","1194999.8861811326","1194999.8861811326","1194999.8861811326"
"4963","1197198.8649607715","1197198.8649607715","1197198.8649607715"
"4964","1193434.311363122","1193434.311363122","1193434.311363122"
"4966","1182240.0580802215","1182240.0580802215","1182240.0580802215"
"4968","1187560.960035945","1187560.960035945","1187560.960035945"
"4969","1185254.094204875","1185254.094204875","1185254.094204875"
"4970","1155298.690965334","1155298.690965334","1155298.690965334"
"4972","1157891.961530381","1157891.961530381","1157891.961530381"
"4977","1166037.5692122674","1166037.5692122674","1166037.5692122674"
"4979","1151143.884424073","1151143.884424073","1151143.884424073"
"4980","1154348.3699146085","1154348.3699146085","1154348.3699146085"
"4981","1160995.6345927636","1160995.6345927636","1160995.6345927636"
"4982","1182367.8267900532","1182367.8267900532","1182367.8267900532"
"4985","1151095.6784127087","1151095.6784127087","1151095.6784127087"
"4986","1183524.0849458836","1183524.0849458836","1183524.0849458836"
"4989","1150624.0751293588","1150624.0751293588","1150624.0751293588"
"4990","1143860.232864385","1143860.232864385","1143860.232864385"
"4991","1140191.375677419","1140191.375677419","1140191.375677419"
"4992","1152649.3386106188","1152649.3386106188","1152649.3386106188"
"4993","1126771.6134194569","1126771.6134194569","1126771.6134194569"
"4996","1126614.5950900821","1126614.5950900821","1126614.5950900821"
"4997","1157137.6619078415","1157137.6619078415","1157137.6619078415"
"4998","1136311.6486741363","1136311.6486741363","1136311.6486741363"
"5000","1142735.60191857","1142735.60191857","1142735.60191857"
"5001","1122195.6914836506","1122195.6914836506","1122195.6914836506"
"5003","271960.3166667986","271960.3166667986","271960.3166667986"
"5004","1135221.730129829","1135221.730129829","1135221.730129829"
"5005","1135341.8822375343","1135341.8822375343","1135341.8822375343"
"5008","1119890.8413616791","1119890.8413616791","1119890.8413616791"
"5011","1130915.4535478433","1130915.4535478433","1130915.4535478433"
"5012","1122737.1294034035","1122737.1294034035","1122737.1294034035"
"5017","1148632.3143844958","1148632.3143844958","1148632.3143844958"
"5019","1165075.6790782914","1165075.6790782914","1165075.6790782914"
"5020","1180149.4708982727","1180149.4708982727","1180149.4708982727"
"5022","1171617.6653737628","1171617.6653737628","1171617.6653737628"
"5024","1156946.5014192043","1156946.5014192043","1156946.5014192043"
"5025","1175982.2238460362","1175982.2238460362","1175982.2238460362"
"5029","1166554.692509196","1166554.692509196","1166554.692509196"
"5030","1161929.922233418","1161929.922233418","1161929.922233418"
"5032","1147946.3543311155","1147946.3543311155","1147946.3543311155"
"5033","1189669.5445393717","1189669.5445393717","1189669.5445393717"
"5034","1165473.3396431115","1165473.3396431115","1165473.3396431115"
"5035","1160585.0973540628","1160585.0973540628","1160585.0973540628"
"5036","1156866.1598141878","1156866.1598141878","1156866.1598141878"
"5037","1155098.4294987693","1155098.4294987693","1155098.4294987693"
"5038","1190433.356224347","1190433.356224347","1190433.356224347"
"5041","1169499.1339479832","1169499.1339479832","1169499.1339479832"
