"Step","denim-lake-75 - tok per sec","denim-lake-75 - tok per sec__MIN","denim-lake-75 - tok per sec__MAX"
"20153","1010226.1121665298","1010226.1121665298","1010226.1121665298"
"20154","1012335.1126469196","1012335.1126469196","1012335.1126469196"
"20156","1011675.6366045389","1011675.6366045389","1011675.6366045389"
"20157","1012801.8956534921","1012801.8956534921","1012801.8956534921"
"20164","1010055.8841064174","1010055.8841064174","1010055.8841064174"
"20166","1010655.9147835606","1010655.9147835606","1010655.9147835606"
"20167","1009942.9606981307","1009942.9606981307","1009942.9606981307"
"20169","1011570.3277986812","1011570.3277986812","1011570.3277986812"
"20173","1010044.7496905528","1010044.7496905528","1010044.7496905528"
"20174","1011443.7734978645","1011443.7734978645","1011443.7734978645"
"20180","1010492.4405792352","1010492.4405792352","1010492.4405792352"
"20181","1009446.5034333803","1009446.5034333803","1009446.5034333803"
"20182","1009576.2663652858","1009576.2663652858","1009576.2663652858"
"20186","1007716.6982949192","1007716.6982949192","1007716.6982949192"
"20187","1009341.658168519","1009341.658168519","1009341.658168519"
"20188","1010411.7844855743","1010411.7844855743","1010411.7844855743"
"20189","1009991.7320301714","1009991.7320301714","1009991.7320301714"
"20190","1011405.4944016837","1011405.4944016837","1011405.4944016837"
"20196","1011132.3083384263","1011132.3083384263","1011132.3083384263"
"20203","1010591.6864671302","1010591.6864671302","1010591.6864671302"
"20206","1011837.3655343954","1011837.3655343954","1011837.3655343954"
"20208","1009632.4190350658","1009632.4190350658","1009632.4190350658"
"20209","1011321.5032063933","1011321.5032063933","1011321.5032063933"
"20211","1010892.7276953177","1010892.7276953177","1010892.7276953177"
"20212","1010873.077559735","1010873.077559735","1010873.077559735"
"20213","1011288.016936218","1011288.016936218","1011288.016936218"
"20214","1012081.1205942424","1012081.1205942424","1012081.1205942424"
"20218","1009860.2722470002","1009860.2722470002","1009860.2722470002"
"20219","1009801.9744272798","1009801.9744272798","1009801.9744272798"
"20222","1010893.2587906658","1010893.2587906658","1010893.2587906658"
"20223","1010907.0674655942","1010907.0674655942","1010907.0674655942"
"20224","1011162.064636963","1011162.064636963","1011162.064636963"
"20225","1010574.1710703505","1010574.1710703505","1010574.1710703505"
"20230","1009560.3752342695","1009560.3752342695","1009560.3752342695"
"20234","1008441.8384791078","1008441.8384791078","1008441.8384791078"
"20236","1008327.6904479173","1008327.6904479173","1008327.6904479173"
"20237","1009892.0738950022","1009892.0738950022","1009892.0738950022"
"20240","1010164.5901099547","1010164.5901099547","1010164.5901099547"
"20243","1012110.9327644059","1012110.9327644059","1012110.9327644059"
"20244","1012736.3282281032","1012736.3282281032","1012736.3282281032"
"20246","1009556.1376838208","1009556.1376838208","1009556.1376838208"
"20248","1009449.6809026443","1009449.6809026443","1009449.6809026443"
"20250","1008960.0571183467","1008960.0571183467","1008960.0571183467"
"20253","1008526.4092400038","1008526.4092400038","1008526.4092400038"
"20256","1009319.9505071922","1009319.9505071922","1009319.9505071922"
"20257","1007615.9056222186","1007615.9056222186","1007615.9056222186"
"20259","1009868.752490629","1009868.752490629","1009868.752490629"
"20260","1010096.712398263","1010096.712398263","1010096.712398263"
"20262","1010166.7114354414","1010166.7114354414","1010166.7114354414"
"20265","1009038.3650030678","1009038.3650030678","1009038.3650030678"
"20267","1011863.9706392299","1011863.9706392299","1011863.9706392299"
"20268","270176.79216366756","270176.79216366756","270176.79216366756"
"20270","1010727.5841117642","1010727.5841117642","1010727.5841117642"
"20271","1009563.5534204515","1009563.5534204515","1009563.5534204515"
"20273","1010320.5312750395","1010320.5312750395","1010320.5312750395"
"20275","1008218.851119751","1008218.851119751","1008218.851119751"
"20277","1007698.2269244588","1007698.2269244588","1007698.2269244588"
"20278","1008700.8812402099","1008700.8812402099","1008700.8812402099"
"20279","1010118.9837668713","1010118.9837668713","1010118.9837668713"
"20282","1006949.3876640225","1006949.3876640225","1006949.3876640225"
"20283","1008740.5423867074","1008740.5423867074","1008740.5423867074"
"20288","1009082.2862315249","1009082.2862315249","1009082.2862315249"
"20289","1010265.3629109405","1010265.3629109405","1010265.3629109405"
"20290","1007832.8195596983","1007832.8195596983","1007832.8195596983"
"20291","1007950.0236033167","1007950.0236033167","1007950.0236033167"
"20295","1007248.2625013152","1007248.2625013152","1007248.2625013152"
"20299","1010609.7332685556","1010609.7332685556","1010609.7332685556"
"20300","1010293.4768051725","1010293.4768051725","1010293.4768051725"
"20302","1009047.36060597","1009047.36060597","1009047.36060597"
"20304","1010185.2734135016","1010185.2734135016","1010185.2734135016"
"20306","1010984.6154939028","1010984.6154939028","1010984.6154939028"
"20307","1009118.8019706749","1009118.8019706749","1009118.8019706749"
"20312","1008654.8782172691","1008654.8782172691","1008654.8782172691"
"20315","1011001.6139116765","1011001.6139116765","1011001.6139116765"
"20316","1011708.0846447564","1011708.0846447564","1011708.0846447564"
"20318","1009690.167445829","1009690.167445829","1009690.167445829"
"20321","1012312.2108607002","1012312.2108607002","1012312.2108607002"
"20322","1009398.8437947382","1009398.8437947382","1009398.8437947382"
"20323","1009443.8555576074","1009443.8555576074","1009443.8555576074"
"20326","1008886.5222669708","1008886.5222669708","1008886.5222669708"
"20327","1010651.1371897302","1010651.1371897302","1010651.1371897302"
"20328","1008505.7938096888","1008505.7938096888","1008505.7938096888"
"20330","1009689.1077824673","1009689.1077824673","1009689.1077824673"
"20333","1009783.4265325218","1009783.4265325218","1009783.4265325218"
"20335","1007752.5874649029","1007752.5874649029","1007752.5874649029"
"20337","1009906.3852900716","1009906.3852900716","1009906.3852900716"
"20338","1008235.7566583597","1008235.7566583597","1008235.7566583597"
"20342","1008987.0402195692","1008987.0402195692","1008987.0402195692"
"20344","1008951.063071982","1008951.063071982","1008951.063071982"
"20345","1008362.0378316822","1008362.0378316822","1008362.0378316822"
"20347","1010111.0295939125","1010111.0295939125","1010111.0295939125"
"20349","1008180.2874815369","1008180.2874815369","1008180.2874815369"
"20350","1009442.2668388115","1009442.2668388115","1009442.2668388115"
"20351","1007984.8733057678","1007984.8733057678","1007984.8733057678"
"20354","1009484.6343848354","1009484.6343848354","1009484.6343848354"
"20355","1010146.5592030315","1010146.5592030315","1010146.5592030315"
"20357","1009263.832588157","1009263.832588157","1009263.832588157"
"20359","1009381.8992299585","1009381.8992299585","1009381.8992299585"
"20361","1008709.3420230958","1008709.3420230958","1008709.3420230958"
"20365","1009780.2469618354","1009780.2469618354","1009780.2469618354"
"20368","1009621.2939533815","1009621.2939533815","1009621.2939533815"
"20370","1010823.1590292418","1010823.1590292418","1010823.1590292418"
"20372","1008992.8602933619","1008992.8602933619","1008992.8602933619"
"20375","1013066.9171806645","1013066.9171806645","1013066.9171806645"
"20377","1011037.7374474487","1011037.7374474487","1011037.7374474487"
"20379","1009546.0736440759","1009546.0736440759","1009546.0736440759"
"20380","1011364.5602410272","1011364.5602410272","1011364.5602410272"
"20384","1009456.0359011836","1009456.0359011836","1009456.0359011836"
"20385","1010668.6552546073","1010668.6552546073","1010668.6552546073"
"20392","1007910.424593671","1007910.424593671","1007910.424593671"
"20393","1011365.6234240655","1011365.6234240655","1011365.6234240655"
"20394","1007752.0596644712","1007752.0596644712","1007752.0596644712"
"20396","1010381.0112120715","1010381.0112120715","1010381.0112120715"
"20397","1009028.3112837448","1009028.3112837448","1009028.3112837448"
"20398","1009938.1898424899","1009938.1898424899","1009938.1898424899"
"20401","1010650.6063487595","1010650.6063487595","1010650.6063487595"
"20405","1007974.840568656","1007974.840568656","1007974.840568656"
"20409","1009760.1101458006","1009760.1101458006","1009760.1101458006"
"20411","1011715.0000699314","1011715.0000699314","1011715.0000699314"
"20412","1009093.9286439882","1009093.9286439882","1009093.9286439882"
"20417","1011051.5500698066","1011051.5500698066","1011051.5500698066"
"20421","1010386.8473785225","1010386.8473785225","1010386.8473785225"
"20422","1010525.8741822265","1010525.8741822265","1010525.8741822265"
"20424","1009754.8111171694","1009754.8111171694","1009754.8111171694"
"20425","1009312.5383488811","1009312.5383488811","1009312.5383488811"
"20429","1008165.496731831","1008165.496731831","1008165.496731831"
"20433","1008818.8161996513","1008818.8161996513","1008818.8161996513"
"20434","1008402.2008172472","1008402.2008172472","1008402.2008172472"
"20436","1007504.582180559","1007504.582180559","1007504.582180559"
"20438","1007463.9631643707","1007463.9631643707","1007463.9631643707"
"20439","1011100.95984698","1011100.95984698","1011100.95984698"
"20441","1011369.8761785722","1011369.8761785722","1011369.8761785722"
"20443","1008367.3222522625","1008367.3222522625","1008367.3222522625"
"20444","1009654.1401392735","1009654.1401392735","1009654.1401392735"
"20447","1011348.612763685","1011348.612763685","1011348.612763685"
"20448","1009859.7422365025","1009859.7422365025","1009859.7422365025"
"20449","1006938.8485801874","1006938.8485801874","1006938.8485801874"
"20450","1006320.5906760248","1006320.5906760248","1006320.5906760248"
"20457","1008334.0313272636","1008334.0313272636","1008334.0313272636"
"20458","1009016.6703853429","1009016.6703853429","1009016.6703853429"
"20459","1011981.0497237511","1011981.0497237511","1011981.0497237511"
"20463","1009632.4190350658","1009632.4190350658","1009632.4190350658"
"20471","1010783.333950404","1010783.333950404","1010783.333950404"
"20472","1010799.2636053599","1010799.2636053599","1010799.2636053599"
"20475","1008319.7644608805","1008319.7644608805","1008319.7644608805"
"20476","1011034.0187289887","1011034.0187289887","1011034.0187289887"
"20477","1012035.3410380363","1012035.3410380363","1012035.3410380363"
"20478","1009475.101376906","1009475.101376906","1009475.101376906"
"20480","1009236.8346807166","1009236.8346807166","1009236.8346807166"
"20491","1008382.6473851637","1008382.6473851637","1008382.6473851637"
"20492","1009056.3563692657","1009056.3563692657","1009056.3563692657"
"20494","1009642.484796426","1009642.484796426","1009642.484796426"
"20495","1009137.3254573422","1009137.3254573422","1009137.3254573422"
"20496","1011216.2681097308","1011216.2681097308","1011216.2681097308"
"20502","1009575.2069409874","1009575.2069409874","1009575.2069409874"
"20504","1011711.8083234878","1011711.8083234878","1011711.8083234878"
"20506","1009708.7119147123","1009708.7119147123","1009708.7119147123"
"20509","1011353.9285335845","1011353.9285335845","1011353.9285335845"
"20515","1012282.9193885936","1012282.9193885936","1012282.9193885936"
"20517","1008918.7916373033","1008918.7916373033","1008918.7916373033"
"20518","1008854.7839163784","1008854.7839163784","1008854.7839163784"
"20519","1008618.9247529621","1008618.9247529621","1008618.9247529621"
"20521","1009902.6748894387","1009902.6748894387","1009902.6748894387"
"20528","1009811.5136099084","1009811.5136099084","1009811.5136099084"
"20530","1009757.4606245329","1009757.4606245329","1009757.4606245329"
"20531","1010016.1194626532","1010016.1194626532","1010016.1194626532"
"20533","1010232.4769449182","1010232.4769449182","1010232.4769449182"
"20535","1009751.6317266865","1009751.6317266865","1009751.6317266865"
"20537","1010098.303177737","1010098.303177737","1010098.303177737"
"20542","175850.49127106264","175850.49127106264","175850.49127106264"
"20543","1011738.406825879","1011738.406825879","1011738.406825879"
"20544","1009861.862281832","1009861.862281832","1009861.862281832"
"20545","1008506.3223999379","1008506.3223999379","1008506.3223999379"
"20547","1008763.8117109471","1008763.8117109471","1008763.8117109471"
"20548","1009556.1376838208","1009556.1376838208","1009556.1376838208"
"20550","1009868.752490629","1009868.752490629","1009868.752490629"
"20552","1008297.5723600608","1008297.5723600608","1008297.5723600608"
"20558","1010617.1644917805","1010617.1644917805","1010617.1644917805"
"20561","1010773.7763984291","1010773.7763984291","1010773.7763984291"
"20562","1009282.3613996493","1009282.3613996493","1009282.3613996493"
"20567","1008307.6115227649","1008307.6115227649","1008307.6115227649"
"20569","1008151.2346341903","1008151.2346341903","1008151.2346341903"
"20570","1010012.4082556503","1010012.4082556503","1010012.4082556503"
"20572","1008459.2800375262","1008459.2800375262","1008459.2800375262"
"20573","1010438.845292178","1010438.845292178","1010438.845292178"
"20574","1012034.2764464711","1012034.2764464711","1012034.2764464711"
"20576","1010569.3942493282","1010569.3942493282","1010569.3942493282"
"20577","1010403.2951194486","1010403.2951194486","1010403.2951194486"
"20578","1009413.1412137853","1009413.1412137853","1009413.1412137853"
"20580","1009831.1224957529","1009831.1224957529","1009831.1224957529"
"20581","1008178.7027375958","1008178.7027375958","1008178.7027375958"
"20582","1008810.3535801936","1008810.3535801936","1008810.3535801936"
"20583","1008714.1012758431","1008714.1012758431","1008714.1012758431"
"20585","1010364.564196624","1010364.564196624","1010364.564196624"
"20586","1011162.5960153533","1011162.5960153533","1011162.5960153533"
"20588","1007805.8981564412","1007805.8981564412","1007805.8981564412"
"20589","1008348.2985973803","1008348.2985973803","1008348.2985973803"
"20595","1008039.7928791874","1008039.7928791874","1008039.7928791874"
"20596","1009020.3742784266","1009020.3742784266","1009020.3742784266"
"20598","1010394.805895975","1010394.805895975","1010394.805895975"
"20600","1007799.5639176349","1007799.5639176349","1007799.5639176349"
"20604","1010417.6210075371","1010417.6210075371","1010417.6210075371"
"20608","1009863.982336063","1009863.982336063","1009863.982336063"
"20609","1009886.2434429271","1009886.2434429271","1009886.2434429271"
"20613","1009767.5288793214","1009767.5288793214","1009767.5288793214"
"20617","1009927.0580212803","1009927.0580212803","1009927.0580212803"
"20626","1008011.276199896","1008011.276199896","1008011.276199896"
"20629","1009216.1901966564","1009216.1901966564","1009216.1901966564"
"20634","1008594.6047451735","1008594.6047451735","1008594.6047451735"
"20636","1009903.7350011232","1009903.7350011232","1009903.7350011232"
"20638","1008247.9078644208","1008247.9078644208","1008247.9078644208"
"20639","1008390.0458919071","1008390.0458919071","1008390.0458919071"
"20640","1008514.251320168","1008514.251320168","1008514.251320168"
"20641","1008802.4200033974","1008802.4200033974","1008802.4200033974"
"20645","1008159.1579719507","1008159.1579719507","1008159.1579719507"
"20646","1008995.5058036456","1008995.5058036456","1008995.5058036456"
"20651","1010956.9942841111","1010956.9942841111","1010956.9942841111"
"20654","1009201.3690366421","1009201.3690366421","1009201.3690366421"
"20655","1008979.6329500304","1008979.6329500304","1008979.6329500304"
"20657","1009714.5403170495","1009714.5403170495","1009714.5403170495"
"20658","1012224.8740248734","1012224.8740248734","1012224.8740248734"
"20661","1006685.9767349634","1006685.9767349634","1006685.9767349634"
"20662","1006671.7564666189","1006671.7564666189","1006671.7564666189"
"20663","1008791.8420951087","1008791.8420951087","1008791.8420951087"
"20668","1008063.029884925","1008063.029884925","1008063.029884925"
"20670","1010348.1177166178","1010348.1177166178","1010348.1177166178"
"20675","1008771.2158119759","1008771.2158119759","1008771.2158119759"
"20677","1009183.9017997676","1009183.9017997676","1009183.9017997676"
"20680","1007709.8374211281","1007709.8374211281","1007709.8374211281"
"20681","1009699.7045161758","1009699.7045161758","1009699.7045161758"
"20684","1009646.7230717808","1009646.7230717808","1009646.7230717808"
"20688","1009318.3621783893","1009318.3621783893","1009318.3621783893"
"20689","1008553.3691513957","1008553.3691513957","1008553.3691513957"
"20690","1008871.710788187","1008871.710788187","1008871.710788187"
"20692","1009792.9653647235","1009792.9653647235","1009792.9653647235"
"20694","1009791.9054855793","1009791.9054855793","1009791.9054855793"
"20695","1009082.2862315249","1009082.2862315249","1009082.2862315249"
"20699","1009268.0676850902","1009268.0676850902","1009268.0676850902"
"20700","1009845.9621588287","1009845.9621588287","1009845.9621588287"
"20703","1011034.5499728082","1011034.5499728082","1011034.5499728082"
"20707","1008151.2346341903","1008151.2346341903","1008151.2346341903"
"20708","1011486.3092254356","1011486.3092254356","1011486.3092254356"
"20709","1008570.8145680298","1008570.8145680298","1008570.8145680298"
"20711","1008885.993278097","1008885.993278097","1008885.993278097"
"20712","1010314.6958746674","1010314.6958746674","1010314.6958746674"
"20713","1009120.3896714576","1009120.3896714576","1009120.3896714576"
"20717","1009792.9653647235","1009792.9653647235","1009792.9653647235"
"20718","1009777.0674111723","1009777.0674111723","1009777.0674111723"
"20720","1009020.9034082298","1009020.9034082298","1009020.9034082298"
"20722","1010479.173889594","1010479.173889594","1010479.173889594"
"20724","1010159.2868352168","1010159.2868352168","1010159.2868352168"
"20726","1009918.0467267008","1009918.0467267008","1009918.0467267008"
"20727","1010702.6314145091","1010702.6314145091","1010702.6314145091"
"20731","1009359.1308668501","1009359.1308668501","1009359.1308668501"
"20733","1011398.0515805581","1011398.0515805581","1011398.0515805581"
"20734","1008602.5350536291","1008602.5350536291","1008602.5350536291"
"20735","1007676.0621737345","1007676.0621737345","1007676.0621737345"
"20737","1009451.7992266001","1009451.7992266001","1009451.7992266001"
"20738","1008782.3221673131","1008782.3221673131","1008782.3221673131"
"20743","1009694.4061215183","1009694.4061215183","1009694.4061215183"
"20744","1010272.7890705563","1010272.7890705563","1010272.7890705563"
"20746","1011782.5634277698","1011782.5634277698","1011782.5634277698"
"20748","1009064.2939406701","1009064.2939406701","1009064.2939406701"
"20752","1009334.2456913758","1009334.2456913758","1009334.2456913758"
"20755","1009595.3363828785","1009595.3363828785","1009595.3363828785"
"20759","1010529.5891635716","1010529.5891635716","1010529.5891635716"
"20761","1008330.3324712865","1008330.3324712865","1008330.3324712865"
"20764","1010795.0156482783","1010795.0156482783","1010795.0156482783"
"20765","1007904.0890408662","1007904.0890408662","1007904.0890408662"
"20766","1007910.95256","1007910.95256","1007910.95256"
"20767","1007056.3718499809","1007056.3718499809","1007056.3718499809"
"20769","1008979.6329500304","1008979.6329500304","1008979.6329500304"
"20770","1009393.5485571327","1009393.5485571327","1009393.5485571327"
"20773","1009343.2465706429","1009343.2465706429","1009343.2465706429"
"20774","1007763.1435896389","1007763.1435896389","1007763.1435896389"
"20775","1009243.7163630946","1009243.7163630946","1009243.7163630946"
"20777","1010762.6261495637","1010762.6261495637","1010762.6261495637"
"20779","1007832.2916752218","1007832.2916752218","1007832.2916752218"
"20780","1008096.3029173906","1008096.3029173906","1008096.3029173906"
"20783","1009087.5782038864","1009087.5782038864","1009087.5782038864"
"20785","1010967.6176477233","1010967.6176477233","1010967.6176477233"
"20791","1008932.5464225975","1008932.5464225975","1008932.5464225975"
"20792","1009003.4424177336","1009003.4424177336","1009003.4424177336"
"20794","1008646.4183480102","1008646.4183480102","1008646.4183480102"
"20795","1009036.7775603816","1009036.7775603816","1009036.7775603816"
"20796","1010260.0585780562","1010260.0585780562","1010260.0585780562"
"20797","1009681.6902012127","1009681.6902012127","1009681.6902012127"
"20798","1008689.24789549","1008689.24789549","1008689.24789549"
"20799","1008508.4367664756","1008508.4367664756","1008508.4367664756"
"20800","1007371.131996486","1007371.131996486","1007371.131996486"
"20801","1008816.171615819","1008816.171615819","1008816.171615819"
"20803","1010859.2698133676","1010859.2698133676","1010859.2698133676"
"20809","1013142.1296323794","1013142.1296323794","1013142.1296323794"
"20810","1009019.3160204851","1009019.3160204851","1009019.3160204851"
"20813","1008856.8997442919","1008856.8997442919","1008856.8997442919"
"20814","1009153.7325420151","1009153.7325420151","1009153.7325420151"
"20819","1008535.9243382638","1008535.9243382638","1008535.9243382638"
"20820","1009256.421254048","1009256.421254048","1009256.421254048"
"20824","1011249.7496284306","1011249.7496284306","1011249.7496284306"
"20827","1010262.7107375358","1010262.7107375358","1010262.7107375358"
"20829","1009750.0420389533","1009750.0420389533","1009750.0420389533"
"20836","1010530.65059183","1010530.65059183","1010530.65059183"
"20837","1007686.088964","1007686.088964","1007686.088964"
"20839","1011429.9501566704","1011429.9501566704","1011429.9501566704"
"20841","1007350.0363896035","1007350.0363896035","1007350.0363896035"
"20843","1010759.4404093581","1010759.4404093581","1010759.4404093581"
"20845","1011128.0575816002","1011128.0575816002","1011128.0575816002"
"20846","1009344.8349777661","1009344.8349777661","1009344.8349777661"
"20848","1010162.4687933775","1010162.4687933775","1010162.4687933775"
"20849","1009035.1901226903","1009035.1901226903","1009035.1901226903"
"20850","1010370.4001730733","1010370.4001730733","1010370.4001730733"
"20851","1010469.0914384443","1010469.0914384443","1010469.0914384443"
"20852","1011065.8943463407","1011065.8943463407","1011065.8943463407"
"20856","1009831.6524762099","1009831.6524762099","1009831.6524762099"
"20860","1009394.6076002092","1009394.6076002092","1009394.6076002092"
"20862","1010009.2272427834","1010009.2272427834","1010009.2272427834"
"20864","1008923.5528666943","1008923.5528666943","1008923.5528666943"
"20866","1010445.7433766713","1010445.7433766713","1010445.7433766713"
"20867","1010514.7294020768","1010514.7294020768","1010514.7294020768"
"20871","1011687.338936452","1011687.338936452","1011687.338936452"
"20873","1006633.3110858367","1006633.3110858367","1006633.3110858367"
"20874","1009050.5355629359","1009050.5355629359","1009050.5355629359"
"20875","1009112.451217504","1009112.451217504","1009112.451217504"
"20878","1009015.6121351706","1009015.6121351706","1009015.6121351706"
"20880","1007867.6611578603","1007867.6611578603","1007867.6611578603"
"20881","1008916.1465292813","1008916.1465292813","1008916.1465292813"
"20882","1010602.3021546158","1010602.3021546158","1010602.3021546158"
"20883","1007850.7679609377","1007850.7679609377","1007850.7679609377"
"20884","1007939.991559926","1007939.991559926","1007939.991559926"
"20887","1008095.7747568624","1008095.7747568624","1008095.7747568624"
"20888","1009521.1792499258","1009521.1792499258","1009521.1792499258"
"20889","1008688.7191134695","1008688.7191134695","1008688.7191134695"
"20893","1009235.7759686804","1009235.7759686804","1009235.7759686804"
"20895","1008601.477671963","1008601.477671963","1008601.477671963"
"20900","1007875.0521095945","1007875.0521095945","1007875.0521095945"
"20901","1008080.9864867626","1008080.9864867626","1008080.9864867626"
"20902","1010703.693206315","1010703.693206315","1010703.693206315"
"20903","1010475.4592789195","1010475.4592789195","1010475.4592789195"
"20904","1007151.7808636774","1007151.7808636774","1007151.7808636774"
"20910","1008710.9284356883","1008710.9284356883","1008710.9284356883"
"20913","1007025.8026200581","1007025.8026200581","1007025.8026200581"
"20914","1008035.5680841489","1008035.5680841489","1008035.5680841489"
"20915","1008561.2988114132","1008561.2988114132","1008561.2988114132"
"20916","1009635.0679001755","1009635.0679001755","1009635.0679001755"
"20917","1009130.9744710198","1009130.9744710198","1009130.9744710198"
"20919","1010533.8348899841","1010533.8348899841","1010533.8348899841"
"20921","352501.50884677144","352501.50884677144","352501.50884677144"
"20925","1012012.985085507","1012012.985085507","1012012.985085507"
"20926","1008935.1916166126","1008935.1916166126","1008935.1916166126"
"20927","1009649.9018016482","1009649.9018016482","1009649.9018016482"
"20929","1011893.2378705569","1011893.2378705569","1011893.2378705569"
"20930","1011650.1051836843","1011650.1051836843","1011650.1051836843"
"20931","1009121.9773772362","1009121.9773772362","1009121.9773772362"
"20932","1011105.2103759724","1011105.2103759724","1011105.2103759724"
"20933","1010394.2753242443","1010394.2753242443","1010394.2753242443"
"20934","1009706.5925123632","1009706.5925123632","1009706.5925123632"
"20936","1010117.9232032389","1010117.9232032389","1010117.9232032389"
"20938","1010433.539137426","1010433.539137426","1010433.539137426"
"20939","1011713.4041941923","1011713.4041941923","1011713.4041941923"
"20940","1010850.7729261656","1010850.7729261656","1010850.7729261656"
"20941","1010425.5800097884","1010425.5800097884","1010425.5800097884"
"20944","1010130.1198194713","1010130.1198194713","1010130.1198194713"
"20946","1009854.4421621219","1009854.4421621219","1009854.4421621219"
"20947","1010036.7966866577","1010036.7966866577","1010036.7966866577"
"20950","1012589.2322153768","1012589.2322153768","1012589.2322153768"
"20951","1010314.165387067","1010314.165387067","1010314.165387067"
"20954","1010591.1556886102","1010591.1556886102","1010591.1556886102"
"20955","1010195.8805643859","1010195.8805643859","1010195.8805643859"
"20957","1012018.3078417605","1012018.3078417605","1012018.3078417605"
"20959","1010474.9286224812","1010474.9286224812","1010474.9286224812"
"20962","1009902.1448344311","1009902.1448344311","1009902.1448344311"
"20965","1011540.0156913543","1011540.0156913543","1011540.0156913543"
"20966","1010591.1556886102","1010591.1556886102","1010591.1556886102"
"20971","1010807.2286211246","1010807.2286211246","1010807.2286211246"
"20974","1009673.2130989431","1009673.2130989431","1009673.2130989431"
"20976","1003593.3378787184","1003593.3378787184","1003593.3378787184"
"20978","1009937.1296584686","1009937.1296584686","1009937.1296584686"
"20980","1010951.1515292897","1010951.1515292897","1010951.1515292897"
"20982","1009651.4911740877","1009651.4911740877","1009651.4911740877"
"20983","1008525.3520179467","1008525.3520179467","1008525.3520179467"
"20984","1006349.5381068564","1006349.5381068564","1006349.5381068564"
"20985","1010358.1977537506","1010358.1977537506","1010358.1977537506"
"20986","1011314.0616213756","1011314.0616213756","1011314.0616213756"
"20987","1010485.0111901186","1010485.0111901186","1010485.0111901186"
"20988","1010185.8037657554","1010185.8037657554","1010185.8037657554"
"20989","1010612.9180651271","1010612.9180651271","1010612.9180651271"
"20990","1011665.5302630237","1011665.5302630237","1011665.5302630237"
"20991","1012129.0338674664","1012129.0338674664","1012129.0338674664"
"20992","1008381.062004986","1008381.062004986","1008381.062004986"
"20993","1009756.9307219479","1009756.9307219479","1009756.9307219479"
"20994","1011401.2413476271","1011401.2413476271","1011401.2413476271"
"20995","1010169.8934403766","1010169.8934403766","1010169.8934403766"
"20996","1012566.3189300867","1012566.3189300867","1012566.3189300867"
"20997","1008430.7396196869","1008430.7396196869","1008430.7396196869"
"21000","1009810.9836505898","1009810.9836505898","1009810.9836505898"
"21005","1009324.1860751061","1009324.1860751061","1009324.1860751061"
"21006","1009964.6951664452","1009964.6951664452","1009964.6951664452"
"21007","1011441.6468053947","1011441.6468053947","1011441.6468053947"
"21008","1008352.5260142112","1008352.5260142112","1008352.5260142112"
"21012","1011434.7351166321","1011434.7351166321","1011434.7351166321"
"21014","1010984.6154939028","1010984.6154939028","1010984.6154939028"
"21018","1012328.721346527","1012328.721346527","1012328.721346527"
"21019","1009514.8234311468","1009514.8234311468","1009514.8234311468"
"21021","1010299.3119604312","1010299.3119604312","1010299.3119604312"
"21025","1008020.7815803881","1008020.7815803881","1008020.7815803881"
"21027","1009205.6036093683","1009205.6036093683","1009205.6036093683"
"21029","1011925.6998709944","1011925.6998709944","1011925.6998709944"
"21034","1008537.5102054294","1008537.5102054294","1008537.5102054294"
"21036","1008088.9087203582","1008088.9087203582","1008088.9087203582"
"21043","207484.64240156763","207484.64240156763","207484.64240156763"
"21045","1008046.1301381453","1008046.1301381453","1008046.1301381453"
"21046","1010349.7092880566","1010349.7092880566","1010349.7092880566"
"21048","1006291.1186392457","1006291.1186392457","1006291.1186392457"
"21052","1009692.8166139644","1009692.8166139644","1009692.8166139644"
"21053","1011032.9562430247","1011032.9562430247","1011032.9562430247"
"21055","1008955.8246059654","1008955.8246059654","1008955.8246059654"
"21058","1008824.6343328891","1008824.6343328891","1008824.6343328891"
"21059","1010199.0627530885","1010199.0627530885","1010199.0627530885"
"21061","1007293.6099838081","1007293.6099838081","1007293.6099838081"
"21063","1009082.8154262634","1009082.8154262634","1009082.8154262634"
"21064","1008859.5445416642","1008859.5445416642","1008859.5445416642"
"21065","1007735.1703425621","1007735.1703425621","1007735.1703425621"
"21066","1009147.3813491764","1009147.3813491764","1009147.3813491764"
"21067","1005726.2209231702","1005726.2209231702","1005726.2209231702"
"21069","1007053.2094297861","1007053.2094297861","1007053.2094297861"
"21073","1008930.430277372","1008930.430277372","1008930.430277372"
"21075","1009780.2469618354","1009780.2469618354","1009780.2469618354"
"21079","1011518.7451217883","1011518.7451217883","1011518.7451217883"
"21080","1010174.1361448073","1010174.1361448073","1010174.1361448073"
"21081","1008608.3506924224","1008608.3506924224","1008608.3506924224"
"21082","1008157.5732944353","1008157.5732944353","1008157.5732944353"
"21084","1010456.8866351964","1010456.8866351964","1010456.8866351964"
"21086","1010987.8026536951","1010987.8026536951","1010987.8026536951"
"21090","1010022.481595253","1010022.481595253","1010022.481595253"
"21092","1008819.3451180817","1008819.3451180817","1008819.3451180817"
"21093","1009547.6626896432","1009547.6626896432","1009547.6626896432"
"21094","1009091.2826175655","1009091.2826175655","1009091.2826175655"
"21098","1009328.4216785689","1009328.4216785689","1009328.4216785689"
"21099","1010866.7047068472","1010866.7047068472","1010866.7047068472"
"21100","1012020.9692408838","1012020.9692408838","1012020.9692408838"
"21101","1010522.1592281959","1010522.1592281959","1010522.1592281959"
