"Step","denim-lake-75 - tok per sec","denim-lake-75 - tok per sec__MIN","denim-lake-75 - tok per sec__MAX"
"1730","1001447.0694573909","1001447.0694573909","1001447.0694573909"
"1731","1000160.79780605","1000160.79780605","1000160.79780605"
"1733","1001188.6128122689","1001188.6128122689","1001188.6128122689"
"1734","1002083.8794423752","1002083.8794423752","1002083.8794423752"
"1737","1002570.5073790702","1002570.5073790702","1002570.5073790702"
"1738","1003478.1914391627","1003478.1914391627","1003478.1914391627"
"1740","1002540.2098756297","1002540.2098756297","1002540.2098756297"
"1742","1002431.0495754316","1002431.0495754316","1002431.0495754316"
"1745","1000095.297416477","1000095.297416477","1000095.297416477"
"1746","1000735.0731188746","1000735.0731188746","1000735.0731188746"
"1747","999967.9601040845","999967.9601040845","999967.9601040845"
"1748","1000843.8643428453","1000843.8643428453","1000843.8643428453"
"1754","1001691.579662824","1001691.579662824","1001691.579662824"
"1757","1001840.7425807426","1001840.7425807426","1001840.7425807426"
"1760","1002018.1269342332","1002018.1269342332","1002018.1269342332"
"1761","1001093.8093518199","1001093.8093518199","1001093.8093518199"
"1764","999862.9961759688","999862.9961759688","999862.9961759688"
"1765","1003211.3626522821","1003211.3626522821","1003211.3626522821"
"1767","1002836.4726630438","1002836.4726630438","1002836.4726630438"
"1769","1001765.1124729598","1001765.1124729598","1001765.1124729598"
"1770","1001950.8178290032","1001950.8178290032","1001950.8178290032"
"1777","1002643.6468293008","1002643.6468293008","1002643.6468293008"
"1778","1002185.1343045392","1002185.1343045392","1002185.1343045392"
"1780","1003009.504208777","1003009.504208777","1003009.504208777"
"1783","1001521.6089592978","1001521.6089592978","1001521.6089592978"
"1784","1002216.9764022816","1002216.9764022816","1002216.9764022816"
"1787","1001272.4923807046","1001272.4923807046","1001272.4923807046"
"1788","1000556.0615430695","1000556.0615430695","1000556.0615430695"
"1791","997223.8166158936","997223.8166158936","997223.8166158936"
"1792","998932.794972072","998932.794972072","998932.794972072"
"1793","1001459.5788087591","1001459.5788087591","1001459.5788087591"
"1798","999865.0744557409","999865.0744557409","999865.0744557409"
"1800","997663.8327037914","997663.8327037914","997663.8327037914"
"1801","1001073.4966603923","1001073.4966603923","1001073.4966603923"
"1804","1001478.8646710776","1001478.8646710776","1001478.8646710776"
"1806","1002695.3733106198","1002695.3733106198","1002695.3733106198"
"1807","1002285.8875409752","1002285.8875409752","1002285.8875409752"
"1810","1001965.4267888861","1001965.4267888861","1001965.4267888861"
"1811","1001669.6783592183","1001669.6783592183","1001669.6783592183"
"1813","1003217.1162856659","1003217.1162856659","1003217.1162856659"
"1815","1003016.8240797599","1003016.8240797599","1003016.8240797599"
"1817","1003649.3504719769","1003649.3504719769","1003649.3504719769"
"1819","1002354.8081568015","1002354.8081568015","1002354.8081568015"
"1821","1002970.8152369157","1002970.8152369157","1002970.8152369157"
"1823","1003040.8758366731","1003040.8758366731","1003040.8758366731"
"1825","1002275.9679295918","1002275.9679295918","1002275.9679295918"
"1827","1001209.4511445134","1001209.4511445134","1001209.4511445134"
"1831","1001776.0650917826","1001776.0650917826","1001776.0650917826"
"1832","1003050.8105946276","1003050.8105946276","1003050.8105946276"
"1834","1002941.5390799696","1002941.5390799696","1002941.5390799696"
"1838","1002346.9757912942","1002346.9757912942","1002346.9757912942"
"1839","1001435.6028264998","1001435.6028264998","1001435.6028264998"
"1841","1002063.5265534587","1002063.5265534587","1002063.5265534587"
"1843","1003667.6737053717","1003667.6737053717","1003667.6737053717"
"1845","1002415.3825837753","1002415.3825837753","1002415.3825837753"
"1846","1003276.7487362223","1003276.7487362223","1003276.7487362223"
"1850","1003689.1389154195","1003689.1389154195","1003689.1389154195"
"1851","1002340.1878401982","1002340.1878401982","1002340.1878401982"
"1853","1003486.5648347293","1003486.5648347293","1003486.5648347293"
"1854","1003895.984932263","1003895.984932263","1003895.984932263"
"1855","1003828.4233143973","1003828.4233143973","1003828.4233143973"
"1857","1002139.7236657419","1002139.7236657419","1002139.7236657419"
"1859","1000741.3188649414","1000741.3188649414","1000741.3188649414"
"1861","1002397.6272519032","1002397.6272519032","1002397.6272519032"
"1862","1001948.7308695102","1001948.7308695102","1001948.7308695102"
"1865","1001866.302922948","1001866.302922948","1001866.302922948"
"1869","1002901.2871547119","1002901.2871547119","1002901.2871547119"
"1871","1001922.1228980231","1001922.1228980231","1001922.1228980231"
"1872","1002139.7236657419","1002139.7236657419","1002139.7236657419"
"1873","1003738.3553017534","1003738.3553017534","1003738.3553017534"
"1874","1003105.7167535195","1003105.7167535195","1003105.7167535195"
"1877","1003563.5019467348","1003563.5019467348","1003563.5019467348"
"1878","1002184.6123197936","1002184.6123197936","1002184.6123197936"
"1879","1002576.7760566903","1002576.7760566903","1002576.7760566903"
"1882","1002022.823255797","1002022.823255797","1002022.823255797"
"1886","1002664.023290897","1002664.023290897","1002664.023290897"
"1893","1002993.2963032272","1002993.2963032272","1002993.2963032272"
"1897","999487.4889659514","999487.4889659514","999487.4889659514"
"1898","997137.5135362593","997137.5135362593","997137.5135362593"
"1899","1000816.794459514","1000816.794459514","1000816.794459514"
"1902","1003412.2558320236","1003412.2558320236","1003412.2558320236"
"1908","1005016.5280388354","1005016.5280388354","1005016.5280388354"
"1911","1002255.0851789963","1002255.0851789963","1002255.0851789963"
"1913","1001513.268323862","1001513.268323862","1001513.268323862"
"1914","1001730.6915157633","1001730.6915157633","1001730.6915157633"
"1915","1003009.504208777","1003009.504208777","1003009.504208777"
"1917","1003123.4971790586","1003123.4971790586","1003123.4971790586"
"1920","1003554.0804420311","1003554.0804420311","1003554.0804420311"
"1924","1001638.3924439276","1001638.3924439276","1001638.3924439276"
"1925","996336.1772723059","996336.1772723059","996336.1772723059"
"1926","1003505.4054856932","1003505.4054856932","1003505.4054856932"
"1930","1002828.1101130494","1002828.1101130494","1002828.1101130494"
"1932","1001630.0498632493","1001630.0498632493","1001630.0498632493"
"1933","1001842.3074621721","1001842.3074621721","1001842.3074621721"
"1934","1001302.7133087225","1001302.7133087225","1001302.7133087225"
"1935","999321.8984061397","999321.8984061397","999321.8984061397"
"1936","998674.5976449876","998674.5976449876","998674.5976449876"
"1937","1002401.2827099883","1002401.2827099883","1002401.2827099883"
"1940","1004628.2235390003","1004628.2235390003","1004628.2235390003"
"1941","1004134.8803051003","1004134.8803051003","1004134.8803051003"
"1942","1003283.5493782614","1003283.5493782614","1003283.5493782614"
"1943","1003164.2899488863","1003164.2899488863","1003164.2899488863"
"1945","1003906.460415995","1003906.460415995","1003906.460415995"
"1946","1000521.2033676123","1000521.2033676123","1000521.2033676123"
"1948","1003151.2149819013","1003151.2149819013","1003151.2149819013"
"1950","1003712.1757719888","1003712.1757719888","1003712.1757719888"
"1951","1002366.8180216524","1002366.8180216524","1002366.8180216524"
"1954","1003616.3703377612","1003616.3703377612","1003616.3703377612"
"1956","1002908.605446258","1002908.605446258","1002908.605446258"
"1957","1001970.122616465","1001970.122616465","1001970.122616465"
"1958","1003880.7958691652","1003880.7958691652","1003880.7958691652"
"1959","1001661.8566971706","1001661.8566971706","1001661.8566971706"
"1961","373828.71129722556","373828.71129722556","373828.71129722556"
"1969","1001941.9483111992","1001941.9483111992","1001941.9483111992"
"1970","1002022.301440116","1002022.301440116","1002022.301440116"
"1973","1004051.0444201626","1004051.0444201626","1004051.0444201626"
"1974","1004009.1317271097","1004009.1317271097","1004009.1317271097"
"1978","1003348.4216748604","1003348.4216748604","1003348.4216748604"
"1981","1000716.3363484311","1000716.3363484311","1000716.3363484311"
"1983","1001090.1634234281","1001090.1634234281","1001090.1634234281"
"1985","1001567.4849375421","1001567.4849375421","1001567.4849375421"
"1990","1001929.9486252883","1001929.9486252883","1001929.9486252883"
"1991","1003258.4397735852","1003258.4397735852","1003258.4397735852"
"1992","1003957.2696136466","1003957.2696136466","1003957.2696136466"
"1993","1001052.1431812636","1001052.1431812636","1001052.1431812636"
"1994","1002693.283248314","1002693.283248314","1002693.283248314"
"1998","1002858.4250203657","1002858.4250203657","1002858.4250203657"
"2002","1003110.4232754086","1003110.4232754086","1003110.4232754086"
"2003","1001950.296088315","1001950.296088315","1001950.296088315"
"2005","5023.897175423533","5023.897175423533","5023.897175423533"
"2011","1001139.6461457214","1001139.6461457214","1001139.6461457214"
"2013","999946.1341063449","999946.1341063449","999946.1341063449"
"2015","999720.1351536148","999720.1351536148","999720.1351536148"
"2016","999031.3391813443","999031.3391813443","999031.3391813443"
"2018","998173.6196042261","998173.6196042261","998173.6196042261"
"2019","999060.9062355591","999060.9062355591","999060.9062355591"
"2023","1001908.5585936849","1001908.5585936849","1001908.5585936849"
"2025","1002682.310564159","1002682.310564159","1002682.310564159"
"2028","1000943.8273679195","1000943.8273679195","1000943.8273679195"
"2029","1001557.0582098052","1001557.0582098052","1001557.0582098052"
"2030","1001485.1197048653","1001485.1197048653","1001485.1197048653"
"2031","1002226.3728177571","1002226.3728177571","1002226.3728177571"
"2035","1001342.8370146209","1001342.8370146209","1001342.8370146209"
"2036","1000687.1916556065","1000687.1916556065","1000687.1916556065"
"2037","1000880.3068829251","1000880.3068829251","1000880.3068829251"
"2038","1000031.3648347136","1000031.3648347136","1000031.3648347136"
"2039","1002886.6508920274","1002886.6508920274","1002886.6508920274"
"2040","1001321.4720436968","1001321.4720436968","1001321.4720436968"
"2042","1000660.1302465681","1000660.1302465681","1000660.1302465681"
"2043","1002844.3126803315","1002844.3126803315","1002844.3126803315"
"2048","1001734.8636270163","1001734.8636270163","1001734.8636270163"
"2049","1003821.0915927987","1003821.0915927987","1003821.0915927987"
"2050","1002833.8593511884","1002833.8593511884","1002833.8593511884"
"2051","1004018.5617779596","1004018.5617779596","1004018.5617779596"
"2052","1004638.7143099557","1004638.7143099557","1004638.7143099557"
"2053","1004180.4719437826","1004180.4719437826","1004180.4719437826"
"2055","1002923.2423497697","1002923.2423497697","1002923.2423497697"
"2061","1004826.0114386935","1004826.0114386935","1004826.0114386935"
"2067","1003300.8129605828","1003300.8129605828","1003300.8129605828"
"2071","1004447.2922209242","1004447.2922209242","1004447.2922209242"
"2072","999860.3983384033","999860.3983384033","999860.3983384033"
"2074","999116.4140287364","999116.4140287364","999116.4140287364"
"2076","1001607.6298662663","1001607.6298662663","1001607.6298662663"
"2082","1003131.341684831","1003131.341684831","1003131.341684831"
"2084","1002026.4759807817","1002026.4759807817","1002026.4759807817"
"2087","1001944.0352424376","1001944.0352424376","1001944.0352424376"
"2088","1001610.2367910915","1001610.2367910915","1001610.2367910915"
"2089","1002731.9508114792","1002731.9508114792","1002731.9508114792"
"2091","1002757.5566499588","1002757.5566499588","1002757.5566499588"
"2092","1003597.0020628516","1003597.0020628516","1003597.0020628516"
"2096","1001426.7424279329","1001426.7424279329","1001426.7424279329"
"2098","1001475.215937451","1001475.215937451","1001475.215937451"
"2100","1001809.445978747","1001809.445978747","1001809.445978747"
"2101","1001746.8586404552","1001746.8586404552","1001746.8586404552"
"2103","1001597.2023026667","1001597.2023026667","1001597.2023026667"
"2106","1001452.2816491487","1001452.2816491487","1001452.2816491487"
"2108","1001819.3563578182","1001819.3563578182","1001819.3563578182"
"2109","997924.0953536761","997924.0953536761","997924.0953536761"
"2110","1003686.5211577202","1003686.5211577202","1003686.5211577202"
"2112","1003156.9679253841","1003156.9679253841","1003156.9679253841"
"2113","1003174.7501678783","1003174.7501678783","1003174.7501678783"
"2115","1003029.3726785847","1003029.3726785847","1003029.3726785847"
"2116","1002909.1281854553","1002909.1281854553","1002909.1281854553"
"2119","1001621.1860235467","1001621.1860235467","1001621.1860235467"
"2120","1002214.8883338812","1002214.8883338812","1002214.8883338812"
"2123","998047.8065136892","998047.8065136892","998047.8065136892"
"2124","1001225.6014486494","1001225.6014486494","1001225.6014486494"
"2126","1001552.8875794961","1001552.8875794961","1001552.8875794961"
"2127","1000662.7322415285","1000662.7322415285","1000662.7322415285"
"2128","1000330.3068910481","1000330.3068910481","1000330.3068910481"
"2131","1001091.2051145445","1001091.2051145445","1001091.2051145445"
"2133","999778.3136240161","999778.3136240161","999778.3136240161"
"2134","997249.1419112049","997249.1419112049","997249.1419112049"
"2135","1000500.9139062242","1000500.9139062242","1000500.9139062242"
"2136","1000470.7413572929","1000470.7413572929","1000470.7413572929"
"2142","1001651.428004454","1001651.428004454","1001651.428004454"
"2144","1001823.0075995344","1001823.0075995344","1001823.0075995344"
"2150","1002152.7722785065","1002152.7722785065","1002152.7722785065"
"2151","1000844.384931876","1000844.384931876","1000844.384931876"
"2153","1004203.0072710497","1004203.0072710497","1004203.0072710497"
"2154","1003661.9149027842","1003661.9149027842","1003661.9149027842"
"2155","1002784.2090136403","1002784.2090136403","1002784.2090136403"
"2157","1003270.9944188142","1003270.9944188142","1003270.9944188142"
"2160","1003884.4621526583","1003884.4621526583","1003884.4621526583"
"2165","1001837.6128325496","1001837.6128325496","1001837.6128325496"
"2166","1001849.0886715256","1001849.0886715256","1001849.0886715256"
"2167","1002862.0838400254","1002862.0838400254","1002862.0838400254"
"2170","1003171.0890664175","1003171.0890664175","1003171.0890664175"
"2171","1001836.5695874974","1001836.5695874974","1001836.5695874974"
"2174","1002151.2064270332","1002151.2064270332","1002151.2064270332"
"2175","1001867.3462299258","1001867.3462299258","1001867.3462299258"
"2178","1000352.6697406298","1000352.6697406298","1000352.6697406298"
"2179","430212.0531678677","430212.0531678677","430212.0531678677"
"2183","1003222.8699850467","1003222.8699850467","1003222.8699850467"
"2188","1003635.7393602566","1003635.7393602566","1003635.7393602566"
"2189","1003058.1310685255","1003058.1310685255","1003058.1310685255"
"2191","1001608.1512501457","1001608.1512501457","1001608.1512501457"
"2192","1001547.1530195355","1001547.1530195355","1001547.1530195355"
"2193","1002774.2795360903","1002774.2795360903","1002774.2795360903"
"2197","1001146.9387499408","1001146.9387499408","1001146.9387499408"
"2198","1001941.426579748","1001941.426579748","1001941.426579748"
"2200","1002973.4292626148","1002973.4292626148","1002973.4292626148"
"2202","1002305.7273528053","1002305.7273528053","1002305.7273528053"
"2203","1003180.5033813076","1003180.5033813076","1003180.5033813076"
"2206","1002776.8925374332","1002776.8925374332","1002776.8925374332"
"2209","1003051.3334820768","1003051.3334820768","1003051.3334820768"
"2213","1003492.8449731101","1003492.8449731101","1003492.8449731101"
"2214","1003238.0391452265","1003238.0391452265","1003238.0391452265"
"2216","1000653.3651229998","1000653.3651229998","1000653.3651229998"
"2222","1003829.47071194","1003829.47071194","1003829.47071194"
"2223","1003505.4054856932","1003505.4054856932","1003505.4054856932"
"2232","1002199.7500981811","1002199.7500981811","1002199.7500981811"
"2238","1001913.2538882389","1001913.2538882389","1001913.2538882389"
"2239","1003590.7206207188","1003590.7206207188","1003590.7206207188"
"2240","1002209.6682009456","1002209.6682009456","1002209.6682009456"
"2248","1002964.0188338661","1002964.0188338661","1002964.0188338661"
"2254","1002270.2250864288","1002270.2250864288","1002270.2250864288"
"2257","1002524.0171333209","1002524.0171333209","1002524.0171333209"
"2261","1000701.2433491419","1000701.2433491419","1000701.2433491419"
"2265","1001667.5925707283","1001667.5925707283","1001667.5925707283"
"2267","1002758.6018140013","1002758.6018140013","1002758.6018140013"
"2268","1003525.2936070254","1003525.2936070254","1003525.2936070254"
"2269","1002228.4609340127","1002228.4609340127","1002228.4609340127"
"2271","1001901.7765792429","1001901.7765792429","1001901.7765792429"
"2276","1003090.5515945277","1003090.5515945277","1003090.5515945277"
"2277","1002484.8433074083","1002484.8433074083","1002484.8433074083"
"2278","1003502.2653280693","1003502.2653280693","1003502.2653280693"
"2279","1002847.971397017","1002847.971397017","1002847.971397017"
"2280","1002030.1287323975","1002030.1287323975","1002030.1287323975"
"2281","1001447.5906741252","1001447.5906741252","1001447.5906741252"
"2282","1002624.3160800142","1002624.3160800142","1002624.3160800142"
"2285","1003262.6246204157","1003262.6246204157","1003262.6246204157"
"2289","1002184.6123197936","1002184.6123197936","1002184.6123197936"
"2290","1003949.9360098091","1003949.9360098091","1003949.9360098091"
"2291","1002264.4823090762","1002264.4823090762","1002264.4823090762"
"2292","1003762.9653049769","1003762.9653049769","1003762.9653049769"
"2293","1002609.1654732489","1002609.1654732489","1002609.1654732489"
"2296","1004004.4167681118","1004004.4167681118","1004004.4167681118"
"2297","1002035.868824457","1002035.868824457","1002035.868824457"
"2298","1004868.5171464934","1004868.5171464934","1004868.5171464934"
"2301","999816.7566856396","999816.7566856396","999816.7566856396"
"2303","1003137.0944003738","1003137.0944003738","1003137.0944003738"
"2304","1002046.3055239619","1002046.3055239619","1002046.3055239619"
"2305","1000005.37831701","1000005.37831701","1000005.37831701"
"2307","1001098.4970130601","1001098.4970130601","1001098.4970130601"
"2308","1001515.8747575125","1001515.8747575125","1001515.8747575125"
"2309","1003351.037669231","1003351.037669231","1003351.037669231"
"2311","1002415.9048089406","1002415.9048089406","1002415.9048089406"
"2313","1002153.2942300851","1002153.2942300851","1002153.2942300851"
"2314","1001694.1870246672","1001694.1870246672","1001694.1870246672"
"2318","1003844.658221931","1003844.658221931","1003844.658221931"
"2319","1003735.2136860747","1003735.2136860747","1003735.2136860747"
"2324","1002992.7734762855","1002992.7734762855","1002992.7734762855"
"2326","1002810.8627941496","1002810.8627941496","1002810.8627941496"
"2330","1003235.4237400545","1003235.4237400545","1003235.4237400545"
"2332","1003080.0931313493","1003080.0931313493","1003080.0931313493"
"2336","1001407.9797485219","1001407.9797485219","1001407.9797485219"
"2339","1003158.5369214222","1003158.5369214222","1003158.5369214222"
"2340","1003294.0120845039","1003294.0120845039","1003294.0120845039"
"2342","1003656.1561662813","1003656.1561662813","1003656.1561662813"
"2344","1001242.7942804423","1001242.7942804423","1001242.7942804423"
"2346","1001851.6968534132","1001851.6968534132","1001851.6968534132"
"2347","1000626.3055434359","1000626.3055434359","1000626.3055434359"
"2352","1001701.4877100408","1001701.4877100408","1001701.4877100408"
"2356","1001028.7074844654","1001028.7074844654","1001028.7074844654"
"2357","998699.4783217096","998699.4783217096","998699.4783217096"
"2359","1002856.3342782612","1002856.3342782612","1002856.3342782612"
"2361","1002196.6181065124","1002196.6181065124","1002196.6181065124"
"2362","1001227.6853968132","1001227.6853968132","1001227.6853968132"
"2363","1003478.7147722917","1003478.7147722917","1003478.7147722917"
"2364","1003436.326557347","1003436.326557347","1003436.326557347"
"2367","1000995.8993523672","1000995.8993523672","1000995.8993523672"
"2368","1001534.1201729338","1001534.1201729338","1001534.1201729338"
"2370","1001531.5136443155","1001531.5136443155","1001531.5136443155"
"2372","999151.6932150574","999151.6932150574","999151.6932150574"
"2373","1001586.2535945589","1001586.2535945589","1001586.2535945589"
"2374","1001228.2063852096","1001228.2063852096","1001228.2063852096"
"2375","1000453.0548470992","1000453.0548470992","1000453.0548470992"
"2382","1000754.3310863137","1000754.3310863137","1000754.3310863137"
"2383","1002955.6541565566","1002955.6541565566","1002955.6541565566"
"2384","1002350.1087228087","1002350.1087228087","1002350.1087228087"
"2385","1002533.9416552648","1002533.9416552648","1002533.9416552648"
"2387","1003571.8767660931","1003571.8767660931","1003571.8767660931"
"2388","1002445.1502866443","1002445.1502866443","1002445.1502866443"
"2389","1003356.7929048635","1003356.7929048635","1003356.7929048635"
"2390","1003480.2847749537","1003480.2847749537","1003480.2847749537"
"2391","1003772.9143722224","1003772.9143722224","1003772.9143722224"
"2395","1002483.7987139584","1002483.7987139584","1002483.7987139584"
"2400","1002489.0217029772","1002489.0217029772","1002489.0217029772"
"2401","1000966.2176572917","1000966.2176572917","1000966.2176572917"
"2402","1001433.5180127315","1001433.5180127315","1001433.5180127315"
"2404","1003176.3192195419","1003176.3192195419","1003176.3192195419"
"2407","1002901.8098862803","1002901.8098862803","1002901.8098862803"
"2411","1000372.4330911097","1000372.4330911097","1000372.4330911097"
"2412","1001301.6711773877","1001301.6711773877","1001301.6711773877"
"2413","1001948.2091309953","1001948.2091309953","1001948.2091309953"
"2415","999936.2607536996","999936.2607536996","999936.2607536996"
"2417","1003759.2999088651","1003759.2999088651","1003759.2999088651"
"2419","1003492.3216252427","1003492.3216252427","1003492.3216252427"
"2422","1004617.7329871388","1004617.7329871388","1004617.7329871388"
"2427","1003155.398934254","1003155.398934254","1003155.398934254"
"2429","1001830.8317785475","1001830.8317785475","1001830.8317785475"
"2430","1004187.2848430319","1004187.2848430319","1004187.2848430319"
"2435","1003419.058311244","1003419.058311244","1003419.058311244"
"2438","1001542.9824717193","1001542.9824717193","1001542.9824717193"
"2439","1000478.0242197225","1000478.0242197225","1000478.0242197225"
"2441","1001622.7502191535","1001622.7502191535","1001622.7502191535"
"2442","1002716.7969516377","1002716.7969516377","1002716.7969516377"
"2443","1001144.8551378942","1001144.8551378942","1001144.8551378942"
"2445","1002434.7052772846","1002434.7052772846","1002434.7052772846"
"2448","1001236.0212762193","1001236.0212762193","1001236.0212762193"
"2449","1002305.7273528053","1002305.7273528053","1002305.7273528053"
"2453","1002435.7497684257","1002435.7497684257","1002435.7497684257"
"2456","1002014.4742701183","1002014.4742701183","1002014.4742701183"
"2458","1002258.2175361103","1002258.2175361103","1002258.2175361103"
"2460","1002248.298472416","1002248.298472416","1002248.298472416"
"2462","1003248.500902282","1003248.500902282","1003248.500902282"
"2464","1002658.275999925","1002658.275999925","1002658.275999925"
"2465","1003874.5108740509","1003874.5108740509","1003874.5108740509"
"2466","1002618.5692442369","1002618.5692442369","1002618.5692442369"
"2467","1002577.820843915","1002577.820843915","1002577.820843915"
"2468","1002696.9408630672","1002696.9408630672","1002696.9408630672"
"2469","1003606.9478403738","1003606.9478403738","1003606.9478403738"
"2470","1005165.1076333494","1005165.1076333494","1005165.1076333494"
"2471","1001180.2777222475","1001180.2777222475","1001180.2777222475"
"2472","1002810.8627941496","1002810.8627941496","1002810.8627941496"
"2476","1002455.5955136728","1002455.5955136728","1002455.5955136728"
"2479","1003310.2297104438","1003310.2297104438","1003310.2297104438"
"2482","1001814.6619432904","1001814.6619432904","1001814.6619432904"
"2483","1002300.5062735417","1002300.5062735417","1002300.5062735417"
"2484","1002713.6617274764","1002713.6617274764","1002713.6617274764"
"2485","1002479.6203619282","1002479.6203619282","1002479.6203619282"
"2486","1001893.951292054","1001893.951292054","1001893.951292054"
"2492","1001526.3006277805","1001526.3006277805","1001526.3006277805"
"2495","1003275.1793703829","1003275.1793703829","1003275.1793703829"
"2496","1002074.4856986025","1002074.4856986025","1002074.4856986025"
"2497","1003391.3257052151","1003391.3257052151","1003391.3257052151"
"2498","1003627.8869637334","1003627.8869637334","1003627.8869637334"
"2499","1001838.6560797745","1001838.6560797745","1001838.6560797745"
"2500","1002876.7193856437","1002876.7193856437","1002876.7193856437"
"2501","1002186.7002620385","1002186.7002620385","1002186.7002620385"
"2503","1002298.9399603695","1002298.9399603695","1002298.9399603695"
"2506","224417.16286148524","224417.16286148524","224417.16286148524"
"2509","1001507.5342175845","1001507.5342175845","1001507.5342175845"
"2514","1003961.9841298332","1003961.9841298332","1003961.9841298332"
"2520","1002995.3876164447","1002995.3876164447","1002995.3876164447"
"2522","1001206.8463055448","1001206.8463055448","1001206.8463055448"
"2524","1003348.9448726432","1003348.9448726432","1003348.9448726432"
"2526","1002392.9274163971","1002392.9274163971","1002392.9274163971"
"2527","1001591.4672352334","1001591.4672352334","1001591.4672352334"
"2528","1003095.7809079","1003095.7809079","1003095.7809079"
"2530","1002154.860088083","1002154.860088083","1002154.860088083"
"2532","1002787.8672917809","1002787.8672917809","1002787.8672917809"
"2534","1003163.2439389847","1003163.2439389847","1003163.2439389847"
"2535","1003113.5609812045","1003113.5609812045","1003113.5609812045"
"2536","1003410.1627800497","1003410.1627800497","1003410.1627800497"
"2538","1002228.982964436","1002228.982964436","1002228.982964436"
"2542","1000331.3470014161","1000331.3470014161","1000331.3470014161"
"2543","1000177.4341918407","1000177.4341918407","1000177.4341918407"
"2544","1001032.8737503642","1001032.8737503642","1001032.8737503642"
"2547","1002689.6256602452","1002689.6256602452","1002689.6256602452"
"2548","998103.2017852456","998103.2017852456","998103.2017852456"
"2549","998374.5721208876","998374.5721208876","998374.5721208876"
"2552","1004845.4271800601","1004845.4271800601","1004845.4271800601"
"2556","1003578.6814097442","1003578.6814097442","1003578.6814097442"
"2560","1002605.5084988368","1002605.5084988368","1002605.5084988368"
"2562","1002464.4741277942","1002464.4741277942","1002464.4741277942"
"2564","1003603.2835836153","1003603.2835836153","1003603.2835836153"
"2568","1004476.1319773581","1004476.1319773581","1004476.1319773581"
"2573","1002515.1374644535","1002515.1374644535","1002515.1374644535"
"2574","1001331.893866837","1001331.893866837","1001331.893866837"
"2576","1001156.8360256036","1001156.8360256036","1001156.8360256036"
"2577","1002600.2842959531","1002600.2842959531","1002600.2842959531"
"2578","1003238.5622278973","1003238.5622278973","1003238.5622278973"
"2579","1002677.0855608732","1002677.0855608732","1002677.0855608732"
"2582","1004187.8089160341","1004187.8089160341","1004187.8089160341"
"2583","1002444.6280310068","1002444.6280310068","1002444.6280310068"
"2584","1003213.9779320025","1003213.9779320025","1003213.9779320025"
"2588","1004816.5662141852","1004816.5662141852","1004816.5662141852"
"2591","1002919.0603337425","1002919.0603337425","1002919.0603337425"
"2593","1001599.287798017","1001599.287798017","1001599.287798017"
"2594","1002295.2852486718","1002295.2852486718","1002295.2852486718"
"2595","1002679.6980557091","1002679.6980557091","1002679.6980557091"
"2597","1001374.6256099389","1001374.6256099389","1001374.6256099389"
"2598","1003895.984932263","1003895.984932263","1003895.984932263"
"2599","1001337.104859761","1001337.104859761","1001337.104859761"
"2600","1002789.9577484167","1002789.9577484167","1002789.9577484167"
"2601","1003674.4796481772","1003674.4796481772","1003674.4796481772"
"2602","1001691.579662824","1001691.579662824","1001691.579662824"
"2604","1001855.8699726801","1001855.8699726801","1001855.8699726801"
"2605","1000724.1432508492","1000724.1432508492","1000724.1432508492"
"2608","1003712.1757719888","1003712.1757719888","1003712.1757719888"
"2609","1001502.8427249229","1001502.8427249229","1001502.8427249229"
"2611","1002294.241050225","1002294.241050225","1002294.241050225"
"2614","1000487.3880557901","1000487.3880557901","1000487.3880557901"
"2615","422615.0844195522","422615.0844195522","422615.0844195522"
"2617","1003023.621198481","1003023.621198481","1003023.621198481"
"2619","1001447.5906741252","1001447.5906741252","1001447.5906741252"
"2621","1005525.4511499959","1005525.4511499959","1005525.4511499959"
"2622","1002229.5049954033","1002229.5049954033","1002229.5049954033"
"2623","1002597.6722149274","1002597.6722149274","1002597.6722149274"
"2625","1002589.3136471069","1002589.3136471069","1002589.3136471069"
"2626","1003391.3257052151","1003391.3257052151","1003391.3257052151"
"2634","1002718.3645710706","1002718.3645710706","1002718.3645710706"
"2635","1003312.8455056648","1003312.8455056648","1003312.8455056648"
"2636","1001789.6258088163","1001789.6258088163","1001789.6258088163"
"2637","1002051.0021096683","1002051.0021096683","1002051.0021096683"
"2638","1001274.0554874155","1001274.0554874155","1001274.0554874155"
"2644","1003337.957833788","1003337.957833788","1003337.957833788"
"2647","1003543.0889101218","1003543.0889101218","1003543.0889101218"
"2649","1001522.1302536252","1001522.1302536252","1001522.1302536252"
"2650","1003366.7339219237","1003366.7339219237","1003366.7339219237"
"2652","1001187.5709184265","1001187.5709184265","1001187.5709184265"
"2657","1000193.551218361","1000193.551218361","1000193.551218361"
"2658","1003380.8609692428","1003380.8609692428","1003380.8609692428"
"2660","1003643.0683745393","1003643.0683745393","1003643.0683745393"
"2661","1004458.3035688464","1004458.3035688464","1004458.3035688464"
"2662","1002212.8002741814","1002212.8002741814","1002212.8002741814"
"2667","1000428.6068773752","1000428.6068773752","1000428.6068773752"
"2670","1002640.5120625633","1002640.5120625633","1002640.5120625633"
"2671","1003090.5515945277","1003090.5515945277","1003090.5515945277"
"2672","1001446.5482411992","1001446.5482411992","1001446.5482411992"
"2673","1002675.5180705062","1002675.5180705062","1002675.5180705062"
