"Step","deep-surf-23 - train/loss","deep-surf-23 - train/loss__MIN","deep-surf-23 - train/loss__MAX"
"734","1.5621","1.5621","1.5621"
"735","1.5621","1.5621","1.5621"
"736","1.5455","1.5455","1.5455"
"737","1.5455","1.5455","1.5455"
"738","1.5887","1.5887","1.5887"
"739","1.5887","1.5887","1.5887"
"740","1.4032","1.4032","1.4032"
"741","1.4032","1.4032","1.4032"
"742","1.5517","1.5517","1.5517"
"743","1.5517","1.5517","1.5517"
"744","1.5242","1.5242","1.5242"
"745","1.5242","1.5242","1.5242"
"746","1.4802","1.4802","1.4802"
"747","1.4802","1.4802","1.4802"
"748","1.5567","1.5567","1.5567"
"749","1.5567","1.5567","1.5567"
"750","1.4981","1.4981","1.4981"
"751","1.4981","1.4981","1.4981"
"752","1.496","1.496","1.496"
"753","1.496","1.496","1.496"
"754","1.4857","1.4857","1.4857"
"755","1.4857","1.4857","1.4857"
"756","1.5624","1.5624","1.5624"
"757","1.5624","1.5624","1.5624"
"758","1.5235","1.5235","1.5235"
"759","1.5235","1.5235","1.5235"
"760","1.6152","1.6152","1.6152"
"761","1.6152","1.6152","1.6152"
"762","1.433","1.433","1.433"
"763","1.433","1.433","1.433"
"764","1.5309","1.5309","1.5309"
"765","1.5309","1.5309","1.5309"
"766","1.4797","1.4797","1.4797"
"767","1.4797","1.4797","1.4797"
"768","1.601","1.601","1.601"
"769","1.601","1.601","1.601"
"770","1.5891","1.5891","1.5891"
"771","1.5891","1.5891","1.5891"
"772","1.5241","1.5241","1.5241"
"773","1.5241","1.5241","1.5241"
"774","1.6248","1.6248","1.6248"
"775","1.6248","1.6248","1.6248"
"776","1.6257","1.6257","1.6257"
"777","1.6257","1.6257","1.6257"
"778","1.5314","1.5314","1.5314"
"779","1.5314","1.5314","1.5314"
"780","1.5744","1.5744","1.5744"
"781","1.5744","1.5744","1.5744"
"782","1.5084","1.5084","1.5084"
"783","1.5084","1.5084","1.5084"
"784","1.4606","1.4606","1.4606"
"785","1.4606","1.4606","1.4606"
"786","1.3995","1.3995","1.3995"
"787","1.3995","1.3995","1.3995"
"788","1.5862","1.5862","1.5862"
"789","1.5862","1.5862","1.5862"
"790","1.6296","1.6296","1.6296"
"791","1.6296","1.6296","1.6296"
"792","1.6092","1.6092","1.6092"
"793","1.6092","1.6092","1.6092"
"794","1.5264","1.5264","1.5264"
"795","1.5264","1.5264","1.5264"
"796","1.5908","1.5908","1.5908"
"797","1.5908","1.5908","1.5908"
"798","1.5081","1.5081","1.5081"
"799","1.5081","1.5081","1.5081"
"800","1.3507","1.3507","1.3507"
"801","1.3507","1.3507","1.3507"
"802","1.479","1.479","1.479"
"803","1.479","1.479","1.479"
"804","1.6086","1.6086","1.6086"
"805","1.6086","1.6086","1.6086"
"806","1.5389","1.5389","1.5389"
"807","1.5389","1.5389","1.5389"
"808","1.4832","1.4832","1.4832"
"809","1.4832","1.4832","1.4832"
"810","1.5037","1.5037","1.5037"
"811","1.5037","1.5037","1.5037"
"812","1.5179","1.5179","1.5179"
"813","1.5179","1.5179","1.5179"
"814","1.5074","1.5074","1.5074"
"815","1.5074","1.5074","1.5074"
"816","1.5374","1.5374","1.5374"
"817","1.5374","1.5374","1.5374"
"818","1.4839","1.4839","1.4839"
"819","1.4839","1.4839","1.4839"
"820","1.6181","1.6181","1.6181"
"821","1.6181","1.6181","1.6181"
"822","1.4917","1.4917","1.4917"
"823","1.4917","1.4917","1.4917"
"824","1.559","1.559","1.559"
"825","1.559","1.559","1.559"
"826","1.5743","1.5743","1.5743"
"827","1.5743","1.5743","1.5743"
"828","1.7221","1.7221","1.7221"
"829","1.7221","1.7221","1.7221"
"830","1.4161","1.4161","1.4161"
"831","1.4161","1.4161","1.4161"
"832","1.5546","1.5546","1.5546"
"833","1.5546","1.5546","1.5546"
"834","1.5938","1.5938","1.5938"
"835","1.5938","1.5938","1.5938"
"836","1.5862","1.5862","1.5862"
"837","1.5862","1.5862","1.5862"
"838","1.523","1.523","1.523"
"839","1.523","1.523","1.523"
"840","1.4628","1.4628","1.4628"
"841","1.4628","1.4628","1.4628"
"842","1.3571","1.3571","1.3571"
"843","1.3571","1.3571","1.3571"
"844","1.5387","1.5387","1.5387"
"845","1.5387","1.5387","1.5387"
"846","1.3062","1.3062","1.3062"
"847","1.3062","1.3062","1.3062"
"848","1.5599","1.5599","1.5599"
"849","1.5599","1.5599","1.5599"
"850","1.5051","1.5051","1.5051"
"851","1.5051","1.5051","1.5051"
"852","1.4851","1.4851","1.4851"
"853","1.4851","1.4851","1.4851"
"854","1.6092","1.6092","1.6092"
"855","1.6092","1.6092","1.6092"
"856","1.4602","1.4602","1.4602"
"857","1.4602","1.4602","1.4602"
"858","1.5568","1.5568","1.5568"
"859","1.5568","1.5568","1.5568"
"860","1.4913","1.4913","1.4913"
"861","1.4913","1.4913","1.4913"
"862","1.5049","1.5049","1.5049"
"863","1.5049","1.5049","1.5049"
"864","1.4306","1.4306","1.4306"
"865","1.4306","1.4306","1.4306"
"866","1.4027","1.4027","1.4027"
"867","1.4027","1.4027","1.4027"
"868","1.5758","1.5758","1.5758"
"869","1.5758","1.5758","1.5758"
"870","1.5044","1.5044","1.5044"
"871","1.5044","1.5044","1.5044"
"872","1.4235","1.4235","1.4235"
"873","1.4235","1.4235","1.4235"
"874","1.4934","1.4934","1.4934"
"875","1.4934","1.4934","1.4934"
"876","1.5116","1.5116","1.5116"
"877","1.5116","1.5116","1.5116"
"878","1.3761","1.3761","1.3761"
"879","1.3761","1.3761","1.3761"
"880","1.5142","1.5142","1.5142"
"881","1.5142","1.5142","1.5142"
"882","1.4263","1.4263","1.4263"
"883","1.4263","1.4263","1.4263"
"884","1.519","1.519","1.519"
"885","1.519","1.519","1.519"
"886","1.5648","1.5648","1.5648"
"887","1.5648","1.5648","1.5648"
"888","1.4186","1.4186","1.4186"
"889","1.4186","1.4186","1.4186"
"890","1.5","1.5","1.5"
"891","1.5","1.5","1.5"
"892","1.5278","1.5278","1.5278"
"893","1.5278","1.5278","1.5278"
"894","1.5812","1.5812","1.5812"
"895","1.5812","1.5812","1.5812"
"896","1.4642","1.4642","1.4642"
"897","1.4642","1.4642","1.4642"
"898","1.5342","1.5342","1.5342"
"899","1.5342","1.5342","1.5342"
"900","1.4529","1.4529","1.4529"
"901","1.4529","1.4529","1.4529"
"902","1.5348","1.5348","1.5348"
"903","1.5348","1.5348","1.5348"
"904","1.5015","1.5015","1.5015"
"905","1.5015","1.5015","1.5015"
"906","1.4048","1.4048","1.4048"
"907","1.4048","1.4048","1.4048"
"908","1.468","1.468","1.468"
"909","1.468","1.468","1.468"
"910","1.4328","1.4328","1.4328"
"911","1.4328","1.4328","1.4328"
"912","1.6264","1.6264","1.6264"
"913","1.6264","1.6264","1.6264"
"914","1.474","1.474","1.474"
"915","1.474","1.474","1.474"
"916","1.4583","1.4583","1.4583"
"917","1.4583","1.4583","1.4583"
"918","1.4201","1.4201","1.4201"
"919","1.4201","1.4201","1.4201"
"920","1.5039","1.5039","1.5039"
"921","1.5039","1.5039","1.5039"
"922","1.4238","1.4238","1.4238"
"923","1.4238","1.4238","1.4238"
"924","1.4705","1.4705","1.4705"
"925","1.4705","1.4705","1.4705"
"926","1.5313","1.5313","1.5313"
"927","1.5313","1.5313","1.5313"
"928","1.4233","1.4233","1.4233"
"929","1.4233","1.4233","1.4233"
"930","1.5192","1.5192","1.5192"
"931","1.5192","1.5192","1.5192"
"932","1.3864","1.3864","1.3864"
"933","1.3864","1.3864","1.3864"
"934","1.4712","1.4712","1.4712"
"935","1.4712","1.4712","1.4712"
"936","1.4864","1.4864","1.4864"
"937","1.4864","1.4864","1.4864"
"938","1.5436","1.5436","1.5436"
"939","1.5436","1.5436","1.5436"
"940","1.5097","1.5097","1.5097"
"941","1.5097","1.5097","1.5097"
"942","1.5333","1.5333","1.5333"
"943","1.5333","1.5333","1.5333"
"944","1.5068","1.5068","1.5068"
"945","1.5068","1.5068","1.5068"
"946","1.4666","1.4666","1.4666"
"947","1.4666","1.4666","1.4666"
"948","1.4145","1.4145","1.4145"
"949","1.4145","1.4145","1.4145"
"950","1.4497","1.4497","1.4497"
"951","1.4497","1.4497","1.4497"
"952","1.5157","1.5157","1.5157"
"953","1.5157","1.5157","1.5157"
"954","1.478","1.478","1.478"
"955","1.478","1.478","1.478"
"956","1.428","1.428","1.428"
"957","1.428","1.428","1.428"
"958","1.4817","1.4817","1.4817"
"959","1.4817","1.4817","1.4817"
"960","1.4496","1.4496","1.4496"
"961","1.4496","1.4496","1.4496"
"962","1.5175","1.5175","1.5175"
"963","1.5175","1.5175","1.5175"
"964","1.4458","1.4458","1.4458"
"965","1.4458","1.4458","1.4458"
"966","1.4432","1.4432","1.4432"
"967","1.4432","1.4432","1.4432"
"968","1.4726","1.4726","1.4726"
"969","1.4726","1.4726","1.4726"
"970","1.4443","1.4443","1.4443"
"971","1.4443","1.4443","1.4443"
"972","1.5614","1.5614","1.5614"
"973","1.5614","1.5614","1.5614"
"974","1.5409","1.5409","1.5409"
"975","1.5409","1.5409","1.5409"
"976","1.4779","1.4779","1.4779"
"977","1.4779","1.4779","1.4779"
"978","1.524","1.524","1.524"
"979","1.524","1.524","1.524"
"980","1.425","1.425","1.425"
"981","1.425","1.425","1.425"
"982","1.3401","1.3401","1.3401"
"983","1.3401","1.3401","1.3401"
"984","1.522","1.522","1.522"
"985","1.522","1.522","1.522"
"986","1.4891","1.4891","1.4891"
"987","1.4891","1.4891","1.4891"
"988","1.389","1.389","1.389"
"989","1.389","1.389","1.389"
"990","1.5997","1.5997","1.5997"
"991","1.5997","1.5997","1.5997"
"992","1.4879","1.4879","1.4879"
"993","1.4879","1.4879","1.4879"
"994","1.4246","1.4246","1.4246"
"995","1.4246","1.4246","1.4246"
"996","1.6191","1.6191","1.6191"
"997","1.6191","1.6191","1.6191"
"998","1.4476","1.4476","1.4476"
"999","1.4476","1.4476","1.4476"
"1002","1.3824","1.3824","1.3824"
"1003","1.3824","1.3824","1.3824"
"1004","1.4991","1.4991","1.4991"
"1005","1.4991","1.4991","1.4991"
"1006","1.3545","1.3545","1.3545"
"1007","1.3545","1.3545","1.3545"
"1008","1.4947","1.4947","1.4947"
"1009","1.4947","1.4947","1.4947"
"1010","1.4474","1.4474","1.4474"
"1011","1.4474","1.4474","1.4474"
"1012","1.4939","1.4939","1.4939"
"1013","1.4939","1.4939","1.4939"
"1014","1.4755","1.4755","1.4755"
"1015","1.4755","1.4755","1.4755"
"1016","1.4221","1.4221","1.4221"
"1017","1.4221","1.4221","1.4221"
"1018","1.4751","1.4751","1.4751"
"1019","1.4751","1.4751","1.4751"
"1020","1.6144","1.6144","1.6144"
"1021","1.6144","1.6144","1.6144"
"1022","1.4235","1.4235","1.4235"
"1023","1.4235","1.4235","1.4235"
"1024","1.4142","1.4142","1.4142"
"1025","1.4142","1.4142","1.4142"
"1026","1.4441","1.4441","1.4441"
"1027","1.4441","1.4441","1.4441"
"1028","1.5298","1.5298","1.5298"
"1029","1.5298","1.5298","1.5298"
"1030","1.4274","1.4274","1.4274"
"1031","1.4274","1.4274","1.4274"
"1032","1.4482","1.4482","1.4482"
"1033","1.4482","1.4482","1.4482"
"1034","1.4131","1.4131","1.4131"
"1035","1.4131","1.4131","1.4131"
"1036","1.3454","1.3454","1.3454"
"1037","1.3454","1.3454","1.3454"
"1038","1.4692","1.4692","1.4692"
"1039","1.4692","1.4692","1.4692"
"1040","1.4522","1.4522","1.4522"
"1041","1.4522","1.4522","1.4522"
"1042","1.5108","1.5108","1.5108"
"1043","1.5108","1.5108","1.5108"
"1044","1.5138","1.5138","1.5138"
"1045","1.5138","1.5138","1.5138"
"1046","1.3613","1.3613","1.3613"
"1047","1.3613","1.3613","1.3613"
"1048","1.4251","1.4251","1.4251"
"1049","1.4251","1.4251","1.4251"
"1050","1.3988","1.3988","1.3988"
"1051","1.3988","1.3988","1.3988"
"1052","1.4826","1.4826","1.4826"
"1053","1.4826","1.4826","1.4826"
"1054","1.4581","1.4581","1.4581"
"1055","1.4581","1.4581","1.4581"
"1056","1.4124","1.4124","1.4124"
"1057","1.4124","1.4124","1.4124"
"1058","1.3587","1.3587","1.3587"
"1059","1.3587","1.3587","1.3587"
"1060","1.3027","1.3027","1.3027"
"1061","1.3027","1.3027","1.3027"
"1062","1.3739","1.3739","1.3739"
"1063","1.3739","1.3739","1.3739"
"1064","1.4749","1.4749","1.4749"
"1065","1.4749","1.4749","1.4749"
"1066","1.4892","1.4892","1.4892"
"1067","1.4892","1.4892","1.4892"
"1068","1.439","1.439","1.439"
"1069","1.439","1.439","1.439"
"1070","1.3991","1.3991","1.3991"
"1071","1.3991","1.3991","1.3991"
"1072","1.5113","1.5113","1.5113"
"1073","1.5113","1.5113","1.5113"
"1074","1.4062","1.4062","1.4062"
"1075","1.4062","1.4062","1.4062"
"1076","1.5253","1.5253","1.5253"
"1077","1.5253","1.5253","1.5253"
"1078","1.444","1.444","1.444"
"1079","1.444","1.444","1.444"
"1080","1.3459","1.3459","1.3459"
"1081","1.3459","1.3459","1.3459"
"1082","1.4218","1.4218","1.4218"
"1083","1.4218","1.4218","1.4218"
"1084","1.4368","1.4368","1.4368"
"1085","1.4368","1.4368","1.4368"
"1086","1.4582","1.4582","1.4582"
"1087","1.4582","1.4582","1.4582"
"1088","1.4831","1.4831","1.4831"
"1089","1.4831","1.4831","1.4831"
"1090","1.4005","1.4005","1.4005"
"1091","1.4005","1.4005","1.4005"
"1092","1.5862","1.5862","1.5862"
"1093","1.5862","1.5862","1.5862"
"1094","1.4916","1.4916","1.4916"
"1095","1.4916","1.4916","1.4916"
"1096","1.5876","1.5876","1.5876"
"1097","1.5876","1.5876","1.5876"
"1098","1.4233","1.4233","1.4233"
"1099","1.4233","1.4233","1.4233"
"1100","1.4601","1.4601","1.4601"
"1101","1.4601","1.4601","1.4601"
"1102","1.4373","1.4373","1.4373"
"1103","1.4373","1.4373","1.4373"
"1104","1.4455","1.4455","1.4455"
"1105","1.4455","1.4455","1.4455"
"1106","1.3767","1.3767","1.3767"
"1107","1.3767","1.3767","1.3767"
"1108","1.4373","1.4373","1.4373"
"1109","1.4373","1.4373","1.4373"
"1110","1.4571","1.4571","1.4571"
"1111","1.4571","1.4571","1.4571"
"1112","1.3985","1.3985","1.3985"
"1113","1.3985","1.3985","1.3985"
"1114","1.4947","1.4947","1.4947"
"1115","1.4947","1.4947","1.4947"
"1116","1.4342","1.4342","1.4342"
"1117","1.4342","1.4342","1.4342"
"1118","1.368","1.368","1.368"
"1119","1.368","1.368","1.368"
"1120","1.4886","1.4886","1.4886"
"1121","1.4886","1.4886","1.4886"
"1122","1.3846","1.3846","1.3846"
"1123","1.3846","1.3846","1.3846"
"1124","1.464","1.464","1.464"
"1125","1.464","1.464","1.464"
"1126","1.4361","1.4361","1.4361"
"1127","1.4361","1.4361","1.4361"
"1128","1.3791","1.3791","1.3791"
"1129","1.3791","1.3791","1.3791"
"1130","1.3176","1.3176","1.3176"
"1131","1.3176","1.3176","1.3176"
"1132","1.4937","1.4937","1.4937"
"1133","1.4937","1.4937","1.4937"
"1134","1.3271","1.3271","1.3271"
"1135","1.3271","1.3271","1.3271"
"1136","1.4782","1.4782","1.4782"
"1137","1.4782","1.4782","1.4782"
"1138","1.4813","1.4813","1.4813"
"1139","1.4813","1.4813","1.4813"
"1140","1.3788","1.3788","1.3788"
"1141","1.3788","1.3788","1.3788"
"1142","1.4052","1.4052","1.4052"
"1143","1.4052","1.4052","1.4052"
"1144","1.5411","1.5411","1.5411"
"1145","1.5411","1.5411","1.5411"
"1146","1.4781","1.4781","1.4781"
"1147","1.4781","1.4781","1.4781"
"1148","1.5014","1.5014","1.5014"
"1149","1.5014","1.5014","1.5014"
"1150","1.473","1.473","1.473"
"1151","1.473","1.473","1.473"
"1152","1.3878","1.3878","1.3878"
"1153","1.3878","1.3878","1.3878"
"1154","1.4562","1.4562","1.4562"
"1155","1.4562","1.4562","1.4562"
"1156","1.3534","1.3534","1.3534"
"1157","1.3534","1.3534","1.3534"
"1158","1.4387","1.4387","1.4387"
"1159","1.4387","1.4387","1.4387"
"1160","1.5744","1.5744","1.5744"
"1161","1.5744","1.5744","1.5744"
"1162","1.3174","1.3174","1.3174"
"1163","1.3174","1.3174","1.3174"
"1164","1.559","1.559","1.559"
"1165","1.559","1.559","1.559"
"1166","1.5355","1.5355","1.5355"
"1167","1.5355","1.5355","1.5355"
"1168","1.4606","1.4606","1.4606"
"1169","1.4606","1.4606","1.4606"
"1170","1.4708","1.4708","1.4708"
"1171","1.4708","1.4708","1.4708"
"1172","1.3661","1.3661","1.3661"
"1173","1.3661","1.3661","1.3661"
"1174","1.5063","1.5063","1.5063"
"1175","1.5063","1.5063","1.5063"
"1176","1.3592","1.3592","1.3592"
"1177","1.3592","1.3592","1.3592"
"1178","1.3745","1.3745","1.3745"
"1179","1.3745","1.3745","1.3745"
"1180","1.3169","1.3169","1.3169"
"1181","1.3169","1.3169","1.3169"
"1182","1.4532","1.4532","1.4532"
"1183","1.4532","1.4532","1.4532"
"1184","1.371","1.371","1.371"
"1185","1.371","1.371","1.371"
"1186","1.4795","1.4795","1.4795"
"1187","1.4795","1.4795","1.4795"
"1188","1.437","1.437","1.437"
"1189","1.437","1.437","1.437"
"1190","1.2224","1.2224","1.2224"
"1191","1.2224","1.2224","1.2224"
"1192","1.4362","1.4362","1.4362"
"1193","1.4362","1.4362","1.4362"
"1194","1.3917","1.3917","1.3917"
"1195","1.3917","1.3917","1.3917"
"1196","1.387","1.387","1.387"
"1197","1.387","1.387","1.387"
"1198","1.5027","1.5027","1.5027"
"1199","1.5027","1.5027","1.5027"
"1200","1.4154","1.4154","1.4154"
"1201","1.4154","1.4154","1.4154"
"1202","1.5418","1.5418","1.5418"
"1203","1.5418","1.5418","1.5418"
"1204","1.3652","1.3652","1.3652"
"1205","1.3652","1.3652","1.3652"
"1206","1.4341","1.4341","1.4341"
"1207","1.4341","1.4341","1.4341"
"1208","1.3815","1.3815","1.3815"
"1209","1.3815","1.3815","1.3815"
"1210","1.2767","1.2767","1.2767"
"1211","1.2767","1.2767","1.2767"
"1212","1.327","1.327","1.327"
"1213","1.327","1.327","1.327"
"1214","1.3816","1.3816","1.3816"
"1215","1.3816","1.3816","1.3816"
"1216","1.3709","1.3709","1.3709"
"1217","1.3709","1.3709","1.3709"
"1218","1.3327","1.3327","1.3327"
"1219","1.3327","1.3327","1.3327"
"1220","1.4951","1.4951","1.4951"
"1221","1.4951","1.4951","1.4951"
"1222","1.6627","1.6627","1.6627"
"1223","1.6627","1.6627","1.6627"
"1224","1.4304","1.4304","1.4304"
"1225","1.4304","1.4304","1.4304"
"1226","1.3945","1.3945","1.3945"
"1227","1.3945","1.3945","1.3945"
"1228","1.3618","1.3618","1.3618"
"1229","1.3618","1.3618","1.3618"
"1230","1.4412","1.4412","1.4412"
"1231","1.4412","1.4412","1.4412"
"1232","1.364","1.364","1.364"
"1233","1.364","1.364","1.364"
"1234","1.4079","1.4079","1.4079"
"1235","1.4079","1.4079","1.4079"
"1236","1.446","1.446","1.446"
"1237","1.446","1.446","1.446"
"1238","1.2787","1.2787","1.2787"
"1239","1.2787","1.2787","1.2787"
"1240","1.3794","1.3794","1.3794"
"1241","1.3794","1.3794","1.3794"
"1242","1.4193","1.4193","1.4193"
"1243","1.4193","1.4193","1.4193"
"1244","1.4599","1.4599","1.4599"
"1245","1.4599","1.4599","1.4599"
"1246","1.442","1.442","1.442"
"1247","1.442","1.442","1.442"
"1248","1.5005","1.5005","1.5005"
"1249","1.5005","1.5005","1.5005"
"1250","1.4095","1.4095","1.4095"
"1251","1.4095","1.4095","1.4095"
"1252","1.3797","1.3797","1.3797"
"1253","1.3797","1.3797","1.3797"
"1254","1.4386","1.4386","1.4386"
"1255","1.4386","1.4386","1.4386"
"1256","1.4458","1.4458","1.4458"
"1257","1.4458","1.4458","1.4458"
"1258","1.444","1.444","1.444"
"1259","1.444","1.444","1.444"
"1260","1.3404","1.3404","1.3404"
"1261","1.3404","1.3404","1.3404"
"1262","1.3634","1.3634","1.3634"
"1263","1.3634","1.3634","1.3634"
"1264","1.3865","1.3865","1.3865"
"1265","1.3865","1.3865","1.3865"
"1266","1.4181","1.4181","1.4181"
"1267","1.4181","1.4181","1.4181"
"1268","1.4488","1.4488","1.4488"
"1269","1.4488","1.4488","1.4488"
"1270","1.3726","1.3726","1.3726"
"1271","1.3726","1.3726","1.3726"
"1272","1.5019","1.5019","1.5019"
"1273","1.5019","1.5019","1.5019"
"1274","1.4246","1.4246","1.4246"
"1275","1.4246","1.4246","1.4246"
"1276","1.3262","1.3262","1.3262"
"1277","1.3262","1.3262","1.3262"
"1278","1.4993","1.4993","1.4993"
"1279","1.4993","1.4993","1.4993"
"1280","1.4282","1.4282","1.4282"
"1281","1.4282","1.4282","1.4282"
"1282","1.263","1.263","1.263"
"1283","1.263","1.263","1.263"
"1284","1.2647","1.2647","1.2647"
"1285","1.2647","1.2647","1.2647"
"1286","1.3929","1.3929","1.3929"
"1287","1.3929","1.3929","1.3929"
"1288","1.3217","1.3217","1.3217"
"1289","1.3217","1.3217","1.3217"
"1290","1.4241","1.4241","1.4241"
"1291","1.4241","1.4241","1.4241"
"1292","1.4145","1.4145","1.4145"
"1293","1.4145","1.4145","1.4145"
"1294","1.2897","1.2897","1.2897"
"1295","1.2897","1.2897","1.2897"
"1296","1.2993","1.2993","1.2993"
"1297","1.2993","1.2993","1.2993"
"1298","1.3911","1.3911","1.3911"
"1299","1.3911","1.3911","1.3911"
"1300","1.3341","1.3341","1.3341"
"1301","1.3341","1.3341","1.3341"
"1302","1.3039","1.3039","1.3039"
"1303","1.3039","1.3039","1.3039"
"1304","1.3481","1.3481","1.3481"
"1305","1.3481","1.3481","1.3481"
"1306","1.3067","1.3067","1.3067"
"1307","1.3067","1.3067","1.3067"
"1308","1.3245","1.3245","1.3245"
"1309","1.3245","1.3245","1.3245"
"1310","1.3844","1.3844","1.3844"
"1311","1.3844","1.3844","1.3844"
"1312","1.3843","1.3843","1.3843"
"1313","1.3843","1.3843","1.3843"
"1314","1.4821","1.4821","1.4821"
"1315","1.4821","1.4821","1.4821"
"1316","1.3581","1.3581","1.3581"
"1317","1.3581","1.3581","1.3581"
"1318","1.2559","1.2559","1.2559"
"1319","1.2559","1.2559","1.2559"
"1320","1.452","1.452","1.452"
"1321","1.452","1.452","1.452"
"1322","1.4056","1.4056","1.4056"
"1323","1.4056","1.4056","1.4056"
"1324","1.5034","1.5034","1.5034"
"1325","1.5034","1.5034","1.5034"
"1326","1.4539","1.4539","1.4539"
"1327","1.4539","1.4539","1.4539"
"1328","1.5712","1.5712","1.5712"
"1329","1.5712","1.5712","1.5712"
"1330","1.3988","1.3988","1.3988"
"1331","1.3988","1.3988","1.3988"
"1332","1.4506","1.4506","1.4506"
"1333","1.4506","1.4506","1.4506"
"1334","1.3403","1.3403","1.3403"
"1335","1.3403","1.3403","1.3403"
"1336","1.4407","1.4407","1.4407"
"1337","1.4407","1.4407","1.4407"
"1338","1.5708","1.5708","1.5708"
"1339","1.5708","1.5708","1.5708"
"1340","1.41","1.41","1.41"
"1341","1.41","1.41","1.41"
"1342","1.4632","1.4632","1.4632"
"1343","1.4632","1.4632","1.4632"
"1344","1.3791","1.3791","1.3791"
"1345","1.3791","1.3791","1.3791"
"1346","1.3323","1.3323","1.3323"
"1347","1.3323","1.3323","1.3323"
"1348","1.3624","1.3624","1.3624"
"1349","1.3624","1.3624","1.3624"
"1350","1.455","1.455","1.455"
"1351","1.455","1.455","1.455"
"1352","1.4615","1.4615","1.4615"
"1353","1.4615","1.4615","1.4615"
"1354","1.2703","1.2703","1.2703"
"1355","1.2703","1.2703","1.2703"
"1356","1.3834","1.3834","1.3834"
"1357","1.3834","1.3834","1.3834"
"1358","1.3782","1.3782","1.3782"
"1359","1.3782","1.3782","1.3782"
"1360","1.3685","1.3685","1.3685"
"1361","1.3685","1.3685","1.3685"
"1362","1.3002","1.3002","1.3002"
"1363","1.3002","1.3002","1.3002"
"1364","1.2763","1.2763","1.2763"
"1365","1.2763","1.2763","1.2763"
"1366","1.3559","1.3559","1.3559"
"1367","1.3559","1.3559","1.3559"
"1368","1.3147","1.3147","1.3147"
