"Step","deep-surf-23 - train/loss","deep-surf-23 - train/loss__MIN","deep-surf-23 - train/loss__MAX"
"3215","1.2606","1.2606","1.2606"
"3216","1.2336","1.2336","1.2336"
"3217","1.2336","1.2336","1.2336"
"3218","1.2281","1.2281","1.2281"
"3219","1.2281","1.2281","1.2281"
"3220","1.1701","1.1701","1.1701"
"3221","1.1701","1.1701","1.1701"
"3222","1.3036","1.3036","1.3036"
"3223","1.3036","1.3036","1.3036"
"3224","1.2743","1.2743","1.2743"
"3225","1.2743","1.2743","1.2743"
"3226","1.1633","1.1633","1.1633"
"3227","1.1633","1.1633","1.1633"
"3228","1.2882","1.2882","1.2882"
"3229","1.2882","1.2882","1.2882"
"3230","1.1745","1.1745","1.1745"
"3231","1.1745","1.1745","1.1745"
"3232","1.2155","1.2155","1.2155"
"3233","1.2155","1.2155","1.2155"
"3234","1.2249","1.2249","1.2249"
"3235","1.2249","1.2249","1.2249"
"3236","1.2382","1.2382","1.2382"
"3237","1.2382","1.2382","1.2382"
"3238","1.2298","1.2298","1.2298"
"3239","1.2298","1.2298","1.2298"
"3240","1.3234","1.3234","1.3234"
"3241","1.3234","1.3234","1.3234"
"3242","1.1687","1.1687","1.1687"
"3243","1.1687","1.1687","1.1687"
"3244","1.1488","1.1488","1.1488"
"3245","1.1488","1.1488","1.1488"
"3246","1.1838","1.1838","1.1838"
"3247","1.1838","1.1838","1.1838"
"3248","1.26","1.26","1.26"
"3249","1.26","1.26","1.26"
"3250","1.2695","1.2695","1.2695"
"3251","1.2695","1.2695","1.2695"
"3252","1.2195","1.2195","1.2195"
"3253","1.2195","1.2195","1.2195"
"3254","1.1421","1.1421","1.1421"
"3255","1.1421","1.1421","1.1421"
"3256","1.2684","1.2684","1.2684"
"3257","1.2684","1.2684","1.2684"
"3258","1.2518","1.2518","1.2518"
"3259","1.2518","1.2518","1.2518"
"3260","1.1783","1.1783","1.1783"
"3261","1.1783","1.1783","1.1783"
"3262","1.238","1.238","1.238"
"3263","1.238","1.238","1.238"
"3264","1.1747","1.1747","1.1747"
"3265","1.1747","1.1747","1.1747"
"3266","1.218","1.218","1.218"
"3267","1.218","1.218","1.218"
"3268","1.1576","1.1576","1.1576"
"3269","1.1576","1.1576","1.1576"
"3270","1.1382","1.1382","1.1382"
"3271","1.1382","1.1382","1.1382"
"3272","1.3372","1.3372","1.3372"
"3273","1.3372","1.3372","1.3372"
"3274","1.2639","1.2639","1.2639"
"3275","1.2639","1.2639","1.2639"
"3276","1.187","1.187","1.187"
"3277","1.187","1.187","1.187"
"3278","1.1403","1.1403","1.1403"
"3279","1.1403","1.1403","1.1403"
"3280","1.2192","1.2192","1.2192"
"3281","1.2192","1.2192","1.2192"
"3282","1.1683","1.1683","1.1683"
"3283","1.1683","1.1683","1.1683"
"3284","1.1967","1.1967","1.1967"
"3285","1.1967","1.1967","1.1967"
"3286","1.1786","1.1786","1.1786"
"3287","1.1786","1.1786","1.1786"
"3288","1.352","1.352","1.352"
"3289","1.352","1.352","1.352"
"3290","1.055","1.055","1.055"
"3291","1.055","1.055","1.055"
"3292","1.2337","1.2337","1.2337"
"3293","1.2337","1.2337","1.2337"
"3294","1.2732","1.2732","1.2732"
"3295","1.2732","1.2732","1.2732"
"3296","1.3443","1.3443","1.3443"
"3297","1.3443","1.3443","1.3443"
"3298","1.2433","1.2433","1.2433"
"3299","1.2433","1.2433","1.2433"
"3300","1.2078","1.2078","1.2078"
"3301","1.2078","1.2078","1.2078"
"3302","1.1713","1.1713","1.1713"
"3303","1.1713","1.1713","1.1713"
"3304","1.2253","1.2253","1.2253"
"3305","1.2253","1.2253","1.2253"
"3306","1.2444","1.2444","1.2444"
"3307","1.2444","1.2444","1.2444"
"3308","1.1564","1.1564","1.1564"
"3309","1.1564","1.1564","1.1564"
"3310","1.1707","1.1707","1.1707"
"3311","1.1707","1.1707","1.1707"
"3312","1.2028","1.2028","1.2028"
"3313","1.2028","1.2028","1.2028"
"3314","1.0755","1.0755","1.0755"
"3315","1.0755","1.0755","1.0755"
"3316","1.1354","1.1354","1.1354"
"3317","1.1354","1.1354","1.1354"
"3318","1.2162","1.2162","1.2162"
"3319","1.2162","1.2162","1.2162"
"3320","1.2488","1.2488","1.2488"
"3321","1.2488","1.2488","1.2488"
"3322","1.2281","1.2281","1.2281"
"3323","1.2281","1.2281","1.2281"
"3324","1.3051","1.3051","1.3051"
"3325","1.3051","1.3051","1.3051"
"3326","1.3697","1.3697","1.3697"
"3327","1.3697","1.3697","1.3697"
"3328","1.2196","1.2196","1.2196"
"3329","1.2196","1.2196","1.2196"
"3330","1.0973","1.0973","1.0973"
"3331","1.0973","1.0973","1.0973"
"3332","1.1681","1.1681","1.1681"
"3333","1.1681","1.1681","1.1681"
"3334","1.2638","1.2638","1.2638"
"3335","1.2638","1.2638","1.2638"
"3336","1.2084","1.2084","1.2084"
"3337","1.2084","1.2084","1.2084"
"3338","1.2993","1.2993","1.2993"
"3339","1.2993","1.2993","1.2993"
"3340","1.2272","1.2272","1.2272"
"3341","1.2272","1.2272","1.2272"
"3342","1.2165","1.2165","1.2165"
"3343","1.2165","1.2165","1.2165"
"3344","1.1625","1.1625","1.1625"
"3345","1.1625","1.1625","1.1625"
"3346","1.1902","1.1902","1.1902"
"3347","1.1902","1.1902","1.1902"
"3348","1.0651","1.0651","1.0651"
"3349","1.0651","1.0651","1.0651"
"3350","1.2168","1.2168","1.2168"
"3351","1.2168","1.2168","1.2168"
"3352","1.1761","1.1761","1.1761"
"3353","1.1761","1.1761","1.1761"
"3354","1.3465","1.3465","1.3465"
"3355","1.3465","1.3465","1.3465"
"3356","1.2198","1.2198","1.2198"
"3357","1.2198","1.2198","1.2198"
"3358","1.2318","1.2318","1.2318"
"3359","1.2318","1.2318","1.2318"
"3360","1.2668","1.2668","1.2668"
"3361","1.2668","1.2668","1.2668"
"3362","1.1722","1.1722","1.1722"
"3363","1.1722","1.1722","1.1722"
"3364","1.1259","1.1259","1.1259"
"3365","1.1259","1.1259","1.1259"
"3366","1.2401","1.2401","1.2401"
"3367","1.2401","1.2401","1.2401"
"3368","1.1664","1.1664","1.1664"
"3369","1.1664","1.1664","1.1664"
"3370","1.1954","1.1954","1.1954"
"3371","1.1954","1.1954","1.1954"
"3372","1.2046","1.2046","1.2046"
"3373","1.2046","1.2046","1.2046"
"3374","1.2165","1.2165","1.2165"
"3375","1.2165","1.2165","1.2165"
"3376","1.3003","1.3003","1.3003"
"3377","1.3003","1.3003","1.3003"
"3378","1.213","1.213","1.213"
"3379","1.213","1.213","1.213"
"3380","1.2554","1.2554","1.2554"
"3381","1.2554","1.2554","1.2554"
"3382","1.245","1.245","1.245"
"3383","1.245","1.245","1.245"
"3384","1.1553","1.1553","1.1553"
"3385","1.1553","1.1553","1.1553"
"3386","1.2423","1.2423","1.2423"
"3387","1.2423","1.2423","1.2423"
"3388","1.1785","1.1785","1.1785"
"3389","1.1785","1.1785","1.1785"
"3390","1.2957","1.2957","1.2957"
"3391","1.2957","1.2957","1.2957"
"3392","1.158","1.158","1.158"
"3393","1.158","1.158","1.158"
"3394","1.2696","1.2696","1.2696"
"3395","1.2696","1.2696","1.2696"
"3396","1.1986","1.1986","1.1986"
"3397","1.1986","1.1986","1.1986"
"3398","1.1419","1.1419","1.1419"
"3399","1.1419","1.1419","1.1419"
"3400","1.2315","1.2315","1.2315"
"3401","1.2315","1.2315","1.2315"
"3402","1.1725","1.1725","1.1725"
"3403","1.1725","1.1725","1.1725"
"3404","1.156","1.156","1.156"
"3405","1.156","1.156","1.156"
"3406","1.1588","1.1588","1.1588"
"3407","1.1588","1.1588","1.1588"
"3408","1.2073","1.2073","1.2073"
"3409","1.2073","1.2073","1.2073"
"3410","1.167","1.167","1.167"
"3411","1.167","1.167","1.167"
"3412","1.2715","1.2715","1.2715"
"3413","1.2715","1.2715","1.2715"
"3414","1.2419","1.2419","1.2419"
"3415","1.2419","1.2419","1.2419"
"3416","1.196","1.196","1.196"
"3417","1.196","1.196","1.196"
"3418","1.1894","1.1894","1.1894"
"3419","1.1894","1.1894","1.1894"
"3420","1.264","1.264","1.264"
"3421","1.264","1.264","1.264"
"3422","1.3319","1.3319","1.3319"
"3423","1.3319","1.3319","1.3319"
"3424","1.1908","1.1908","1.1908"
"3425","1.1908","1.1908","1.1908"
"3426","1.3213","1.3213","1.3213"
"3427","1.3213","1.3213","1.3213"
"3428","1.341","1.341","1.341"
"3429","1.341","1.341","1.341"
"3430","1.245","1.245","1.245"
"3431","1.245","1.245","1.245"
"3432","1.169","1.169","1.169"
"3433","1.169","1.169","1.169"
"3434","1.1733","1.1733","1.1733"
"3435","1.1733","1.1733","1.1733"
"3436","1.1773","1.1773","1.1773"
"3437","1.1773","1.1773","1.1773"
"3438","1.3425","1.3425","1.3425"
"3439","1.3425","1.3425","1.3425"
"3440","1.181","1.181","1.181"
"3441","1.181","1.181","1.181"
"3442","1.1481","1.1481","1.1481"
"3443","1.1481","1.1481","1.1481"
"3444","1.1706","1.1706","1.1706"
"3445","1.1706","1.1706","1.1706"
"3446","1.2167","1.2167","1.2167"
"3447","1.2167","1.2167","1.2167"
"3448","1.1753","1.1753","1.1753"
"3449","1.1753","1.1753","1.1753"
"3450","1.1138","1.1138","1.1138"
"3451","1.1138","1.1138","1.1138"
"3452","1.2335","1.2335","1.2335"
"3453","1.2335","1.2335","1.2335"
"3454","1.2945","1.2945","1.2945"
"3455","1.2945","1.2945","1.2945"
"3456","1.2115","1.2115","1.2115"
"3457","1.2115","1.2115","1.2115"
"3458","1.1134","1.1134","1.1134"
"3459","1.1134","1.1134","1.1134"
"3460","1.2042","1.2042","1.2042"
"3461","1.2042","1.2042","1.2042"
"3462","1.1545","1.1545","1.1545"
"3463","1.1545","1.1545","1.1545"
"3464","1.2333","1.2333","1.2333"
"3465","1.2333","1.2333","1.2333"
"3466","1.1965","1.1965","1.1965"
"3467","1.1965","1.1965","1.1965"
"3468","1.052","1.052","1.052"
"3469","1.052","1.052","1.052"
"3470","1.1376","1.1376","1.1376"
"3471","1.1376","1.1376","1.1376"
"3472","1.2321","1.2321","1.2321"
"3473","1.2321","1.2321","1.2321"
"3474","1.1707","1.1707","1.1707"
"3475","1.1707","1.1707","1.1707"
"3476","1.187","1.187","1.187"
"3477","1.187","1.187","1.187"
"3478","1.2418","1.2418","1.2418"
"3479","1.2418","1.2418","1.2418"
"3480","1.265","1.265","1.265"
"3481","1.265","1.265","1.265"
"3482","1.237","1.237","1.237"
"3483","1.237","1.237","1.237"
"3484","1.1927","1.1927","1.1927"
"3485","1.1927","1.1927","1.1927"
"3486","1.3173","1.3173","1.3173"
"3487","1.3173","1.3173","1.3173"
"3488","1.2575","1.2575","1.2575"
"3489","1.2575","1.2575","1.2575"
"3490","1.2624","1.2624","1.2624"
"3491","1.2624","1.2624","1.2624"
"3492","1.187","1.187","1.187"
"3493","1.187","1.187","1.187"
"3494","1.1456","1.1456","1.1456"
"3495","1.1456","1.1456","1.1456"
"3496","1.2032","1.2032","1.2032"
"3497","1.2032","1.2032","1.2032"
"3498","1.1659","1.1659","1.1659"
"3499","1.1659","1.1659","1.1659"
"3500","1.2501","1.2501","1.2501"
"3501","1.2501","1.2501","1.2501"
"3502","1.1316","1.1316","1.1316"
"3503","1.1316","1.1316","1.1316"
"3504","1.1498","1.1498","1.1498"
"3505","1.1498","1.1498","1.1498"
"3506","1.1787","1.1787","1.1787"
"3507","1.1787","1.1787","1.1787"
"3508","1.2185","1.2185","1.2185"
"3509","1.2185","1.2185","1.2185"
"3510","1.1767","1.1767","1.1767"
"3511","1.1767","1.1767","1.1767"
"3512","1.2381","1.2381","1.2381"
"3513","1.2381","1.2381","1.2381"
"3514","1.2672","1.2672","1.2672"
"3515","1.2672","1.2672","1.2672"
"3516","1.2437","1.2437","1.2437"
"3517","1.2437","1.2437","1.2437"
"3518","1.1457","1.1457","1.1457"
"3519","1.1457","1.1457","1.1457"
"3520","1.2206","1.2206","1.2206"
"3521","1.2206","1.2206","1.2206"
"3522","1.2788","1.2788","1.2788"
"3523","1.2788","1.2788","1.2788"
"3524","1.2316","1.2316","1.2316"
"3525","1.2316","1.2316","1.2316"
"3526","1.2682","1.2682","1.2682"
"3527","1.2682","1.2682","1.2682"
"3528","1.1008","1.1008","1.1008"
"3529","1.1008","1.1008","1.1008"
"3530","1.1833","1.1833","1.1833"
"3531","1.1833","1.1833","1.1833"
"3532","1.2955","1.2955","1.2955"
"3533","1.2955","1.2955","1.2955"
"3534","1.1837","1.1837","1.1837"
"3535","1.1837","1.1837","1.1837"
"3536","1.2772","1.2772","1.2772"
"3537","1.2772","1.2772","1.2772"
"3538","1.2078","1.2078","1.2078"
"3539","1.2078","1.2078","1.2078"
"3540","1.1851","1.1851","1.1851"
"3541","1.1851","1.1851","1.1851"
"3542","1.204","1.204","1.204"
"3543","1.204","1.204","1.204"
"3544","1.1335","1.1335","1.1335"
"3545","1.1335","1.1335","1.1335"
"3546","1.3628","1.3628","1.3628"
"3547","1.3628","1.3628","1.3628"
"3548","1.2307","1.2307","1.2307"
"3549","1.2307","1.2307","1.2307"
"3550","1.166","1.166","1.166"
"3551","1.166","1.166","1.166"
"3552","1.2376","1.2376","1.2376"
"3553","1.2376","1.2376","1.2376"
"3554","1.2467","1.2467","1.2467"
"3555","1.2467","1.2467","1.2467"
"3556","1.1693","1.1693","1.1693"
"3557","1.1693","1.1693","1.1693"
"3558","1.1768","1.1768","1.1768"
"3559","1.1768","1.1768","1.1768"
"3560","1.123","1.123","1.123"
"3561","1.123","1.123","1.123"
"3562","1.2715","1.2715","1.2715"
"3563","1.2715","1.2715","1.2715"
"3564","1.2613","1.2613","1.2613"
"3565","1.2613","1.2613","1.2613"
"3566","1.2011","1.2011","1.2011"
"3567","1.2011","1.2011","1.2011"
"3568","1.276","1.276","1.276"
"3569","1.276","1.276","1.276"
"3570","1.2032","1.2032","1.2032"
"3571","1.2032","1.2032","1.2032"
"3572","1.2484","1.2484","1.2484"
"3573","1.2484","1.2484","1.2484"
"3574","1.2779","1.2779","1.2779"
"3575","1.2779","1.2779","1.2779"
"3576","1.1861","1.1861","1.1861"
"3577","1.1861","1.1861","1.1861"
"3578","1.1763","1.1763","1.1763"
"3579","1.1763","1.1763","1.1763"
"3580","1.2128","1.2128","1.2128"
"3581","1.2128","1.2128","1.2128"
"3582","1.3198","1.3198","1.3198"
"3583","1.3198","1.3198","1.3198"
"3584","1.2205","1.2205","1.2205"
"3585","1.2205","1.2205","1.2205"
"3586","1.1728","1.1728","1.1728"
"3587","1.1728","1.1728","1.1728"
"3588","1.1678","1.1678","1.1678"
"3589","1.1678","1.1678","1.1678"
"3590","1.147","1.147","1.147"
"3591","1.147","1.147","1.147"
"3592","1.2044","1.2044","1.2044"
"3593","1.2044","1.2044","1.2044"
"3594","1.1852","1.1852","1.1852"
"3595","1.1852","1.1852","1.1852"
"3596","1.0934","1.0934","1.0934"
"3597","1.0934","1.0934","1.0934"
"3598","1.2157","1.2157","1.2157"
"3599","1.2157","1.2157","1.2157"
"3600","1.2288","1.2288","1.2288"
"3601","1.2288","1.2288","1.2288"
"3602","1.2426","1.2426","1.2426"
"3603","1.2426","1.2426","1.2426"
"3604","1.1722","1.1722","1.1722"
"3605","1.1722","1.1722","1.1722"
"3606","1.1579","1.1579","1.1579"
"3607","1.1579","1.1579","1.1579"
"3608","1.2119","1.2119","1.2119"
"3609","1.2119","1.2119","1.2119"
"3610","1.1088","1.1088","1.1088"
"3611","1.1088","1.1088","1.1088"
"3612","1.1878","1.1878","1.1878"
"3613","1.1878","1.1878","1.1878"
"3614","1.1686","1.1686","1.1686"
"3615","1.1686","1.1686","1.1686"
"3616","1.1675","1.1675","1.1675"
"3617","1.1675","1.1675","1.1675"
"3618","1.2348","1.2348","1.2348"
"3619","1.2348","1.2348","1.2348"
"3620","1.2435","1.2435","1.2435"
"3621","1.2435","1.2435","1.2435"
"3622","1.2515","1.2515","1.2515"
"3623","1.2515","1.2515","1.2515"
"3624","1.22","1.22","1.22"
"3625","1.22","1.22","1.22"
"3626","1.1707","1.1707","1.1707"
"3627","1.1707","1.1707","1.1707"
"3628","1.265","1.265","1.265"
"3629","1.265","1.265","1.265"
"3630","1.1722","1.1722","1.1722"
"3631","1.1722","1.1722","1.1722"
"3632","1.2041","1.2041","1.2041"
"3633","1.2041","1.2041","1.2041"
"3634","1.1612","1.1612","1.1612"
"3635","1.1612","1.1612","1.1612"
"3636","1.3181","1.3181","1.3181"
"3637","1.3181","1.3181","1.3181"
"3638","1.2274","1.2274","1.2274"
"3639","1.2274","1.2274","1.2274"
"3640","1.2167","1.2167","1.2167"
"3641","1.2167","1.2167","1.2167"
"3642","1.248","1.248","1.248"
"3643","1.248","1.248","1.248"
"3644","1.1416","1.1416","1.1416"
"3645","1.1416","1.1416","1.1416"
"3646","1.1917","1.1917","1.1917"
"3647","1.1917","1.1917","1.1917"
"3648","1.1543","1.1543","1.1543"
"3649","1.1543","1.1543","1.1543"
"3650","1.2238","1.2238","1.2238"
"3651","1.2238","1.2238","1.2238"
"3652","1.1683","1.1683","1.1683"
"3653","1.1683","1.1683","1.1683"
"3654","1.1468","1.1468","1.1468"
"3655","1.1468","1.1468","1.1468"
"3656","1.2513","1.2513","1.2513"
"3657","1.2513","1.2513","1.2513"
"3658","1.2198","1.2198","1.2198"
"3659","1.2198","1.2198","1.2198"
"3660","1.2355","1.2355","1.2355"
"3661","1.2355","1.2355","1.2355"
"3662","1.2526","1.2526","1.2526"
"3663","1.2526","1.2526","1.2526"
"3664","1.0801","1.0801","1.0801"
"3665","1.0801","1.0801","1.0801"
"3666","1.2338","1.2338","1.2338"
"3667","1.2338","1.2338","1.2338"
"3668","1.0151","1.0151","1.0151"
"3669","1.0151","1.0151","1.0151"
"3670","1.1238","1.1238","1.1238"
"3671","1.1238","1.1238","1.1238"
"3672","1.104","1.104","1.104"
"3673","1.104","1.104","1.104"
"3674","1.1421","1.1421","1.1421"
"3675","1.1421","1.1421","1.1421"
"3676","1.2313","1.2313","1.2313"
"3677","1.2313","1.2313","1.2313"
"3678","1.2534","1.2534","1.2534"
"3679","1.2534","1.2534","1.2534"
"3680","1.1201","1.1201","1.1201"
"3681","1.1201","1.1201","1.1201"
"3682","1.2661","1.2661","1.2661"
"3683","1.2661","1.2661","1.2661"
"3684","1.2128","1.2128","1.2128"
"3685","1.2128","1.2128","1.2128"
"3686","1.149","1.149","1.149"
"3687","1.149","1.149","1.149"
"3688","1.2443","1.2443","1.2443"
"3689","1.2443","1.2443","1.2443"
"3690","1.2132","1.2132","1.2132"
"3691","1.2132","1.2132","1.2132"
"3692","1.2477","1.2477","1.2477"
"3693","1.2477","1.2477","1.2477"
"3694","1.2268","1.2268","1.2268"
"3695","1.2268","1.2268","1.2268"
"3696","1.3668","1.3668","1.3668"
"3697","1.3668","1.3668","1.3668"
"3698","1.1714","1.1714","1.1714"
"3699","1.1714","1.1714","1.1714"
"3700","1.3074","1.3074","1.3074"
"3701","1.3074","1.3074","1.3074"
"3702","1.3165","1.3165","1.3165"
"3703","1.3165","1.3165","1.3165"
"3704","1.1158","1.1158","1.1158"
"3705","1.1158","1.1158","1.1158"
"3706","1.3621","1.3621","1.3621"
"3707","1.3621","1.3621","1.3621"
"3708","1.0797","1.0797","1.0797"
"3709","1.0797","1.0797","1.0797"
"3710","1.1222","1.1222","1.1222"
"3711","1.1222","1.1222","1.1222"
"3712","1.2314","1.2314","1.2314"
"3713","1.2314","1.2314","1.2314"
"3714","1.1916","1.1916","1.1916"
"3715","1.1916","1.1916","1.1916"
"3716","1.1401","1.1401","1.1401"
"3717","1.1401","1.1401","1.1401"
"3718","1.0868","1.0868","1.0868"
"3719","1.0868","1.0868","1.0868"
"3720","1.182","1.182","1.182"
"3721","1.182","1.182","1.182"
"3722","1.2591","1.2591","1.2591"
"3723","1.2591","1.2591","1.2591"
"3724","1.3052","1.3052","1.3052"
"3725","1.3052","1.3052","1.3052"
"3726","1.1723","1.1723","1.1723"
"3727","1.1723","1.1723","1.1723"
"3728","1.2128","1.2128","1.2128"
"3729","1.2128","1.2128","1.2128"
"3730","1.1905","1.1905","1.1905"
"3731","1.1905","1.1905","1.1905"
"3732","1.1457","1.1457","1.1457"
"3733","1.1457","1.1457","1.1457"
"3734","1.2797","1.2797","1.2797"
"3735","1.2797","1.2797","1.2797"
"3736","1.1234","1.1234","1.1234"
"3737","1.1234","1.1234","1.1234"
"3738","1.3193","1.3193","1.3193"
"3739","1.3193","1.3193","1.3193"
"3740","1.1348","1.1348","1.1348"
"3741","1.1348","1.1348","1.1348"
"3742","1.2334","1.2334","1.2334"
"3743","1.2334","1.2334","1.2334"
"3744","1.1697","1.1697","1.1697"
"3745","1.1697","1.1697","1.1697"
"3746","1.2248","1.2248","1.2248"
"3747","1.2248","1.2248","1.2248"
"3748","1.1959","1.1959","1.1959"
"3749","1.1959","1.1959","1.1959"
"3750","1.1833","1.1833","1.1833"
"3751","1.1833","1.1833","1.1833"
"3752","1.141","1.141","1.141"
"3753","1.141","1.141","1.141"
"3754","1.2498","1.2498","1.2498"
"3755","1.2498","1.2498","1.2498"
"3756","1.1336","1.1336","1.1336"
"3757","1.1336","1.1336","1.1336"
"3758","1.3016","1.3016","1.3016"
"3759","1.3016","1.3016","1.3016"
"3760","1.3241","1.3241","1.3241"
"3761","1.3241","1.3241","1.3241"
"3762","1.1039","1.1039","1.1039"
"3763","1.1039","1.1039","1.1039"
"3764","1.2812","1.2812","1.2812"
"3765","1.2812","1.2812","1.2812"
"3766","1.1988","1.1988","1.1988"
"3767","1.1988","1.1988","1.1988"
"3768","1.1691","1.1691","1.1691"
"3769","1.1691","1.1691","1.1691"
"3770","1.2306","1.2306","1.2306"
"3771","1.2306","1.2306","1.2306"
"3772","1.1504","1.1504","1.1504"
"3773","1.1504","1.1504","1.1504"
"3774","1.1536","1.1536","1.1536"
"3775","1.1536","1.1536","1.1536"
"3776","1.2676","1.2676","1.2676"
"3777","1.2676","1.2676","1.2676"
"3778","1.208","1.208","1.208"
"3779","1.208","1.208","1.208"
"3780","1.3018","1.3018","1.3018"
"3781","1.3018","1.3018","1.3018"
"3782","1.2347","1.2347","1.2347"
"3783","1.2347","1.2347","1.2347"
"3784","1.2755","1.2755","1.2755"
"3785","1.2755","1.2755","1.2755"
"3786","1.2089","1.2089","1.2089"
"3787","1.2089","1.2089","1.2089"
"3788","1.36","1.36","1.36"
"3789","1.36","1.36","1.36"
"3790","1.1837","1.1837","1.1837"
"3791","1.1837","1.1837","1.1837"
"3792","1.1671","1.1671","1.1671"
"3793","1.1671","1.1671","1.1671"
"3794","1.186","1.186","1.186"
"3795","1.186","1.186","1.186"
"3796","1.2061","1.2061","1.2061"
"3797","1.2061","1.2061","1.2061"
"3798","1.2686","1.2686","1.2686"
"3799","1.2686","1.2686","1.2686"
"3800","1.2158","1.2158","1.2158"
"3801","1.2158","1.2158","1.2158"
"3802","1.1367","1.1367","1.1367"
"3803","1.1367","1.1367","1.1367"
"3804","1.1695","1.1695","1.1695"
"3805","1.1695","1.1695","1.1695"
"3806","1.1582","1.1582","1.1582"
"3807","1.1582","1.1582","1.1582"
"3808","1.1941","1.1941","1.1941"
"3809","1.1941","1.1941","1.1941"
"3810","1.1581","1.1581","1.1581"
"3811","1.1581","1.1581","1.1581"
"3812","1.2017","1.2017","1.2017"
"3813","1.2017","1.2017","1.2017"
"3814","1.151","1.151","1.151"
"3815","1.151","1.151","1.151"
"3816","1.1683","1.1683","1.1683"
"3817","1.1683","1.1683","1.1683"
"3818","1.1671","1.1671","1.1671"
"3819","1.1671","1.1671","1.1671"
"3820","1.1512","1.1512","1.1512"
"3821","1.1512","1.1512","1.1512"
"3822","1.2065","1.2065","1.2065"
"3823","1.2065","1.2065","1.2065"
"3824","1.0788","1.0788","1.0788"
"3825","1.0788","1.0788","1.0788"
"3826","1.1799","1.1799","1.1799"
"3827","1.1799","1.1799","1.1799"
"3828","1.1608","1.1608","1.1608"
"3829","1.1608","1.1608","1.1608"
"3830","1.2157","1.2157","1.2157"
"3831","1.2157","1.2157","1.2157"
"3832","1.2532","1.2532","1.2532"
"3833","1.2532","1.2532","1.2532"
"3834","1.1791","1.1791","1.1791"
"3835","1.1791","1.1791","1.1791"
"3836","0.9887","0.9887","0.9887"
"3837","0.9887","0.9887","0.9887"
"3838","1.2993","1.2993","1.2993"
"3839","1.2993","1.2993","1.2993"
"3840","1.3544","1.3544","1.3544"
"3841","1.3544","1.3544","1.3544"
"3842","1.2092","1.2092","1.2092"
"3843","1.2092","1.2092","1.2092"
"3844","1.2344","1.2344","1.2344"
"3845","1.2344","1.2344","1.2344"
"3846","1.2246","1.2246","1.2246"
"3847","1.2246","1.2246","1.2246"
"3848","1.1032","1.1032","1.1032"
"3849","1.1032","1.1032","1.1032"
"3850","1.2061","1.2061","1.2061"
"3851","1.2061","1.2061","1.2061"
"3852","1.237","1.237","1.237"
"3853","1.237","1.237","1.237"
"3854","1.127","1.127","1.127"
"3855","1.127","1.127","1.127"
"3856","1.1153","1.1153","1.1153"
"3857","1.1153","1.1153","1.1153"
"3858","1.1956","1.1956","1.1956"
"3859","1.1956","1.1956","1.1956"
"3860","1.362","1.362","1.362"
"3861","1.362","1.362","1.362"
"3862","1.1582","1.1582","1.1582"
"3863","1.1582","1.1582","1.1582"
"3864","1.3153","1.3153","1.3153"
"3865","1.3153","1.3153","1.3153"
"3866","1.1723","1.1723","1.1723"
"3867","1.1723","1.1723","1.1723"
"3868","1.2064","1.2064","1.2064"
"3869","1.2064","1.2064","1.2064"
"3870","1.1046","1.1046","1.1046"
"3871","1.1046","1.1046","1.1046"
"3872","1.1833","1.1833","1.1833"
"3873","1.1833","1.1833","1.1833"
"3874","1.2416","1.2416","1.2416"
"3875","1.2416","1.2416","1.2416"
"3876","1.0804","1.0804","1.0804"
"3877","1.0804","1.0804","1.0804"
"3878","1.1982","1.1982","1.1982"
"3879","1.1982","1.1982","1.1982"
"3880","1.2106","1.2106","1.2106"
"3881","1.2106","1.2106","1.2106"
"3882","1.1952","1.1952","1.1952"
"3883","1.1952","1.1952","1.1952"
"3884","1.2612","1.2612","1.2612"
"3885","1.2612","1.2612","1.2612"
"3886","1.1986","1.1986","1.1986"
"3887","1.1986","1.1986","1.1986"
"3888","1.1721","1.1721","1.1721"
"3889","1.1721","1.1721","1.1721"
"3890","1.2364","1.2364","1.2364"
"3891","1.2364","1.2364","1.2364"
"3892","1.1649","1.1649","1.1649"
"3893","1.1649","1.1649","1.1649"
"3894","1.1838","1.1838","1.1838"
"3895","1.1838","1.1838","1.1838"
"3896","1.2196","1.2196","1.2196"
"3897","1.2196","1.2196","1.2196"
"3898","1.2705","1.2705","1.2705"
"3899","1.2705","1.2705","1.2705"
"3900","1.398","1.398","1.398"
"3901","1.398","1.398","1.398"
"3902","1.1581","1.1581","1.1581"
"3903","1.1581","1.1581","1.1581"
"3904","1.0601","1.0601","1.0601"
"3905","1.0601","1.0601","1.0601"
"3906","1.1464","1.1464","1.1464"
"3907","1.1464","1.1464","1.1464"
"3908","1.1839","1.1839","1.1839"
"3909","1.1839","1.1839","1.1839"
"3910","1.145","1.145","1.145"
"3911","1.145","1.145","1.145"
"3912","1.1235","1.1235","1.1235"
"3913","1.1235","1.1235","1.1235"
"3914","1.1989","1.1989","1.1989"
"3915","1.1989","1.1989","1.1989"
"3916","1.1375","1.1375","1.1375"
"3917","1.1375","1.1375","1.1375"
"3918","1.2143","1.2143","1.2143"
"3919","1.2143","1.2143","1.2143"
"3920","1.2184","1.2184","1.2184"
"3921","1.2184","1.2184","1.2184"
"3922","1.145","1.145","1.145"
"3923","1.145","1.145","1.145"
"3924","1.2512","1.2512","1.2512"
